objectid,name,feattype,GEOID,tract_latitude,tract_longitude,lat,lon
35644,The Cascades,Golf Course,45045001900,+34.8200676,-082.3474849,34.8262752,-82.3160075
35647,Welcome Park,Park and Recreation Area,45045002106,+34.8274027,-082.4379801,34.828209,-82.443733
35650,Hollingsworth Park,Park and Recreation Area,45045001900,+34.8200676,-082.3474849,34.8289155,-82.3309329
35651,Kangaroo Jaxs,Amusement Park,45045001900,+34.8200676,-082.3474849,34.829332,-82.3451392
35652,Legacy Park,Amusement Park,45045001900,+34.8200676,-082.3474849,34.8297779,-82.3308248
35653,Gower Park,Park and Recreation Area,45045001900,+34.8200676,-082.3474849,34.830315,-82.350837
35655,Gower Estates Park,Amusement Park,45045001900,+34.8200676,-082.3474849,34.830638,-82.35032
35658,Par-Tee Time,Amusement Park,45077010602,+34.8637948,-082.5383536,34.831015,-82.5208579
35663,Keowee Key Golf and Country Club,Golf Course,45073030200,+34.9536664,-082.9849556,34.832487,-82.925516
35665,McKoy Park,Park and Recreation Area,45045004200,+34.8345704,-082.3904774,34.8326241,-82.3903776
35666,Roper Mountain Estates Rec Area,Amusement Park,45045002808,+34.8429987,-082.2609847,34.8334893,-82.268772
35667,Tindal Park,Park and Recreation Area,45045000400,+34.8381271,-082.3983635,34.8338872,-82.4010817
35668,Kings Park,Amusement Park,45077010802,+34.8426672,-082.5770296,34.834422,-82.5939179
35672,Green Forest Park,Park and Recreation Area,45045004300,+34.8417160,-082.3753525,34.8355759,-82.3751388
35675,Watts Park,Park and Recreation Area,45045000400,+34.8381271,-082.3983635,34.8358976,-82.3955737
35678,Butler Community Center,Park and Recreation Area,45045000500,+34.8376715,-082.4115284,34.8368791,-82.4077368
35680,Ella Mae Logan Park,Park and Recreation Area,45045000400,+34.8381271,-082.3983635,34.8377378,-82.4037336
35681,Sliding Rock Creek,Park and Recreation Area,45045004300,+34.8417160,-082.3753525,34.837819,-82.3757948
35683,Partridge Ln,Park and Recreation Area,45045004200,+34.8345704,-082.3904774,34.8391246,-82.3855765
35688,Andrew Jackson State Park,Park and Recreation Area,45057011202,+34.8889877,-080.8262996,34.8402914,-80.8075468
35689,Cancer Survivors Park,Park and Recreation Area,45045000400,+34.8381271,-082.3983635,34.840358,-82.3989179
35691,Nicholtown Community Center,Park and Recreation Area,45045004300,+34.8417160,-082.3753525,34.8406816,-82.3788877
35692,Greenville's Family Fun Park,Amusement Park,45045001808,+34.8451301,-082.3292341,34.842046,-82.322629
35693,Shoeless Joe Jackson Memorial Park,Park and Recreation Area,45045002105,+34.8386720,-082.4266332,34.8425716,-82.4341367
35696,Rock Quarry Garden,Park and Recreation Area,45045000200,+34.8478319,-082.3974862,34.8429514,-82.3932105
35699,Sue Simpson Garden,Park and Recreation Area,45045000200,+34.8478319,-082.3974862,34.8431677,-82.3977504
35704,Shaw Garden,Park and Recreation Area,45045000200,+34.8478319,-082.3974862,34.84422,-82.3972862
35705,Skyland Park,Park and Recreation Area,45045004300,+34.8417160,-082.3753525,34.844598,-82.370716
35706,Downtown Airport Park,Park and Recreation Area,45045004400,+34.8479697,-082.3501653,34.8447469,-82.3511734
35707,McDaniel Park,Park and Recreation Area,45045000200,+34.8478319,-082.3974862,34.8447969,-82.3927157
35708,Falls Park On The Reedy,Park and Recreation Area,45045000200,+34.8478319,-082.3974862,34.8450289,-82.4017338
35709,Falls Park Golf & Games,Amusement Park,45045000700,+34.8504139,-082.4126907,34.8455594,-82.4026733
35711,Zoo Playground,Amusement Park,45045004200,+34.8345704,-082.3904774,34.8467808,-82.3864524
35713,Pickens Country Club,Golf Course,45077011001,+34.8147739,-082.7078787,34.8468901,-82.6819428
35714,Cleveland Park Playground,Park and Recreation Area,45045004200,+34.8345704,-082.3904774,34.84709,-82.387269
35717,Old Mill Garden,Park and Recreation Area,45045000200,+34.8478319,-082.3974862,34.8481233,-82.400589
35718,Cleveland Park,Park and Recreation Area,45045004200,+34.8345704,-082.3904774,34.8488975,-82.384861
35719,Oconee Station,Park and Recreation Area,45073030100,+34.8169487,-083.1735571,34.8489421,-83.0743144
35721,Linky Stone Park,Park and Recreation Area,45045000700,+34.8504139,-082.4126907,34.8492718,-82.4040228
35722,Aladdin's Castle,Amusement Park,45045001808,+34.8451301,-082.3292341,34.850057,-82.3335129
35723,Haywood Mall Playground,Amusement Park,45045001808,+34.8451301,-082.3292341,34.850057,-82.3335129
35724,Walker Park,Park and Recreation Area,45045000700,+34.8504139,-082.4126907,34.8504687,-82.4195613
35726,Mayberry Park,Park and Recreation Area,45045000700,+34.8504139,-082.4126907,34.8511302,-82.4145556
35727,One City Plaza,Park and Recreation Area,45045000200,+34.8478319,-082.3974862,34.8516386,-82.3989436
35729,Eagle Zone Golf Improvement Center,Golf Course,45045002808,+34.8429987,-082.2609847,34.8519281,-82.2357728
35735,Gary L. Pittman Memorial Park,Park and Recreation Area,45045002805,+34.8495102,-082.2900591,34.8530099,-82.291442
35736,North Main Street,Park and Recreation Area,45045000200,+34.8478319,-082.3974862,34.8534616,-82.3977702
35741,Pickens County,Amusement Park,45077010200,+34.8872872,-082.8369628,34.8556316,-82.8819856
35743,The Cliffs at Keowee Springs,Golf Course,45077010200,+34.8872872,-082.8369628,34.8562835,-82.8743247
35745,West Washington Park,Park and Recreation Area,45045000900,+34.8607575,-082.4098233,34.8565038,-82.4107377
35746,Newtown Park,Park and Recreation Area,45045000700,+34.8504139,-082.4126907,34.8566076,-82.4159073
35748,Railroad Mini Park,Park and Recreation Area,45045001205,+34.8631405,-082.3765112,34.8576261,-82.3832137
35749,McPherson Park,Amusement Park,45045000100,+34.8566121,-082.3891798,34.8577013,-82.3942282
35751,Murrah Park,Park and Recreation Area,45045001204,+34.8590533,-082.3681784,34.858313,-82.378221
35754,Bermuda Triangle,Park and Recreation Area,45045002805,+34.8495102,-082.2900591,34.8590716,-82.2691426
35756,Breakout Games - Greenville,Amusement Park,45045000100,+34.8566121,-082.3891798,34.8591784,-82.3949172
35758,Thompson Gardner Park,Park and Recreation Area,45045001000,+34.8606403,-082.4002483,34.8600387,-82.4015704
35759,Cross Winds Golf Course,Golf Course,45045001810,+34.8617386,-082.3481127,34.8601004,-82.3475675
35761,Westside Park,Park and Recreation Area,45045002202,+34.8547583,-082.4401273,34.8606393,-82.443086
35763,Pickney - Fludd Park,Park and Recreation Area,45045000900,+34.8607575,-082.4098233,34.8610126,-82.4094756
35764,Waco Childers,Park and Recreation Area,45045000100,+34.8566121,-082.3891798,34.8610582,-82.391775
35765,David Hellams Community Center,Park and Recreation Area,45045001205,+34.8631405,-082.3765112,34.8624567,-82.3804016
35766,Croft State Park,Park and Recreation Area,45083023801,+34.8496111,-081.9031052,34.8633952,-81.8394763
35768,Croft Park,Park and Recreation Area,45045001000,+34.8606403,-082.4002483,34.864782,-82.3970209
35771,Oconee State Park,Park and Recreation Area,45073030100,+34.8169487,-083.1735571,34.86541,-83.1055895
35772,Timmons Park,Amusement Park,45045001205,+34.8631405,-082.3765112,34.8657909,-82.3759409
35773,North Main Rotary Park,Park and Recreation Area,45045001000,+34.8606403,-082.4002483,34.8660409,-82.3955734
35774,Captain Darryl's Guide Service,Amusement Park,45091061302,+34.8531593,-081.0743516,34.866842,-81.01187
35775,Monagham Park,Park and Recreation Area,45045002201,+34.8682367,-082.4358816,34.8670928,-82.4294775
35778,Sweet Dreams Scare House,Amusement Park,45077010402,+34.9027375,-082.7107738,34.8675813,-82.7064095
35784,Butler Springs Park,Amusement Park,45045001809,+34.8671767,-082.3392350,34.868996,-82.3366439
35785,Thornblade Club,Golf Course,45045002803,+34.8679018,-082.2744454,34.8693231,-82.2646102
35792,Tyger River Park,Park and Recreation Area,45083023404,+34.8541635,-082.1139313,34.8716994,-82.1034052
35797,Verner Springs Rd,Park and Recreation Area,45045002302,+34.8811322,-082.4173125,34.8732268,-82.4202072
35800,Southtown Wake Park,Amusement Park,45091061302,+34.8531593,-081.0743516,34.874394,-81.079895
35803,University Park,Park and Recreation Area,45045001101,+34.8804194,-082.3786068,34.874794,-82.372086
35819,Holmes Park,Park and Recreation Area,45045001101,+34.8804194,-082.3786068,34.880146,-82.3678499
35820,The Carolina Country Club,Golf Course,45083023801,+34.8496111,-081.9031052,34.8805056,-81.9107619
35826,Washington Heights Athletic Field,Park and Recreation Area,45045002304,+34.8877798,-082.3940491,34.881601,-82.3955275
35833,River Falls,Golf Course,45083023403,+34.8840778,-082.0792475,34.8850193,-82.0818039
35835,Rock Hill Country Club,Golf Course,45091061301,+34.8868433,-081.0383810,34.8852499,-81.0450756
35838,River Falls Plantation Golf Course,Golf Course,45083023403,+34.8840778,-082.0792475,34.8856613,-82.0761362
35842,Carolina Golf Club At Botany Woods,Golf Course,45045001805,+34.8801813,-082.3417582,34.8863861,-82.3308427
35844,Croftstone Park,Park and Recreation Area,45045001101,+34.8804194,-082.3786068,34.886886,-82.3789976
35848,Piney Mountain Park,Park and Recreation Area,45045002304,+34.8877798,-082.3940491,34.888224,-82.390022
35849,Carolina Golf and Tennis Club,Golf Course,45045001805,+34.8801813,-082.3417582,34.8888592,-82.3318737
35850,Roebuck Family Skate Center,Amusement Park,45083022006,+34.8774695,-081.9760979,34.8896144,-81.9744569
35860,The Cliffs at Keowee Falls,Golf Course,45073030200,+34.9536664,-082.9849556,34.8947732,-82.9256615
35862,The Reserve at Lake Keowee,Golf Course,45077010200,+34.8872872,-082.8369628,34.8960066,-82.8657594
35864,Southland Park,Park and Recreation Area,45091061301,+34.8868433,-081.0383810,34.89734,-81.0265069
35865,Herdklotz Park,Amusement Park,45045001600,+34.9145133,-082.3559783,34.89761,-82.373324
35866,Herdklotz Park Playground,Amusement Park,45045001600,+34.9145133,-082.3559783,34.8976944,-82.3732274
35874,College Downs Park,Park and Recreation Area,45091061301,+34.8868433,-081.0383810,34.900036,-81.060197
35883,East Riverside Park,Amusement Park,45045002608,+34.8937479,-082.2644685,34.906313,-82.2598019
35889,Lige Street Park,Park and Recreation Area,45091060401,+34.9148169,-081.0342626,34.909261,-81.036972
35894,Creek Golf Club,Golf Course,45083022004,+34.9087801,-081.8635820,34.9114946,-81.8646749
35898,Carroll Park,Park and Recreation Area,45091060401,+34.9148169,-081.0342626,34.913391,-81.039719
35899,Heddles Hideaway Country Club,Golf Course,45083023900,+34.8869316,-081.7864815,34.914359,-81.806873
35900,Pump It Up,Amusement Park,45083020702,+34.9158346,-081.9432963,34.914898,-81.9658112
35903,Solvay Usa,Amusement Park,45083020702,+34.9158346,-081.9432963,34.9154206,-81.9267924
35904,By-Pass Golf Shop And Driving Range,Golf Course,45083020702,+34.9158346,-081.9432963,34.91616,-81.967974
35905,Armory Park,Park and Recreation Area,45091060300,+34.9144554,-081.0197342,34.916308,-81.026275
35908,Emmett Scott,Park and Recreation Area,45091060401,+34.9148169,-081.0342626,34.917125,-81.037483
35911,Rolling Green Golf Club,Golf Course,45077010601,+34.9108023,-082.5622379,34.9177419,-82.5845253
35915,E Moore Street Park,Park and Recreation Area,45091060401,+34.9148169,-081.0342626,34.919575,-81.030504
35916,Marion Street Park,Park and Recreation Area,45091060401,+34.9148169,-081.0342626,34.92075,-81.027576
35918,Friedhiem Park,Park and Recreation Area,45091060502,+34.9213349,-081.0520735,34.921157,-81.0403529
35919,Grove Park,Park and Recreation Area,45091060200,+34.9282234,-081.0056196,34.92233,-81.013154
35920,Spencer Park,Park and Recreation Area,45091060200,+34.9282234,-081.0056196,34.922762,-81.005633
35924,Rock Hill Fountain Park,Park and Recreation Area,45091060501,+34.9325443,-081.0382008,34.9235558,-81.0247011
35926,Arcade Victoria Park,Park and Recreation Area,45091060502,+34.9213349,-081.0520735,34.924954,-81.038775
35929,Huckle Grove Park,Park and Recreation Area,45091060501,+34.9325443,-081.0382008,34.925669,-81.03069
35931,Paris Mountain State Park,Park and Recreation Area,45045002701,+34.9392993,-082.3924602,34.9266264,-82.3679075
35932,Arcade Park,Park and Recreation Area,45091060502,+34.9213349,-081.0520735,34.926697,-81.045156
35935,Duncan Park,Park and Recreation Area,45083021100,+34.9269747,-081.9077608,34.9275766,-81.9035915
35938,Pebble Creek Golf Club,Golf Course,45045002702,+34.9430412,-082.3485717,34.9286466,-82.346109
35939,Stephens Park,Park and Recreation Area,45083023302,+34.9348111,-082.2098924,34.928676,-82.221135
35940,Carolina Lakes Golf Club,Golf Course,45057011202,+34.8889877,-080.8262996,34.9305436,-80.8433844
35942,Century Park,Park and Recreation Area,45045002503,+34.9060735,-082.2434794,34.93077,-82.2394249
35943,Cedar Crest Park,Amusement Park,45091060102,+34.9430917,-081.0206451,34.9310546,-81.0220221
35945,The Furman Golf Club,Golf Course,45045003801,+34.9286296,-082.4471966,34.931686,-82.449932
35946,Victor Memorial Veterans Park,Park and Recreation Area,45083023302,+34.9348111,-082.2098924,34.9318466,-82.2212342
35947,Keowee-Toxaway State Park,Park and Recreation Area,45077010200,+34.8872872,-082.8369628,34.9324759,-82.8857056
35948,Riverbend Equestrian Center,Park and Recreation Area,45045003701,+34.9089437,-082.4780232,34.9325568,-82.4735913
35949,Irwin Ave Park,Park and Recreation Area,45083020900,+34.9352379,-081.9329353,34.932603,-81.934208
35954,Summersett Golf Course,Golf Course,45045003802,+34.9136194,-082.4167711,34.9332252,-82.4154767
35955,Legion Park,Park and Recreation Area,45083021100,+34.9269747,-081.9077608,34.933845,-81.914579
35956,Glencairn Gardens,Park and Recreation Area,45091060102,+34.9430917,-081.0206451,34.933992,-81.019586
35958,Northside Park,Park and Recreation Area,45091060200,+34.9282234,-081.0056196,34.93403,-81.008931
35960,Stone Ledge Park,Amusement Park,45083023101,+34.9268573,-082.1335794,34.935513,-82.1466563
35965,Stadium Park,Park and Recreation Area,45091060501,+34.9325443,-081.0382008,34.937075,-81.0391619
35966,Turner Park,Park and Recreation Area,45045002505,+34.9340064,-082.2349844,34.937624,-82.237597
35969,Greer City Park,Park and Recreation Area,45045002504,+34.9441768,-082.2341056,34.9379601,-82.2242471
35970,Calhoun Street Park,Park and Recreation Area,45091061404,+34.9338723,-081.0767709,34.938143,-81.0501279
35972,Country Club of Spartanburg,Golf Course,45083022101,+34.9349253,-081.8645377,34.9394769,-81.8695688
35976,The Cliffs at Keowee Vineyards Golf Club,Golf Course,45077010100,+35.0169605,-082.7749320,34.9399302,-82.8959959
35982,Winthrop Gold Disc Golf Course,Park and Recreation Area,45091060102,+34.9430917,-081.0206451,34.9417467,-81.0156389
35984,Cyber Direct Solutions,Amusement Park,45045002505,+34.9340064,-082.2349844,34.9418408,-82.2531602
35985,Glendale Shoals,Park and Recreation Area,45083022102,+34.9466202,-081.8248580,34.9420419,-81.8392059
35986,Winthrop Golf Course,Golf Course,45091060102,+34.9430917,-081.0206451,34.9422232,-81.0116737
35987,Boyd Hill Center,Park and Recreation Area,45091060905,+34.9584300,-081.0651330,34.942257,-81.043375
35988,Springwood Park,Park and Recreation Area,45045002504,+34.9441768,-082.2341056,34.942666,-82.233742
35994,Greentown Park,Park and Recreation Area,45083023302,+34.9348111,-082.2098924,34.943709,-82.219402
35999,Tryon Park,Park and Recreation Area,45045002504,+34.9441768,-082.2341056,34.944255,-82.2428469
36000,Constitution Park,Park and Recreation Area,45091060905,+34.9584300,-081.0651330,34.944371,-81.048432
36001,Colors,Amusement Park,45091060700,+34.9606397,-081.0380086,34.944571,-81.0292779
36011,Green Valley Country Club,Golf Course,45045003904,+34.9863586,-082.4422353,34.9470734,-82.4646591
36014,Winthrop Park,Amusement Park,45091060102,+34.9430917,-081.0206451,34.9476432,-81.0211406
36017,Pocket Park,Park and Recreation Area,45083021200,+34.9509248,-081.9167596,34.94883,-81.9346119
36019,Sparkle City MINI Golf,Amusement Park,45083021200,+34.9509248,-081.9167596,34.949095,-81.930719
36021,Waterford Golf Club,Golf Course,45091061201,+34.9106162,-080.9614516,34.9497858,-80.9435524
36024,Poinsett Park,Amusement Park,45045002701,+34.9392993,-082.3924602,34.950499,-82.437379
36031,Hub City Art Park,Park and Recreation Area,45083021200,+34.9509248,-081.9167596,34.9515317,-81.932233
36033,Devils Fork State Park,Park and Recreation Area,45073030200,+34.9536664,-082.9849556,34.9524821,-82.9456663
36035,Barnet Park,Park and Recreation Area,45083021200,+34.9509248,-081.9167596,34.9533471,-81.9283702
36036,Happy Hollow Park,Amusement Park,45083021200,+34.9509248,-081.9167596,34.9533982,-81.9119448
36037,Trailblazer Park,Park and Recreation Area,45045003904,+34.9863586,-082.4422353,34.9547776,-82.4421922
36039,Brotherhood Park,Park and Recreation Area,45083021200,+34.9509248,-081.9167596,34.955171,-81.923923
36040,Speed Factory Indoor Karting,Amusement Park,45083021200,+34.9509248,-081.9167596,34.95525,-81.9333793
36043,Cherry Park,Park and Recreation Area,45091060802,+34.9522975,-081.0020082,34.955515,-81.0093719
36044,Oakhurst Park,Park and Recreation Area,45091060904,+34.9770039,-081.1018961,34.955573,-81.085098
36045,Crim's Golf Center,Golf Course,45045002611,+34.9509757,-082.3161049,34.9560081,-82.2984301
36047,Northwest Center,Park and Recreation Area,45083020400,+34.9541386,-081.9489874,34.9563176,-81.9569789
36048,River Park,Park and Recreation Area,45091060901,+34.9579150,-080.9758058,34.9563906,-80.9497549
36051,High Tech Motorsports,Amusement Park,45091060802,+34.9522975,-081.0020082,34.956903,-80.996808
36065,Hargett Park,Park and Recreation Area,45091060803,+34.9607591,-081.0222741,34.960436,-81.0162439
36069,Green Entertainment,Amusement Park,45091060804,+34.9707405,-081.0072752,34.9611226,-81.0057364
36070,Gamexpress Amusements,Amusement Park,45091060905,+34.9584300,-081.0651330,34.961485,-81.066868
36079,Spring Park Driving Range,Golf Course,45045003904,+34.9863586,-082.4422353,34.9637757,-82.441642
36087,Oakwood Acres Park,Park and Recreation Area,45091060804,+34.9707405,-081.0072752,34.966505,-81.005157
36089,J. J. Adams Memorial Park,Park and Recreation Area,45083021500,+34.9800448,-081.9284454,34.967146,-81.916828
36096,Hillcrest Park,Amusement Park,45083021301,+34.9739544,-081.8915896,34.968038,-81.8941913
36103,Travelers Rest City Park,Park and Recreation Area,45045003904,+34.9863586,-082.4422353,34.969315,-82.431796
36123,Greer Golf and Country Club,Golf Course,45045002402,+35.0071671,-082.2654592,34.977629,-82.2215365
36131,Fantasy Island Family Amusement Center,Amusement Park,45083021600,+34.9766538,-081.9550681,34.981008,-81.9734389
36132,North South Amusement Co,Amusement Park,45091060907,+34.9949457,-081.0157575,34.981135,-80.994399
36136,Goldstrike,Amusement Park,45091060901,+34.9579150,-080.9758058,34.9818149,-80.97834
36139,Blessed Fun At Funtasia,Amusement Park,45083021600,+34.9766538,-081.9550681,34.982166,-81.9718209
36144,Bridgemill Park,Amusement Park,45057011201,+35.0020502,-080.8717949,34.9830813,-80.8686743
36160,Doby's Bridge Park,Amusement Park,45091061103,+34.9732156,-080.9385943,34.9869103,-80.9250488
36175,Carolina Downs Golf Course,Golf Course,45091061502,+34.9727579,-081.1916550,34.9925525,-81.1539513
36176,J Verne Smith Recreational Area,Park and Recreation Area,45045002606,+34.9851725,-082.3138910,34.9925652,-82.2952114
36192,York Recreation Complex,Park and Recreation Area,45091061602,+34.9921871,-081.2207561,34.9976479,-81.2271958
36195,York Recreational Park,Park and Recreation Area,45091061602,+34.9921871,-081.2207561,34.9977457,-81.2269615
36199,The Rock at Jocassee,Golf Course,45077010100,+35.0169605,-082.7749320,34.999078,-82.761569
36200,Fort Mill Golf Course,Golf Course,45091061103,+34.9732156,-080.9385943,34.9992207,-80.9380722
36201,Fort Mill Golf Club,Golf Course,45091061103,+34.9732156,-080.9385943,34.9992837,-80.938068
36221,Harris Street Park,Park and Recreation Area,45091061103,+34.9732156,-080.9385943,35.0055301,-80.9588069
36225,Westminster Park,Park and Recreation Area,45091060907,+34.9949457,-081.0157575,35.0065615,-81.0037441
36230,Confederate Park,Park and Recreation Area,45091061101,+35.0203157,-080.9347880,35.007545,-80.9445296
36242,Cowpens Park,Park and Recreation Area,45083022202,+34.9887462,-081.7972162,35.009363,-81.801059
36247,Walter Y. Elisha Park,Park and Recreation Area,45091061101,+35.0203157,-080.9347880,35.0106504,-80.9493723
36278,Twin Oaks Par 3 Golf and Driving Range,Golf Course,45083023001,+34.9854289,-082.1621834,35.0172742,-82.1732749
36283,Table Rock State Park,Park and Recreation Area,45077010100,+35.0169605,-082.7749320,35.0193164,-82.6912908
36286,Spring Lake Country Club,Golf Course,45091061501,+35.0340052,-081.2596548,35.0197726,-81.2640453
36298,Catawba River/Fort Mill Access Area,Park and Recreation Area,45091061003,+35.0459807,-081.0121273,35.0218757,-81.0035449
36299,Sk8erz Family Fun Center,Amusement Park,45083021402,+35.0164539,-081.9222548,35.022874,-81.8895509
36309,Rock Park,Park and Recreation Area,45091061004,+35.0120768,-080.9768143,35.024282,-80.9799831
36310,Pitcairn Cove Beach Park,Park and Recreation Area,45091061003,+35.0459807,-081.0121273,35.024505,-81.011074
36317,Baxter Village Green,Park and Recreation Area,45091061004,+35.0120768,-080.9768143,35.0251423,-80.9761959
36319,Allison Park,Amusement Park,45091061004,+35.0120768,-080.9768143,35.0255865,-80.9750599
36322,Shady Grove Park,Park and Recreation Area,45091061004,+35.0120768,-080.9768143,35.0258544,-80.9709375
36328,Springmaid Park,Park and Recreation Area,45091061004,+35.0120768,-080.9768143,35.0274407,-80.9688263
36337,Gaffney Country Club,Golf Course,45021970501,+35.0289578,-081.6208610,35.0304301,-81.6299442
36365,Grandview 11Th Hole - Tega Cay,Golf Course,45091061003,+35.0459807,-081.0121273,35.0362249,-81.0146374
36366,Baxter Village Playground,Amusement Park,45091061004,+35.0120768,-080.9768143,35.0365755,-80.9791667
36367,Tega Cay Golf Club,Golf Course,45091061003,+35.0459807,-081.0121273,35.0368868,-81.0214182
36374,North Spartanburg Park,Park and Recreation Area,45083022405,+35.0550885,-081.9892445,35.038396,-82.0061809
36379,Inman Sports Complex,Park and Recreation Area,45083022900,+35.0471492,-082.0859382,35.0391871,-82.098502
36383,Lookout Park,Park and Recreation Area,45091061003,+35.0459807,-081.0121273,35.039527,-81.0109615
36384,Springfield Golf Club,Golf Course,45091061008,+35.0473511,-080.9171559,35.0395408,-80.9112736
36408,College Park,Park and Recreation Area,45021970601,+35.0111132,-081.6599835,35.045505,-81.655636
36413,Mr Putty Fun Park,Amusement Park,45091061003,+35.0459807,-081.0121273,35.045934,-80.9913399
36449,Johnson Farms,Amusement Park,45083022700,+35.0718490,-082.1665305,35.0532447,-82.1422168
36456,Boiling Springs Community Park,Amusement Park,45083022405,+35.0550885,-081.9892445,35.054023,-81.982392
36494,Village Greens Country Club,Golf Course,45083022700,+35.0718490,-082.1665305,35.0591565,-82.127568
36505,Village Greens Golf Club,Golf Course,45083022700,+35.0718490,-082.1665305,35.060659,-82.125609
36546,Thompson Park,Amusement Park,45021970601,+35.0111132,-081.6599835,35.0660109,-81.6560822
36589,Regent Park Playground,Amusement Park,45091061007,+35.0770172,-080.9234531,35.073023,-80.9172876
36590,B & E Game Room,Amusement Park,45021970201,+35.0819573,-081.7015857,35.0730332,-81.6509031
36592,Irene Park,Park and Recreation Area,45021970201,+35.0819573,-081.7015857,35.073247,-81.654913
36593,Cherokee Valley Golf Club,Golf Course,45045004002,+35.1209018,-082.4370760,35.0733477,-82.3824409
36597,Mountainview Par 3 Golf,Golf Course,45083022700,+35.0718490,-082.1665305,35.0739387,-82.1255185
36614,Regent Park Golf Club,Golf Course,45091061007,+35.0770172,-080.9234531,35.0760205,-80.9180048
36617,B & E Associate,Amusement Park,45021970201,+35.0819573,-081.7015857,35.0763491,-81.6488337
36689,Campbell's Covered Bridge,Park and Recreation Area,45045002403,+35.0631886,-082.2691979,35.0857519,-82.2632051
36711,Pleasant Ridge County Park,Park and Recreation Area,45045004002,+35.1209018,-082.4370760,35.088024,-82.480177
36720,Cliffs Club At Mountain Park,Golf Course,45045004002,+35.1209018,-082.4370760,35.089072,-82.4671819
36758,Woodfin Country Club,Golf Course,45083022404,+35.0884832,-081.9881342,35.0938637,-82.0093901
36796,Charlie Brown's Wind-Up,Amusement Park,45091061006,+35.0837032,-080.9455792,35.099115,-80.934028
36802,Woodfin Ridge Golf Club,Golf Course,45083022404,+35.0884832,-081.9881342,35.0996065,-82.0155912
36806,Action Theater,Amusement Park,45091061006,+35.0837032,-080.9455792,35.1002708,-80.9417929
36807,Yo Yo,Amusement Park,45091061006,+35.0837032,-080.9455792,35.1002838,-80.9417029
36810,Southern Star,Amusement Park,45091061006,+35.0837032,-080.9455792,35.1008891,-80.9416317
36811,Lucy's Crabbie Cabbie,Amusement Park,45091061006,+35.0837032,-080.9455792,35.1009697,-80.9387856
36815,Dodgem,Amusement Park,45091061006,+35.0837032,-080.9455792,35.1010766,-80.9419634
36817,Snoopy's Yatch Club,Amusement Park,45091061006,+35.0837032,-080.9455792,35.101164,-80.9392199
36818,Woodstock Whirlybirds,Amusement Park,45091061006,+35.0837032,-080.9455792,35.101327,-80.9389479
36820,Peanuts Pirates,Amusement Park,45091061006,+35.0837032,-080.9455792,35.101702,-80.9390548
36824,Snoopy's Junction,Amusement Park,45091061006,+35.0837032,-080.9455792,35.1018586,-80.9392278
36837,Plaza Pavilion @ Carowinds,Park and Recreation Area,45091061006,+35.0837032,-080.9455792,35.103259,-80.938371
36866,River Hills Country Club,Golf Course,45091061707,+35.1328855,-081.0658123,35.1057289,-81.0544264
36869,Caesars Head State Park,Park and Recreation Area,45045004102,+35.0942506,-082.6016505,35.105965,-82.6266529
36883,Rainbow Lake Pavillion,Park and Recreation Area,45083022404,+35.0884832,-081.9881342,35.1070669,-81.9680852
36903,Lake Bowen,Park and Recreation Area,45083022801,+35.0670185,-082.0543873,35.1099993,-82.0416674
36916,Links Of Tryon Country Club,Golf Course,45083022500,+35.1426719,-082.1528531,35.1110533,-82.2119589
36918,Links O'Tryon,Golf Course,45083022500,+35.1426719,-082.1528531,35.111211,-82.21183
36950,Golf Masters,Golf Course,45091061706,+35.1019001,-081.1082127,35.115541,-81.085884
37021,Cherokee National Golf Course,Golf Course,45021970202,+35.1437371,-081.6698882,35.126853,-81.704751
37044,Kings Mountain State Park,Park and Recreation Area,45091061701,+35.1053531,-081.3302319,35.130468,-81.3547477
37067,Cliffs Valley,Golf Course,45045004002,+35.1209018,-082.4370760,35.1336616,-82.4565008
37090,Cowpens National Battlefield,Park and Recreation Area,45021970100,+35.1031978,-081.7809925,35.136751,-81.818099
37138,Kings Mountain National Military Park,Park and Recreation Area,45091061701,+35.1053531,-081.3302319,35.1428258,-81.3844522
37180,Cliffs at Glassy,Golf Course,45045002404,+35.1367626,-082.2948170,35.147977,-82.33314
37264,Chesnee Country Club,Golf Course,45021970100,+35.1031978,-081.7809925,35.159313,-81.8509012
37378,Brookwood Park,Amusement Park,45083022600,+35.1735263,-082.1860038,35.1765916,-82.1816531
