NCESSCH,LEAID,LEANM05,SCHNAM05,LCITY05,LSTATE05,LATCOD,LONCOD,MLOCALE,ULOCALE,status05,,,
4.50219E+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,J C LYNCH ELEMENTARY SCHOOL,COWARD,SC,33.9743,-79.75119,8,42,1,,,
4.50219E+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,OLANTA ELEMENTARY SCHOOL,OLANTA,SC,33.93769,-79.93389,8,42,1,,,
4.50219E+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,SCRANTON ELEMENTARY SCHOOL,SCRANTON,SC,33.94459,-79.74759,8,41,1,,,
4.50219E+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,RONALD E. MCNAIR MIDDLE,LAKE CITY,SC,33.86809,-79.76764,4,32,1,,,
4.50219E+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,LAKE CITY HIGH SCHOOL,LAKE CITY,SC,33.8899,-79.76486,4,32,1,,,
4.50219E+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,LAKE CITY ELEMENTARY,LAKE CITY,SC,33.89623,-79.76911,4,41,1,,,
4.50222E+11,4502220,FLORENCE COUNTY SCHOOL DISTRICT 04,TIMMONSVILLE HIGH,TIMMONSVILLE,SC,34.12913,-79.94747,8,41,1,,,
4.50222E+11,4502220,FLORENCE COUNTY SCHOOL DISTRICT 04,JOHNSON MIDDLE SCHOOL,TIMMONSVILLE,SC,34.14188,-79.94564,8,41,1,,,
4.50222E+11,4502220,FLORENCE COUNTY SCHOOL DISTRICT 04,BROCKINGTON ELEMENTARY,TIMMONSVILLE,SC,34.13856,-79.94342,8,41,1,,,
4.50225E+11,4502250,FLORENCE COUNTY SCHOOL DISTRICT 05,JOHNSONVILLE ELEMENTARY SCHOOL,JOHNSONVILLE,SC,33.81713,-79.44707,8,42,1,,,
4.50225E+11,4502250,FLORENCE COUNTY SCHOOL DISTRICT 05,JOHNSONVILLE MIDDLE SCHOOL,JOHNSONVILLE,SC,33.80799,-79.44594,8,42,1,,,
4.50225E+11,4502250,FLORENCE COUNTY SCHOOL DISTRICT 05,JOHNSONVILLE HIGH,JOHNSONVILLE,SC,33.81555,-79.44231,8,42,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,ANDREWS ELEMENTARY SCHOOL,ANDREWS,SC,33.50431,-79.52235,6,42,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,BROWN'S FERRY ELEMENTARY,GEORGETOWN,SC,33.49909,-79.36235,6,42,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,PLEASANT HILL ELEMENTARY,HEMINGWAY,SC,33.69657,-79.3607,7,42,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,KENSINGTON ELEMENTARY,GEORGETOWN,SC,33.40036,-79.28771,6,32,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,MARYVILLE ELEMENTARY,GEORGETOWN,SC,33.34222,-79.2932,6,32,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,MCDONALD ROAD ELEMENTARY,GEORGETOWN,SC,33.39612,-79.31935,6,32,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,ROSEMARY MIDDLE,ANDREWS,SC,33.444,-79.57915,6,41,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,PLANTERSVILLE ELEM SCHOOL,GEORGETOWN,SC,33.53172,-79.20642,6,42,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,WACCAMAW ELEMENTARY SCHOOL,PAWLEYS ISLAND,SC,33.44395,-79.13059,7,31,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,SAMPIT ELEMENTARY SCHOOL,GEORGETOWN,SC,33.32963,-79.47278,6,42,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,ANDREWS HIGH SCHOOL,ANDREWS,SC,33.44774,-79.57165,6,32,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,GEORGETOWN HIGH SCHOOL,GEORGETOWN,SC,33.38749,-79.2953,6,32,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,CARVERS BAY HIGH SCHOOL,HEMMINGWAY,SC,33.58267,-79.33026,7,42,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,CARVERS BAY MIDDLE,HEMMINGWAY,SC,33.58265,-79.33027,7,42,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,WACCAMAW MIDDLE SCHOOL,PAWLEYS ISLAND,SC,33.4774,-79.13159,7,31,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,GEORGETOWN MIDDLE,GEORGETOWN,SC,33.37562,-79.28751,6,32,1,,,
4.50228E+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,WACCAMAW HIGH SCHOOL,PAWLEYS ISLAND,SC,33.4539,-79.1458,7,31,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,HERITAGE ELEMENTARY,TRAVELERS REST,SC,34.99653,-82.47457,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,OAK VIEW ELEMENTARY SCHOOL,SIMPSONVILLE,SC,34.82501,-82.23208,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,CHARLES AIKEN ACADEMY CHARTER,BELTON,SC,34.60909,-82.36997,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,CHANDLER CREEK ELEMENTARY SCHOOL,GREER,SC,34.95644,-82.23687,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MAULDIN MIDDLE SCHOOL,SIMPSONVILLE,SC,34.81115,-82.27779,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,RIVERSIDE MIDDLE SCHOOL,GREER,SC,34.91045,-82.24452,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREENVILLE TECHNICAL CHARTER,GREENVILLE,SC,34.83001,-82.37011,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MEYER CENTER,GREENVILLE,SC,34.88073,-82.38719,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,ALEXANDER ELEMENTARY SCHOOL,GREENVILLE,SC,34.85691,-82.44036,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BROOK GLENN ELEMENTARY,TAYLORS,SC,34.9082,-82.31208,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,ARMSTRONG ELEMENTARY SCHOOL,GREENVILLE,SC,34.90938,-82.46092,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,AUGUSTA CIRCLE EL,GREENVILLE,SC,34.82093,-82.39525,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BAKERS CHAPEL ELEMENTARY,GREENVILLE,SC,34.78686,-82.42695,2,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BEREA ELEMENTARY SCHOOL,GREENVILLE,SC,34.87959,-82.45744,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BETHEL ELEMENTARY SCHOOL,SIMPSONVILLE,SC,34.77721,-82.27778,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BLYTHE ACADEMY SCHOOL,GREENVILLE,SC,34.80992,-82.38777,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BRUSHY CREEK ELEMENTARY SCHOOL,TAYLORS,SC,34.89406,-82.2976,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BRYSON ELEMENTARY SCHOOL,SIMPSONVILLE,SC,34.71271,-82.21968,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SUE CLEVELAND ELEMENTARY,PIEDMONT,SC,34.70595,-82.45448,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SARA COLLINS ELEMENTARY SCHOOL,GREENVILLE,SC,34.81512,-82.36492,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,CRESTVIEW ELEMENTARY,GREER,SC,34.95786,-82.22307,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,DUNCAN CHAPEL ELEMENTARY,GREENVILLE,SC,34.90875,-82.42776,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,EAST NORTH STREET ACADEMY,GREENVILLE,SC,34.86065,-82.37207,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,FORK SHOALS ELEMENTARY,PELZER,SC,34.61722,-82.32228,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,FOUNTAIN INN ELEMENTARY,FOUNTAIN INN,SC,34.69029,-82.20946,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,HOLLIS ACADEMY,GREENVILLE,SC,34.83333,-82.42911,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,LAKE FOREST ELEMENTARY SCHOOL,GREENVILLE,SC,34.88169,-82.3454,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MAULDIN ELEMENTARY SCHOOL,MAULDIN,SC,34.77874,-82.30646,4,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MITCHELL ROAD ELEMENTARY,GREENVILLE,SC,34.87668,-82.32193,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MONAVIEW ELEMENTARY,GREENVILLE,SC,34.86636,-82.43639,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MOUNTAIN VIEW ELEMENTARY,TAYLORS,SC,35.02948,-82.35397,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,PARIS ELEMENTARY SCHOOL,GREENVILLE,SC,34.90701,-82.36561,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,PELHAM ROAD ELEMENTARY,GREENVILLE,SC,34.85884,-82.31137,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SIMPSONVILLE ELEMENTARY,SIMPSONVILLE,SC,34.74014,-82.25327,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SKYLAND ELEMENTARY,GREER,SC,35.05009,-82.26154,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SLATER MARIETTA ELEMENTARY,MARIETTA,SC,35.02382,-82.49696,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,STONE ACADEMY,GREENVILLE,SC,34.86507,-82.39749,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SUMMIT DRIVE ELEMENTARY SCHOOL,GREENVILLE,SC,34.87499,-82.38368,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,TAYLORS ELEMENTARY SCHOOL,TAYLORS,SC,34.93116,-82.32735,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,TIGERVILLE EL,TIGERVILLE,SC,35.1122,-82.354,8,42,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WELCOME ELEMENTARY SCHOOL,GREENVILLE,SC,34.81985,-82.44333,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WESTCLIFFE ELEMENTARY,GREENVILLE,SC,34.86515,-82.46635,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WOODLAND ELEMENTARY,GREER,SC,34.92182,-82.23781,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,ELLEN WOODSIDE ELEMENTARY,PELZER,SC,34.66129,-82.39247,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREENBRIER ELEMENTARY,GREENVILLE,SC,34.75771,-82.30084,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GROVE ELEMENTARY SCHOOL,PIEDMONT,SC,34.75961,-82.41355,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BRYSON MIDDLE SCHOOL,SIMPSONVILLE,SC,34.73106,-82.26547,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BEREA HIGH SCHOOL,GREENVILLE,SC,34.87766,-82.46596,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BLUE RIDGE HIGH SCHOOL,GREER,SC,35.04109,-82.28852,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,CAROLINA HIGH SCHOOL,GREENVILLE,SC,34.8123,-82.44706,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,EASTSIDE HIGH SCHOOL,TAYLORS,SC,34.89478,-82.29974,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREENVILLE HIGH SCHOOL,GREENVILLE,SC,34.83995,-82.40702,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREER HIGH SCHOOL,GREER,SC,34.98949,-82.2426,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WADE HAMPTON HIGH SCHOOL,GREENVILLE,SC,34.8858,-82.3579,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,HILLCREST HIGH SCHOOL,SIMPSONVILLE,SC,34.7308,-82.26523,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,J L MANN HIGH SCHOOL,GREENVILLE,SC,34.81297,-82.34723,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MAULDIN HIGH SCHOOL,MAULDIN,SC,34.78999,-82.28792,4,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,RIVERSIDE HIGH SCHOOL,GREER,SC,34.90498,-82.25867,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SOUTHSIDE HIGH SCHOOL,GREENVILLE,SC,34.79705,-82.39366,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,TRAVELERS REST HIGH,TRAVELERS REST,SC,34.95651,-82.44075,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WOODMONT HIGH SCHOOL,PIEDMONT,SC,34.68896,-82.40146,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WASHINGTON CENTER,GREENVILLE,SC,34.84352,-82.43099,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,DONALDSON VOCATIONAL CENTER,GREENVILLE,SC,34.76293,-82.38033,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,J. HARLEY BONDS AVC,TAYLORS,SC,34.95368,-82.30376,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,ENOREE AREA VOCATIONAL CENTER,GREENVILLE,SC,34.91302,-82.44314,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BELL'S CROSSING ELEMENTARY,SIMPSONVILLE,SC,34.78111,-82.21411,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,THE NEVIN CENTER (CHARTER),GREENVILLE,SC,34.85,-82.3752,2,13,3,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,LANGSTON CHARTER MIDDLE SCHOOL,GREENVILLE,SC,34.8296,-82.2438,4,23,3,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,THE FULLER NORMAL ADVANCED TECHNOLOGY,GREENVILEE,SC,,,2,N,7,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,RESTORING THE MINDS MATH AND BUSINESS AC,GREENVILLE,SC,34.7803,-82.3957,4,21,3,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,THOMAS E. KERNS ELEMENTARY SCHOOL,GREENVILLE,SC,,,2,N,7,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BRASHIER MIDDLE COLLEGE (CHARTER),GREENVILLE,SC,,,2,N,7,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GOLDEN STRIP CAREER CENTER,GREENVILLE,SC,34.81219,-82.27751,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,ROBERT E. CASHION ELEMENTARY,GREENVILLE,SC,34.74072,-82.35178,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,CHERRYDALE ELEMENTARY SCHOOL,GREENVILLE,SC,34.88379,-82.41483,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WOHALI ACADEMY (CHARTER),TRAVELERS REST,SC,34.96107,-82.45631,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,PALMETTO CHARTER SCHOOL,GREER,SC,,,N,N,2,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BECK ACADEMY OF LANGUAGE,GREENVILLE,SC,34.8364,-82.36846,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BEREA MIDDLE SCHOOL,GREENVILLE,SC,34.91243,-82.4508,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREENVIEW ELEMENTARY SCHOOL,GREENVILLE,SC,34.80569,-82.42793,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREENVILLE MIDDLE ACADEMY,GREENVILLE,SC,34.85726,-82.36852,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREER MIDDLE SCHOOL,GREER,SC,34.98897,-82.24191,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,HILLCREST MIDDLE SCHOOL,SIMPSONVILLE,SC,34.74664,-82.2593,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,HUGHES MIDDLE SCHOOL,GREENVILLE,SC,34.80737,-82.38743,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,LAKEVIEW MIDDLE SCHOOL,GREENVILLE,SC,34.89138,-82.43644,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,LEAGUE ACADEMY,GREENVILLE,SC,34.87935,-82.36668,2,13,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,NORTHWEST MIDDLE SCHOOL,TRAVELERS REST,SC,34.99713,-82.47609,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,NORTHWOOD MIDDLE SCHOOL,TAYLORS,SC,34.89245,-82.31683,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SEVIER MIDDLE SCHOOL,GREEVILLE,SC,34.90575,-82.36395,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,TANGLEWOOD MIDDLE SCHOOL,GREENVILLE,SC,34.82345,-82.46948,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GATEWAY ELEM,TRAVELERS REST,SC,34.97488,-82.42589,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,OVERBROOK CHILD DEVELOPMENT CENTER,SIMPSONVILLE,SC,34.71452,-82.21594,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,PLAIN ELEMENTARY,SIMPSONVILLE,SC,34.72977,-82.28108,4,23,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WOODMONT MIDDLE,PIEDMONT,SC,34.69257,-82.4059,8,41,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BUENA VISTA ELEMENTARY SCHOOL,GREER,SC,34.88727,-82.26774,4,21,1,,,
4.50231E+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BLUE RIDGE MIDDLE,GREER,SC,35.03243,-82.33789,8,41,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,SPRINGFIELD ELEMENTARY SCHOOL,GREENWOOD,SC,34.1513,-82.17546,6,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,EAST END ELEMENTARY SCHOOL,GREENWOOD,SC,34.19675,-82.13943,6,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,LAKEVIEW ELEMENTARY SCHOOL,GREENWOOD,SC,34.2097,-82.19153,7,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,MATHEWS ELEMENTARY SCHOOL,GREENWOOD,SC,34.1614,-82.14677,6,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,MERRYWOOD ELEMENTARY SCHOOL,GREENWOOD,SC,34.21387,-82.17307,6,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,PINECREST ELEMENTARY SCHOOL,GREENWOOD,SC,34.23215,-82.17723,7,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,HODGES ELEMENTARY SCHOOL,HODGES,SC,34.2885,-82.2285,7,42,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,WOODFIELDS ELEMENTARY SCHOOL,GREENWOOD,SC,34.18494,-82.1376,6,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,EMERALD HIGH SCHOOL,GREENWOOD,SC,34.19383,-82.18809,6,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,NORTHSIDE MIDDLE SCHOOL,GREENWOOD,SC,34.2108,-82.16946,6,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,GREENWOOD HIGH SCHOOL,GREENWOOD,SC,34.23032,-82.17692,7,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,WESTVIEW MIDDLE SCHOOL,GREENWOOD,SC,34.14762,-82.18261,7,41,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,BREWER MIDDLE SCHOOL,GREENWOOD,SC,34.19683,-82.14152,6,32,1,,,
4.50234E+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,OAKLAND ELEMENTARY SCHOOL,GREENWOOD,SC,34.22654,-82.14169,6,32,1,,,
4.50237E+11,4502370,GREENWOOD COUNTY SCHOOL DISTRICT 51,WARE SHOALS ELEMENTARY,WARE SHOALS,SC,34.39646,-82.24978,7,42,1,,,
4.50237E+11,4502370,GREENWOOD COUNTY SCHOOL DISTRICT 51,WARE SHOALS PRIMARY,WARE SHOALS,SC,34.42134,-82.21815,7,42,1,,,
4.50237E+11,4502370,GREENWOOD COUNTY SCHOOL DISTRICT 51,WARE SHOALS HIGH,WARE SHOALS,SC,34.3933,-82.2408,7,42,1,,,
4.5024E+11,4502400,GREENWOOD COUNTY SCHOOL DISTRICT 52,NINETY SIX ELEMENTARY SCHOOL,NINETY SIX,SC,34.17316,-82.02441,7,42,1,,,
4.5024E+11,4502400,GREENWOOD COUNTY SCHOOL DISTRICT 52,EDGEWOOD MIDDLE SCHOOL,NINETY SIX,SC,34.1802,-82.02029,7,42,1,,,
4.5024E+11,4502400,GREENWOOD COUNTY SCHOOL DISTRICT 52,NINETY SIX HIGH SCHOOL,NINETY SIX,SC,34.16411,-82.02008,7,42,1,,,
4.5024E+11,4502400,GREENWOOD COUNTY SCHOOL DISTRICT 52,NINETY SIX PRIMARY,NINETY,SC,34.16327,-82.01543,7,42,1,,,
4.50243E+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,BRUNSON ELEMENTARY,BRUNSON,SC,32.92374,-81.18744,7,42,1,,,
4.50243E+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,HAMPTON ELEMENTARY,HAMPTON,SC,32.8846,-81.1097,6,33,1,,,
4.50243E+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,VARNVILLE PRIMARY SCHOOL,VARNVILLE,SC,32.85575,-81.08378,7,33,1,,,
4.50243E+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,FENNELL ELEMENTARY,YEMASSEE,SC,32.69278,-80.85547,7,43,1,,,
4.50243E+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,NORTH DISTRICT MIDDLE SCHOOL,VARNVILLE,SC,32.86111,-81.07656,7,41,1,,,
4.50243E+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,WADE HAMPTON HIGH SCHOOL,VARNVILLE,SC,32.85944,-81.08755,7,33,1,,,
4.50243E+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,BEN HAZEL PRIMARY SCHOOL,HAMPTON,SC,32.87988,-81.12111,6,33,1,,,
4.50246E+11,4502460,HAMPTON COUNTY SCHOOL DISTRICT 02,ESTILL ELEMENTARY,ESTILL,SC,32.75489,-81.23539,7,33,1,,,
4.50246E+11,4502460,HAMPTON COUNTY SCHOOL DISTRICT 02,ESTILL MIDDLE SCHOOL,ESTILL,SC,32.75351,-81.23037,7,33,1,,,
4.50246E+11,4502460,HAMPTON COUNTY SCHOOL DISTRICT 02,ESTILL HIGH SCHOOL,ESTILL,SC,32.71764,-81.24228,7,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CAROLINA FOREST ELEMENTARY,MYRTLE BEACH,SC,33.75782,-78.96673,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,SEASIDE ELEMENTARY SCHOOL,GARDEN CITY,SC,33.5955,-79.0007,4,22,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,FORESTBROOK MIDDLE SCHOOL,MYRTLE BEACH,SC,33.71831,-78.98283,2,41,1,,,
