NCESSCH,LEAID,LEANM05,SCHNAM05,LCITY05,LSTATE05,LATCOD,LONCOD,MLOCALE,ULOCALE,status05,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BROAD RIVER ELEMENTARY SCHOOL,BEAUFORT,SC,32.42086,-80.75516,6,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,JAMES J DAVIS ELEMENTARY,DALE,SC,32.55627,-80.71181,7,42,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,DAUFUSKIE ISLAND ELEMENTARY,DAUFUSKIE ISLAND,SC,32.10484,-80.89293,7,42,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD ELEMENTARY SCHOOL,HILTON HEAD IS,SC,,,N,N,2,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,LADYS ISLAND ELEMENTARY,BEAUFORT,SC,32.39264,-80.62821,7,41,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,MOSSY OAKS ELEMENTARY,BEAUFORT,SC,32.40071,-80.69272,6,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,PORT ROYAL ELEMENTARY,PORT ROYAL,SC,32.37835,-80.69159,6,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,MICHAEL C. RILEY ELEMENTARY,BLUFFTON,SC,32.23157,-80.857,7,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,SHELL POINT ELEMENTARY SCHOOL,BEAUFORT,SC,32.38657,-80.74291,6,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,ST HELENA ELEMENTARY SCHOOL,ST. HELENA IS.,SC,32.40022,-80.56113,7,42,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BEAUFORT HIGH,BEAUFORT,SC,32.4008,-80.69128,6,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BATTERY CREEK HIGH SCHOOL,BEAUFORT,SC,32.4317,-80.74225,6,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,ROBERT SMALL TOWNS MIDDLE,BURTON,SC,32.4259,-80.73601,7,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,COOSA ELEMENTARY SCHOOL,BEAUFORT,SC,32.47415,-80.64674,6,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,WHALE BRANCH ELEMENTARY,SEABROOK,SC,32.53182,-80.74508,7,41,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BLUFFTON ELEMENTARY,BLUFFTON,SC,32.23373,-80.90369,7,41,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,H. E. MCCRACKEN MIDDLE SCHOOL,HILTON HEAD,SC,32.21723,-80.7312,5,31,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,WHALE BRANCH MIDDLE SCHOOL,BURTON,SC,32.4259,-80.73601,6,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BEAUFORT MIDDLE SCHOOL,BEAUFORT,SC,32.4008,-80.69128,6,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,OKATIE ELEMENTARY SCHOOL,BLUFFTON,SC,32.35227,-80.92296,7,42,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD EARLY CHILDHOOD CENTER,HILTON HEAD,SC,32.2097,-80.7286,5,31,3,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD SCHOOL FOR THE CREATIVE ARTS,HILTON HEAD,SC,32.2161,-80.7321,5,31,3,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD INTERNATIONAL BACCALAUREATE,HILTON HEAD,SC,32.219,-80.7338,5,31,3,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BLUFFTON HIGH SCHOOL,BLUFFTON,SC,32.2389,-80.9619,7,42,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD HIGH SCHOOL,HILTON HEAD,SC,32.2159,-80.73216,5,31,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,LADY'S ISLAND MIDDLE SCHOOL,BEAUFORT,SC,32.41197,-80.64402,7,32,1,,,
4.50111E+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD MIDDLE SCHOOL,HILTON HEAD,SC,32.21723,-80.7312,5,31,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,SEDGEFIELD INTERMEDIATE,GOOSE CREEK,SC,32.97632,-80.01424,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,DEVON FOREST ELEMENTARY,GOOSE CREEK,SC,33.03933,-80.07549,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,BERKELEY INTERMEDIATE SCHOOL,MONCKS CORNER,SC,33.1936,-79.97205,8,41,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,BERKELEY ELEMENTARY,MONCKS CORNER,SC,33.20624,-80.05493,8,41,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,BOULDER BLUFF ELEMENTARY,GOOSE CREEK,SC,33.02466,-80.02993,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,CAINHOY ELEMENTARY/MIDDLE SCHOOL,HUGER,SC,33.02127,-79.85349,8,42,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,CROSS ELEMENTARY,CROSS,SC,33.30167,-80.16629,8,42,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,COLLEGE PARK ELEMENTARY,LADSON,SC,33.0147,-80.0914,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,TIMBERLAND HIGH SCHOOL,ST. STEPHEN,SC,33.32795,-79.90248,8,42,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,J K GOURDIN ELEMENTARY SCHOOL,ST STEPHEN,SC,33.42545,-79.98979,8,42,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,HENRY E BONNER ELEMENTARY,MONCKS CORNER,SC,33.26709,-79.89726,4,42,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,ST STEPHEN ELEMENTARY,ST STEPHEN,SC,33.39986,-79.92862,8,42,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,WHITESVILLE ELEMENTARY SCHOOL,MONCKS CORNER,SC,33.15226,-80.05083,8,41,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,WESTVIEW ELEMENTARY SCHOOL,GOOSE CREEK,SC,33.0034,-80.0456,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,HANAHAN MIDDLE SCHOOL,HANAHAN,SC,32.90914,-79.99532,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,SEDGEFIELD MIDDLE SCHOOL,GOOSE CREEK,SC,32.97955,-80.01116,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,ST STEPHEN MIDDLE,ST STEPHEN,SC,33.40611,-79.93281,8,42,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,COLLEGE PARK MIDDLE SCHOOL,LADSON,SC,33.0236,-80.08937,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,BERKELEY HIGH SCHOOL,MONCKS CORNER,SC,33.20179,-80.03026,8,41,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,CROSS HIGH SCHOOL,CROSS,SC,33.35239,-80.16434,8,42,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,GOOSE CREEK HIGH SCHOOL,GOOSE CREEK,SC,32.97212,-80.01733,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,HANAHAN HIGH,HANAHAN,SC,32.91467,-80.00541,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,HANAHAN ELEMENTARY SCHOOL,HANAHAN,SC,32.93659,-80.02998,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,WESTVIEW PRIMARY,GOOSE CREEK,SC,33.00342,-80.04555,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,GOOSE CREEK PRIMARY SCHOOL,GOOSE CREEK,SC,32.97214,-80.03095,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,MARRINGTON MIDDLE SCHOOL,GOOSE CREEK,SC,32.96802,-79.97715,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,HOWE HALL AIMS SCHOOL,GOOSE CREEK,SC,32.97945,-80.02846,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,MARRINGTON ELEMENTARY SCHOOL,GOOSE CREEK,SC,32.96793,-79.97695,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,SANGAREE MIDDLE SCHOOL,LADSON,SC,33.0255,-80.11037,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,BERKELEY MIDDLE SCHOOL,MONCKS CORNER,SC,33.20069,-79.99687,4,31,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,MACEDONIA MIDDLE SCHOOL,MONCKS CORNER,SC,33.26614,-79.89585,4,42,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,SANGAREE ELEMENTARY,SUMMERVILLE,SC,33.0348,-80.10943,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,WESTVIEW MIDDLE SCHOOL,GOOSE CREEK,SC,33.00397,-80.04312,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,STRATFORD HIGH,GOOSE CREEK,SC,33.01505,-80.08462,4,21,1,,,
4.50117E+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,SANGAREE INTERMEDIATE,SUMMERVILLE,SC,33.03359,-80.11001,4,21,1,,,
4.50125E+11,4501250,CALHOUN COUNTY SCHOOL DISTRICT,GUINYARD ELEMENTARY,ST MATTHEWS,SC,33.66974,-80.78717,8,42,1,,,
4.50125E+11,4501250,CALHOUN COUNTY SCHOOL DISTRICT,JOHN FORD MIDDLE,ST MATTHEWS,SC,33.67014,-80.77972,8,42,1,,,
4.50125E+11,4501250,CALHOUN COUNTY SCHOOL DISTRICT,CALHOUN COUNTY HIGH SCHOOL,ST. MATTHEWS,SC,33.6605,-80.79,8,42,1,,,
4.50125E+11,4501250,CALHOUN COUNTY SCHOOL DISTRICT,SANDY RUN ELEMENTARY SCHOOL,SWANSEA,SC,33.97541,-81.07304,8,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHARLESTON SCHOOL OF ARTS,NO. CHARLESTON,SC,32.88986,-79.99965,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ACADEMIC MAGNET HIGH SCHOOL,NO. CHARLESTON,SC,32.85776,-79.96408,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,BRENTWOOD MIDDLE SCHOOL,CHARLESTON HGTS,SC,32.85944,-80.00592,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHICORA ELEMENTARY SCHOOL,NO. CHARLESTON,SC,32.85548,-79.96938,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WILMOT FRASER ELEMENTARY,CHARLESTON,SC,32.79662,-79.93443,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,A C CORCORAN ELEMENTARY SCHOOL,N. CHARLESTON,SC,32.96057,-80.05966,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,EDMUND A BURNS ELEMENTARY,CHARLESTON HGTS,SC,32.85348,-79.99158,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JANE EDWARDS ELEMENTARY SCHOOL,EDISTO ISLAND,SC,32.58037,-80.29995,8,42,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MARY FORD ELEMENTARY,CHARLESTON HGTS,SC,32.84646,-79.97713,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,W B GOODWIN ELEMENTARY,NO. CHARLESTON,SC,32.86069,-80.04701,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MINNIE HUGHES ELEMENTARY,YONGES ISLAND,SC,32.6995,-80.37493,8,42,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,HUNLEY PARK ELEMENTARY,NO. CHARLESTON,SC,32.89294,-80.07828,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,LADSON ELEMENTARY,LADSON,SC,32.98689,-80.10313,8,41,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,LAMBS ELEMENTARY SCHOOL,N CHARLESTON,SC,32.88475,-80.06647,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MEMMINGER ELEMENTARY,CHARLESTON,SC,32.78072,-79.93505,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MIDLAND PARK ELEMENTARY SCHOOL,NO. CHARLESTON,SC,32.92068,-80.0412,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,E B ELLINGTON ELEMENTARY,RAVENEL,SC,32.7705,-80.21254,8,42,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MITCHELL ELEMENTARY SCHOOL,CHARLESTON,SC,32.79479,-79.94815,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JENNIE MOORE ELEMENTARY SCHOOL,MT PLEASANT,SC,32.85028,-79.79869,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MORNINGSIDE MIDDLE SCHOOL,NO CHARLESTON,SC,32.87754,-80.00292,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MT PLEASANT ACADEMY,MT PLEASANT,SC,32.78197,-79.86274,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MURRAY LASAINE ELEMENTARY,CHARLESTON,SC,32.74256,-79.98454,4,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,NORTH CHARLESTON ELEMENTARY,NO CHARLESTON,SC,32.88471,-79.98206,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,OAKLAND ELEMENTARY SCHOOL,CHARLESTON,SC,32.7883,-80.0353,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ORANGE GROVE ELEMENTARY SCHOOL,CHARLESTON,SC,32.81878,-79.99868,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MALCOLM C. HURSEY ELEMENTARY,N CHARLESTON,SC,32.87594,-79.99126,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MATILDA F. DUNSTON ELEMENTARY,N CHARLESTON,SC,32.90011,-80.00976,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,EDITH L FRIERSON ELEMENTARY,WADAMALAW ISL,SC,32.63682,-80.18664,8,42,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CLYDE SANDERS ELEMENTARY,CHARLESTON,SC,32.80096,-79.93706,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,PEPPERHILL ELEMENTARY SCHOOL,NO CHARLESTON,SC,32.93815,-80.07441,8,41,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JAMES SIMONS ELEMENTARY,CHARLESTON,SC,32.80076,-79.94921,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,SPRINGFIELD ELEMENTARY,CHARLESTON,SC,32.83659,-80.0586,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ST ANDREWS SCHOOL OF MATH AND SCIENCE,CHARLESTON,SC,32.7774,-79.98098,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ANGEL OAK ELEMENTARY,JOHNS ISLAND,SC,32.72439,-80.10232,8,42,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,STILES POINT ELEMENTARY,CHARLESTON,SC,32.73699,-79.92687,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,STONO PARK ELEMENTARY,CHARLESTON,SC,32.78024,-80.01564,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,SULLIVANS ISLAND EL,SULLIVANS IS,SC,32.76017,-79.84067,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WHITESIDE MAMIE ELEMENTARY,MT PLEASANT,SC,32.79721,-79.85212,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHARLESTOWNE ACADEMY,NO. CHARLESTON,SC,32.8566,-79.9824,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHARLESTON PROGRESSIVE SCHOOL,CHARLESTON,SC,32.79985,-79.94128,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,C E WILLIAMS MIDDLE FOR CREATIVE & SCIEN,CHARLESTON,SC,32.79735,-80.07493,2,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,BAPTIST HILL HIGH,YONGES ISLAND,SC,32.7275,-80.26089,8,42,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,NORTH CHARLESTON HIGH SCHOOL,NO. CHARLESTON,SC,32.88151,-79.97843,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,GARRETT SCHOOL OF TECHNOLOGY,NO. CHARLESTON,SC,32.86178,-80.0021,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,LINCOLN HIGH SCHOOL,MCCLELLANVILLE,SC,33.09179,-79.45705,8,42,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WANDO HIGH SCHOOL,MT PLEASANT,SC,32.8247,-79.84788,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ST JOHN'S HIGH,JOHN'S ISLAND,SC,32.72401,-80.09324,8,41,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,R B STALL HIGH SCHOOL,NO. CHARLESTON,SC,32.94114,-80.05614,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHARLES PINCKNEY ELEMENTARY,MT. PLEASANT,SC,32.87692,-79.77801,8,41,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,THOMAS C. CARIO MIDDLE SCHOOL,MOUNT PLEASANT,SC,32.87895,-79.78028,8,41,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WEST ASHLEY HIGH,CHARLESTON,SC,32.81195,-80.05186,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WEST ASHLEY INTERMEDIATE,CHARLESTON,SC,32.79037,-80.02001,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WEST ASHLEY MIDDLE,CHARLESTON,SC,32.81289,-80.02571,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JAMES ISLAND ELEMENTARY SCHOOL,CHARLESTON,SC,32.71003,-79.97328,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,SEPTIMA CLARK CORPORATE ACADEMY,CHARLESTON,SC,32.70653,-79.97668,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHARLESTON DEVELOPMENT ACADEMY,CHARLESTON,SC,32.79037,-79.95413,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,EAST COOPER MONTESSORI CHARTER SCHOOL,MOUNT PLEASANT,SC,32.79473,-79.86818,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,YOUTHBUILD CHARLESTON CENTER,NORTH CHARLESTON,SC,32.93334,-80.0618,2,41,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,LAUREL HILL PRIMARY,MT. PLEASANT,SC,32.8746,-79.7798,4,41,3,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,SUSAN G. BOYKIN ACADEMY,N. CHARLESTON,SC,32.8831,-80.0083,2,13,3,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,DRAYTON HALL ELEMENTARY SCHOOL,CHARLESTON,SC,32.89816,-80.13933,8,41,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JAMES ISLAND CHARTER HIGH SCHOOL,CHARLESTON,SC,32.7304,-79.93342,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ALICE BIRNEY MIDDLE SCHOOL,CHARLESTON,SC,32.94113,-80.05593,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,C C BLANEY ELEMENTARY,YONGES ISLAND,SC,32.728237,-80.288639,4,42,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,HARBOR VIEW ELEMENTARY,CHARLESTON,SC,32.75564,-79.9691,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,HAUT GAP MIDDLE,JOHNS ISLAND,SC,32.71958,-80.07845,8,41,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JAMES ISLAND MIDDLE SCHOOL,CHARLESTON,SC,32.7321,-79.96137,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,LAING MIDDLE SCHOOL,MT PLEASANT,SC,32.8422,-79.81627,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MOULTRIE MIDDLE SCHOOL,MT PLEASANT,SC,32.79101,-79.87386,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,R D SCHRODER MIDDLE SCHOOL,YONGES ISLAND,SC,32.72747,-80.29313,8,42,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,M R RIVERS MIDDLE,CHARLESTON,SC,,,N,N,2,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,BURKE HIGH,CHARLESTON,SC,32.79248,-79.95274,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JAMES B EDWARDS ELEMENTARY,MT PLEASANT,SC,32.82039,-79.85376,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MILITARY MAGNET ACADEMY,N. CHARLESTON,SC,32.84923,-79.96824,2,13,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ST JAMES-SANTEE ELEMENTARY,MCCLELLANVILLE,SC,33.06014,-79.53954,8,42,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,FORT JOHNSON MIDDLE,JAMES ISLAND,SC,32.73484,-79.97361,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ASHLEY RIVER CREATIVE ARTS,CHARLESTON,SC,32.80128,-80.02193,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,BUIST ACADEMY,CHARLESTON,SC,32.78707,-79.93281,2,12,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MT. ZION ELEMENTARY,JOHNS ISLAND,SC,32.67617,-80.04565,8,41,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,BELLE HALL ELEMENTARY,MT. PLEASANT,SC,32.84725,-79.8547,4,21,1,,,
4.50144E+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MCCLELLANVILLE MIDDLE,MCCLELLEANVILLE,SC,33.08851,-79.46161,8,42,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,ALMA ELEMENTARY,GAFFNEY,SC,35.08123,-81.60962,7,41,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,BLACKSBURG MIDDLE SCHOOL,BLACKSBURG,SC,35.11352,-81.51661,7,42,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,CORINTH ELEMENTARY SCHOOL,GAFFNEY,SC,35.00983,-81.64705,7,41,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,DRAYTONVILLE ELEMENTARY SCHOOL,GAFFNEY,SC,35.01658,-81.5774,7,42,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,MARY BRAMLETT ELEMENTARY,GAFFNEY,SC,35.07514,-81.63752,6,31,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,GOUCHER ELEMENTARY,GAFFNEY,SC,34.989,-81.71589,7,41,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,B D LEE ELEMENTARY,GAFFNEY,SC,35.07864,-81.66162,6,31,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,LUTHER VAUGHAN ELEMENTARY,GAFFNEY,SC,35.10105,-81.63879,7,31,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,BLACKSBURG HIGH SCHOOL,BLACKSBURG,SC,35.11513,-81.51351,7,42,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,JOHN E. EWING MIDDLE SCHOOL,GAFFNEY,SC,35.05556,-81.62937,6,31,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,GAFFNEY SENIOR HIGH,GAFFNEY,SC,35.06774,-81.6422,6,31,1,,,
