﻿wkt_geom,OBJECTID,STCTYFIPS,NAME,FEATTYPE,MNFC,TEXTLENGTH
Point (-80.05767120000001569 34.402651800000001),34237,45031,Hartsville Amusement Co,Amusement Park,9902,23
Point (-80.33601379999998926 34.41278299999999035),34316,45055,Bethune Country Club,Golf Course,9911,20
Point (-79.38800870000000032 34.41366779999998471),34322,45033,Dillon County Recreation Park,Park and Recreation Area,9362,29
Point (-79.38848899999999276 34.41853700000001481),34359,45033,Dillon County,Amusement Park,9902,13
Point (-82.82571899999999232 34.42296529999998711),34392,45007,Sadlers Creek State Park,Park and Recreation Area,9362,24
Point (-82.13175560000001951 34.42411270000002332),34400,45059,Ekom Beach,Beach,9357,10
Point (-81.28046399999999494 34.42472600000002103),34406,45039,Beach Road Park,Park and Recreation Area,9362,15
Point (-80.86017190000001165 34.43323420000001533),34451,45039,Lake Wateree State Park,Park and Recreation Area,9362,23
Point (-82.80968000000001439 34.45174600000001419),34544,45007,Stone Creek Cove Golfcourse,Golf Course,9911,27
Point (-82.81147140000001627 34.45216040000002522),34548,45007,Stone Creek Cove Golf Course,Golf Course,9911,28
Point (-82.58107330000001411 34.45913630000001149),34570,45007,Pine Lake Golf Club,Golf Course,9911,19
Point (-79.3448875000000271 34.46347059999999374),34584,45033,Twin Lakes Country Club,Golf Course,9911,23
Point (-80.9064354999999864 34.46811389999999165),34595,45039,Space Walk of Lake Wateree,Amusement Park,9902,26
Point (-80.14941870000001245 34.47474649999998064),34612,45025,Sandy Point Country Club,Golf Course,9911,24
Point (-81.95555660000002263 34.4870351999999798),34634,45059,Lakeside Country Club,Golf Course,9911,21
Point (-82.92204659999998739 34.49708249999997633),34660,45007,Pontoon & Jet Ski Rental,Park and Recreation Area,9362,24
Point (-81.99078880000001845 34.49847399999998743),34663,45059,Jamie Pennell Memorial Park,Park and Recreation Area,9362,27
Point (-82.00872470000001613 34.49930610000001252),34666,45059,Little River Park,Park and Recreation Area,9362,17
Point (-82.67569900000000871 34.49948269999998729),34667,45007,Anderson Country Club,Golf Course,9911,21
Point (-82.64979210000001331 34.50411250000001928),34679,45007,Carolina Wren Park,Park and Recreation Area,9362,18
Point (-81.60828570000001037 34.50667449999997416),34683,45071,Whitmire Golf Club,Golf Course,9911,18
Point (-82.48096800000001849 34.51448699999997416),34709,45007,Burton Entertainment Center,Amusement Park,9902,27
Point (-82.64550350000001799 34.51878820000001724),34723,45007,Caters Lake Park,Park and Recreation Area,9362,16
Point (-82.47808680000002823 34.52254690000000892),34728,45007,Mount Haynie Park,Park and Recreation Area,9362,17
Point (-80.59405709999998635 34.53537469999997711),34756,45057,Kershaw Country Club,Golf Course,9911,20
Point (-82.68167640000001484 34.53760089999997263),34763,45007,Anderson County Fair,Amusement Park,9902,20
Point (-82.68428049999999985 34.53774340000001075),34765,45007,Kid Venture Playground,Amusement Park,9902,22
Point (-82.68415970000000925 34.53828590000000531),34767,45007,Civic Center Park,Amusement Park,9902,17
Point (-82.67118770000001859 34.53913669999997182),34769,45007,Tiki's Mini Golf,Amusement Park,9902,16
Point (-82.68292589999998654 34.54067650000001777),34774,45007,Anderson Sports & Entertainment Complex,Amusement Park,9902,39
Point (-82.68158360000001039 34.5409561000000167),34775,45007,Anderson Sports and Entertainment Center,Park and Recreation Area,9362,40
Point (-82.60037199999999302 34.54152900000002546),34779,45007,Cobb's Glen Country Club,Golf Course,9911,24
Point (-82.49217459999999846 34.54197499999997945),34781,45007,Leda Poore Park,Park and Recreation Area,9362,15
Point (-83.06340860000000248 34.5428574000000026),34785,45073,The Trail at Chickasaw Pointe,Golf Course,9911,29
Point (-83.08267410000001973 34.54288189999999759),34786,45073,Chickasaw Country Club,Golf Course,9911,22
Point (-82.62880250000000615 34.54516589999997223),34791,45007,AnMed Fitness Track,Park and Recreation Area,9362,19
Point (-80.08800320000000283 34.55129319999997506),34805,45025,Sand Hills State Forest,Park and Recreation Area,9362,23
Point (-82.68537340000000313 34.55495409999997491),34813,45007,Toadily Fun,Amusement Park,9902,11
Point (-80.57952030000001287 34.55628969999997935),34817,45057,Kershaw Recreation Department,Amusement Park,9902,29
Point (-81.60549580000002834 34.56217709999998533),34824,45087,Sumter National Forest,Park and Recreation Area,9362,22
Point (-79.92855259999998907 34.56415829999997413),34829,45025,H Cooper Black Jr Memorial Field Trial and Recreation Area,Park and Recreation Area,9362,58
Point (-80.92105650000002015 34.57035230000002457),34843,45023,Republic Golf Course and Club,Golf Course,9911,29
Point (-82.68522460000002638 34.57092369999998027),34845,45007,Darwin Wright Recreation Area,Beach,9357,29
Point (-82.6854460000000131 34.57191890000001422),34849,45007,Darwin Wright Park Boat Landing,Amusement Park,9902,31
Point (-82.6925200000000018 34.57779599999997799),34875,45007,Draw Co,Amusement Park,9902,7
Point (-80.23266100000000733 34.57888400000001639),34878,45025,Carolina Sandhills National Wildlife Refuge Wildlife Drive,Park and Recreation Area,9362,58
Point (-82.72390710000001945 34.5813736999999719),34882,45007,Denver Downs Farm,Amusement Park,9902,17
Point (-80.42211300000002439 34.58475229999999101),34888,45055,Bermuda Run Golf Club,Golf Course,9911,21
Point (-82.54095699999999169 34.58582469999998921),34890,45007,Firelake,Amusement Park,9902,8
Point (-83.08301599999998643 34.58600100000001021),34891,45073,Fox Wood Hills Golf Course,Golf Course,9911,26
Point (-79.57466870000001791 34.59102289999998447),34901,45069,Clio Country Club,Golf Course,9911,17
Point (-81.85245750000001408 34.5911418000000026),34902,45059,Musgrove Mill State Historic Site,Park and Recreation Area,9362,33
Point (-81.84266009999998914 34.59236900000001924),34904,45059,Musgrove Mill Golf Club,Golf Course,9911,23
Point (-82.54624580000000833 34.60046099999999569),34918,45007,Best Amusement,Amusement Park,9902,14
Point (-82.94982410000000073 34.60338100000001305),34926,45073,Land's End,Beach,9357,10
Point (-81.66295569999999771 34.60557360000001381),34936,45087,Rose Hill Plantation State Historic Site,Park and Recreation Area,9362,40
Point (-82.77634890000001633 34.6135009999999852),34952,45007,Boscobel Golf and Country Club,Golf Course,9911,30
Point (-82.30204570000000786 34.61619639999997844),34957,45045,Cedar Falls Park Playground,Amusement Park,9902,27
Point (-82.47970900000001393 34.61753970000000891),34959,45007,Mineral Spring Park,Park and Recreation Area,9362,19
Point (-82.47885300000001507 34.61786339999997608),34962,45007,Williamston Park,Park and Recreation Area,9362,16
Point (-82.51676450000002205 34.62234810000001062),34971,45007,Saluda Valley Country Club,Golf Course,9911,26
Point (-82.62172870000000557 34.62314539999999852),34974,45007,Brookstone Meadows Golf Course,Golf Course,9911,30
Point (-82.46955619999999954 34.62940520000000788),34987,45007,Mineral Spring Park,Park and Recreation Area,9362,19
Point (-79.69069700000000012 34.63084340000000338),34990,45069,Marlboro Country Club,Golf Course,9911,21
Point (-79.69229999999998881 34.63170000000002346),34993,45069,Marlboro County,Amusement Park,9902,15
Point (-80.86739790000001449 34.63750840000000153),35008,45057,Edgewater Golf Club,Golf Course,9911,19
Point (-79.90054020000002311 34.64079249999997501),35017,45025,Cheraw State Park,Park and Recreation Area,9362,17
Point (-79.90785610000000361 34.64133859999998322),35019,45025,Cheraw State Park Golf Course,Golf Course,9911,29
Point (-82.77294560000001411 34.64174769999999626),35021,45007,Veterans Park,Park and Recreation Area,9362,13
Point (-82.77216640000000325 34.64407280000000355),35027,45007,Veterans Park,Park and Recreation Area,9362,13
Point (-82.75784700000002658 34.64803299999999808),35035,45007,Woodhaven Golf Club,Golf Course,9911,19
Point (-79.89313700000002427 34.65041179999997212),35048,45025,Cheraw Country Club,Golf Course,9911,19
Point (-82.97507039999999279 34.65289360000002716),35054,45073,Cross Creek Plantation,Golf Course,9911,22
Point (-82.84332920000002787 34.66578590000000304),35082,45077,The Walker Golf Course at Clemson University,Golf Course,9911,44
Point (-82.8419983000000002 34.6666199000000006),35084,45077,The Walker Course,Golf Course,9911,17
Point (-82.82061970000000883 34.67264030000001185),35099,45077,South Carolina Botanical Gardens,Park and Recreation Area,9362,32
Point (-82.85446200000001227 34.67729200000002265),35113,45077,East Beach,Beach,9357,10
Point (-80.77224699999999302 34.68159900000000562),35123,45057,Parkridge Amusement,Amusement Park,9902,19
Point (-82.94971190000001116 34.6824839999999881),35128,45073,Walnut Street Park,Park and Recreation Area,9362,18
Point (-82.81739870000001247 34.68314609999998765),35129,45077,Gateway Park,Park and Recreation Area,9362,12
Point (-82.85986350000001721 34.68321819999999889),35130,45073,The Beach At Clemson,Beach,9357,20
Point (-81.24520100000000866 34.6836814999999774),35131,45023,Chester State Park,Park and Recreation Area,9362,18
Point (-80.78648900000001731 34.68394100000000435),35132,45057,Lancaster Golf Club,Golf Course,9911,19
Point (-82.86083630000001676 34.6840733999999884),35133,45073,Campus Beach And Recreation Area,Beach,9357,32
Point (-83.01159599999999728 34.68680799999998499),35147,45073,Oconee Country Club,Golf Course,9911,19
Point (-82.83726949999999078 34.69104829999997719),35165,45077,Larry W. Abernathy Water Front Park,Park and Recreation Area,9362,35
Point (-81.69832600000000866 34.69299969999997302),35169,45087,Riverchase Golf Club,Golf Course,9911,20
Point (-82.788790199999994 34.69599610000000212),35183,45077,Chimney Ridge,Amusement Park,9902,13
Point (-79.91858619999999291 34.69988599999999224),35212,45025,Arrowhead Park,Park and Recreation Area,9362,14
Point (-82.83341350000000602 34.70323039999999537),35233,45077,Twelve Mile Recreation Area,Beach,9357,27
Point (-82.29384229999999434 34.70418790000002218),35235,45045,Park @ Neely Farm,Amusement Park,9902,17
Point (-82.79443750000001501 34.70617850000002136),35239,45077,Central Beach Bingo,Amusement Park,9902,19
Point (-82.83356620000000703 34.70671420000002172),35241,45077,Hartwell Lake,Beach,9357,13
Point (-82.96632360000000972 34.71311389999999619),35273,45073,South Cove County Park,Park and Recreation Area,9362,22
Point (-81.13868039999999837 34.71812499999998636),35289,45023,Chester Golf Club,Golf Course,9911,17
Point (-83.01771780000001399 34.7232185999999956),35315,45073,Blue Ridge Golf Center,Golf Course,9911,22
Point (-80.41340250000001788 34.7250515000000064),35320,45025,White Plains Country Club,Golf Course,9911,25
Point (-81.61235659999999825 34.72540570000001026),35323,45087,Foster Park - Veterans Park,Park and Recreation Area,9362,27
Point (-82.49571090000000595 34.72713299999998071),35327,45007,Madworld Escape,Amusement Park,9902,15
Point (-82.42875930000002427 34.72982650000000149),35335,45045,Lakeview Golf Club,Golf Course,9911,18
Point (-82.25468260000002374 34.7318791999999803),35344,45045,Simpsonville Veterans Memorial,Park and Recreation Area,9362,30
Point (-82.18744770000000699 34.73456790000000183),35352,45045,Carolina Springs Golf Club,Golf Course,9911,26
Point (-82.18737229999999272 34.73457780000001094),35353,45045,Carolina Country Club,Golf Course,9911,21
Point (-82.03395499999999174 34.73867100000001074),35375,45083,McKinney Park,Park and Recreation Area,9362,13
Point (-82.20569710000000896 34.73969379999999774),35380,45045,Fox Run Country Club,Golf Course,9911,20
Point (-82.53895790000001398 34.74067659999997204),35386,45007,Southern Oaks Golf Course,Golf Course,9911,25
Point (-82.12840019999998731 34.74093620000002147),35387,45059,Carl Gibson Amusement,Amusement Park,9902,21
Point (-82.3027630000000272 34.74276800000001231),35397,45045,Discovery Island,Amusement Park,9902,16
Point (-82.30239100000000008 34.74321600000001808),35399,45045,Southside Park,Park and Recreation Area,9362,14
Point (-82.32376360000000659 34.74393930000002229),35402,45045,Hejaz Golf Club,Golf Course,9911,15
Point (-82.32368930000001228 34.74428710000000819),35404,45045,Hejaz Shrine Country Club,Golf Course,9911,25
Point (-82.35337690000000066 34.74713719999999739),35417,45045,Bonnie Brae Golf Club,Golf Course,9911,21
Point (-82.35337809999998626 34.74751579999997375),35418,45045,Bonnie Brae Golf Club,Golf Course,9911,21
Point (-82.24279400000000351 34.75236760000001368),35440,45045,Timber Walk Park,Amusement Park,9902,16
Point (-80.07837860000000774 34.75605890000002773),35451,45025,Green River Country Club,Golf Course,9911,24
Point (-82.43161980000002131 34.76271430000002738),35466,45045,Best Amusement,Amusement Park,9902,14
Point (-82.47472190000002001 34.76427360000002409),35472,45007,Pinecastle Records,Amusement Park,9902,18
Point (-82.36489310000001751 34.76437590000000455),35473,45045,Donaldson Center Golf Course,Golf Course,9911,28
Point (-82.4289890000000014 34.77242000000001099),35488,45045,7th Inning Splash Waterpark,Amusement Park,9902,27
Point (-82.32275570000001608 34.77298439999998436),35491,45045,Sunset Park,Park and Recreation Area,9362,11
Point (-83.05597710000000689 34.77443809999999758),35495,45073,Sertoma Field,Park and Recreation Area,9362,13
Point (-82.42871200000001863 34.77468499999997675),35497,45045,Lakeside Park,Park and Recreation Area,9362,13
Point (-82.39269000000001597 34.77560399999998708),35501,45045,Mount Pleasant Community Center,Park and Recreation Area,9362,31
Point (-82.01312500000000227 34.77623499999998558),35502,45083,Three Pines Country Club,Golf Course,9911,24
Point (-82.33970249999998714 34.78192660000001979),35521,45045,Wenwood Soccer Complex,Amusement Park,9902,22
Point (-82.25545940000000655 34.78328260000000682),35524,45045,Holly Tree Country Club,Golf Course,9911,23
Point (-82.30411800000001676 34.78501299999999219),35528,45045,Springfield Park,Park and Recreation Area,9362,16
Point (-82.69373330000001943 34.78693729999997686),35535,45077,Roger A. Crowe Memorial Courtyard,Park and Recreation Area,9362,33
Point (-82.31396990000001779 34.78728100000000723),35536,45045,Playtime,Amusement Park,9902,8
Point (-82.28804330000002665 34.79093810000000531),35546,45045,City Park,Park and Recreation Area,9362,9
Point (-80.88183700000001863 34.79118859999999813),35549,45023,Landsford Canal State Park,Park and Recreation Area,9362,26
Point (-82.47771690000001854 34.79241930000000593),35553,45007,Champions Golf,Golf Course,9911,14
Point (-82.69317449999999781 34.79338300000000572),35554,45077,Freedom Park,Park and Recreation Area,9362,12
Point (-82.92907700000000659 34.79608150000001388),35559,45073,High Falls County Park,Amusement Park,9902,22
Point (-82.92907700000000659 34.79608150000001388),35560,45073,High Falls County Park,Park and Recreation Area,9362,22
Point (-82.47318940000002385 34.80153250000000753),35570,45007,Dolly Cooper Park,Park and Recreation Area,9362,17
Point (-82.58424350000001368 34.80213479999997617),35575,45077,Easley Recreation Complex,Park and Recreation Area,9362,25
Point (-82.4298554000000081 34.80516940000001114),35588,45045,Greenville County Fairgrounds,Park and Recreation Area,9362,29
Point (-82.40218049999998584 34.80521800000002486),35589,45045,Greenville Country Club-Chanticleer,Golf Course,9911,35
Point (-82.55611379999999144 34.80661609999998518),35593,45077,Smithfields Country Club,Golf Course,9911,24
Point (-82.14395680000001221 34.80967859999998382),35600,45083,Willow Creek Golf Course,Golf Course,9911,24
Point (-82.59631430000001728 34.81076400000000604),35601,45077,Pope Field,Amusement Park,9902,10
Point (-81.59526049999999486 34.81162979999999152),35603,45087,Wrm Amusement,Amusement Park,9902,13
Point (-82.38254549999999199 34.81172959999997829),35604,45045,Kiwanis Park,Park and Recreation Area,9362,12
Point (-82.39098760000001676 34.81520999999997912),35613,45045,Rockwood Park,Park and Recreation Area,9362,13
Point (-82.3062424999999962 34.81725319999998192),35617,45045,Pine Forest Park,Park and Recreation Area,9362,16
Point (-82.30653200000000425 34.8175143999999932),35620,45045,Pine Forest Park,Amusement Park,9902,16
Point (-82.37862960000001067 34.81828380000001744),35621,45045,Greenville Country Club-Riverside,Golf Course,9911,33
Point (-82.29632609999998749 34.82057420000001002),35631,45045,Frankies Fun Park,Amusement Park,9902,17
Point (-82.29422240000002375 34.82366469999999481),35637,45045,Big Air Trampoline Park,Amusement Park,9902,23
Point (-82.32356029999999691 34.82412180000000035),35639,45045,Verdae Greens Golf Club,Golf Course,9911,23
Point (-83.02834599999999909 34.82491199999998344),35641,45073,Falcon's Lair Golf Course,Golf Course,9911,25
Point (-82.2276377000000025 34.82622079999998732),35643,45045,Orchard Farms Playground,Amusement Park,9902,24
Point (-82.31600750000001199 34.82627519999999777),35644,45045,The Cascades,Golf Course,9911,12
Point (-82.34393629999999575 34.82754899999997633),35645,45045,Sky Zone,Amusement Park,9902,8
Point (-82.44373300000000881 34.82820900000001529),35647,45045,Welcome Park,Park and Recreation Area,9362,12
Point (-82.33093289999999342 34.8289154999999937),35650,45045,Hollingsworth Park,Park and Recreation Area,9362,18
Point (-82.34513920000000553 34.82933200000002216),35651,45045,Kangaroo Jaxs,Amusement Park,9902,13
Point (-82.33082480000001624 34.8297779000000105),35652,45045,Legacy Park,Amusement Park,9902,11
Point (-82.35083700000001272 34.83031499999998459),35653,45045,Gower Park,Park and Recreation Area,9362,10
Point (-82.35032000000001062 34.83063800000002175),35655,45045,Gower Estates Park,Amusement Park,9902,18
Point (-82.52085790000000998 34.83101499999997941),35658,45077,Par-Tee Time,Amusement Park,9902,12
Point (-82.92551600000001599 34.83248700000001463),35663,45073,Keowee Key Golf and Country Club,Golf Course,9911,32
Point (-82.39037760000002208 34.83262409999997544),35665,45045,McKoy Park,Park and Recreation Area,9362,10
Point (-82.26877200000001267 34.83348929999999655),35666,45045,Roper Mountain Estates Rec Area,Amusement Park,9902,31
Point (-82.40108170000002019 34.83388719999999239),35667,45045,Tindal Park,Park and Recreation Area,9362,11
Point (-82.5939179000000081 34.83442200000001776),35668,45077,Kings Park,Amusement Park,9902,10
Point (-82.37513880000000199 34.83557589999998072),35672,45045,Green Forest Park,Park and Recreation Area,9362,17
Point (-82.39557369999999992 34.83589760000000979),35675,45045,Watts Park,Park and Recreation Area,9362,10
Point (-82.40773680000000923 34.83687909999997601),35678,45045,Butler Community Center,Park and Recreation Area,9362,23
Point (-82.40373360000000957 34.83773780000001352),35680,45045,Ella Mae Logan Park,Park and Recreation Area,9362,19
Point (-82.37579479999999421 34.83781900000002452),35681,45045,Sliding Rock Creek,Park and Recreation Area,9362,18
Point (-82.38557650000001331 34.83912459999999101),35683,45045,Partridge Ln,Park and Recreation Area,9362,12
Point (-80.80754680000001144 34.84029140000001235),35688,45057,Andrew Jackson State Park,Park and Recreation Area,9362,25
Point (-82.39891790000001492 34.84035799999998062),35689,45045,Cancer Survivors Park,Park and Recreation Area,9362,21
Point (-82.37888770000000704 34.84068159999998215),35691,45045,Nicholtown Community Center,Park and Recreation Area,9362,27
Point (-82.32262900000000627 34.84204599999998209),35692,45045,Greenville's Family Fun Park,Amusement Park,9902,28
Point (-82.43413670000001048 34.84257159999998521),35693,45045,Shoeless Joe Jackson Memorial Park,Park and Recreation Area,9362,34
Point (-82.39321050000000923 34.84295140000000401),35696,45045,Rock Quarry Garden,Park and Recreation Area,9362,18
Point (-82.39775040000000672 34.84316769999998087),35699,45045,Sue Simpson Garden,Park and Recreation Area,9362,18
Point (-82.39728619999999637 34.84422000000000708),35704,45045,Shaw Garden,Park and Recreation Area,9362,11
Point (-82.37071600000001581 34.84459800000001906),35705,45045,Skyland Park,Park and Recreation Area,9362,12
Point (-82.35117339999999331 34.84474690000001829),35706,45045,Downtown Airport Park,Park and Recreation Area,9362,21
Point (-82.39271569999999656 34.84479690000000573),35707,45045,McDaniel Park,Park and Recreation Area,9362,13
Point (-82.40173379999998815 34.84502889999998843),35708,45045,Falls Park On The Reedy,Park and Recreation Area,9362,23
Point (-82.40267330000000356 34.84555940000001328),35709,45045,Falls Park Golf & Games,Amusement Park,9902,23
Point (-82.38645239999999603 34.84678079999997635),35711,45045,Zoo Playground,Amusement Park,9902,14
Point (-82.68194280000000163 34.84689009999999598),35713,45077,Pickens Country Club,Golf Course,9911,20
Point (-82.38726900000000342 34.84708999999998014),35714,45045,Cleveland Park Playground,Park and Recreation Area,9362,25
Point (-82.40058900000002495 34.84812329999999747),35717,45045,Old Mill Garden,Park and Recreation Area,9362,15
Point (-82.38486100000000079 34.84889750000002095),35718,45045,Cleveland Park,Park and Recreation Area,9362,14
Point (-83.07431439999999156 34.84894209999998793),35719,45073,Oconee Station,Park and Recreation Area,9362,14
Point (-82.40402280000000701 34.8492717999999968),35721,45045,Linky Stone Park,Park and Recreation Area,9362,16
Point (-82.33351290000001654 34.85005699999999251),35722,45045,Aladdin's Castle,Amusement Park,9902,16
Point (-82.33351290000001654 34.85005699999999251),35723,45045,Haywood Mall Playground,Amusement Park,9902,23
Point (-82.41956129999999803 34.85046870000002173),35724,45045,Walker Park,Park and Recreation Area,9362,11
Point (-82.41455560000002833 34.85113020000000006),35726,45045,Mayberry Park,Park and Recreation Area,9362,13
Point (-82.39894359999999551 34.85163860000000113),35727,45045,One City Plaza,Park and Recreation Area,9362,14
Point (-82.23577280000000655 34.85192810000000918),35729,45045,Eagle Zone Golf Improvement Center,Golf Course,9911,34
Point (-82.29144200000001774 34.85300990000001775),35735,45045,Gary L. Pittman Memorial Park,Park and Recreation Area,9362,29
Point (-82.39777020000002494 34.85346160000000282),35736,45045,North Main Street,Park and Recreation Area,9362,17
Point (-82.88198560000000725 34.85563159999998106),35741,45077,Pickens County,Amusement Park,9902,14
Point (-82.8743246999999883 34.85628350000001774),35743,45077,The Cliffs at Keowee Springs,Golf Course,9911,28
Point (-82.41073770000002696 34.85650379999998449),35745,45045,West Washington Park,Park and Recreation Area,9362,20
Point (-82.41590730000001486 34.85660760000001801),35746,45045,Newtown Park,Park and Recreation Area,9362,12
Point (-82.38321369999999888 34.8576261000000045),35748,45045,Railroad Mini Park,Park and Recreation Area,9362,18
Point (-82.39422819999998637 34.8577012999999738),35749,45045,McPherson Park,Amusement Park,9902,14
Point (-82.37822099999999637 34.85831300000000965),35751,45045,Murrah Park,Park and Recreation Area,9362,11
Point (-82.26914260000000922 34.85907159999999294),35754,45045,Bermuda Triangle,Park and Recreation Area,9362,16
Point (-82.39491720000000896 34.85917840000001888),35756,45045,Breakout Games - Greenville,Amusement Park,9902,27
Point (-82.40157040000002553 34.86003870000001825),35758,45045,Thompson Gardner Park,Park and Recreation Area,9362,21
Point (-82.34756750000002512 34.86010040000002164),35759,45045,Cross Winds Golf Course,Golf Course,9911,23
Point (-82.44308599999999387 34.86063930000000255),35761,45045,Westside Park,Park and Recreation Area,9362,13
Point (-82.40947560000000749 34.86101259999998092),35763,45045,Pickney - Fludd Park,Park and Recreation Area,9362,20
Point (-82.39177499999999554 34.86105820000000222),35764,45045,Waco Childers,Park and Recreation Area,9362,13
Point (-82.38040160000002743 34.86245669999999564),35765,45045,David Hellams Community Center,Park and Recreation Area,9362,30
Point (-81.83947630000000117 34.86339520000001357),35766,45083,Croft State Park,Park and Recreation Area,9362,16
Point (-82.3970208999999727 34.86478199999999106),35768,45045,Croft Park,Park and Recreation Area,9362,10
Point (-82.3970208999999727 34.86478199999999106),35769,45045,Croft Park,Amusement Park,9902,10
Point (-83.10558950000000777 34.86540999999999713),35771,45073,Oconee State Park,Park and Recreation Area,9362,17
Point (-82.37594089999998914 34.86579089999997905),35772,45045,Timmons Park,Amusement Park,9902,12
Point (-82.39557339999998931 34.86604089999997313),35773,45045,North Main Rotary Park,Park and Recreation Area,9362,22
Point (-81.01186999999998761 34.86684200000001965),35774,45091,Captain Darryl's Guide Service,Amusement Park,9902,30
Point (-82.42947750000001861 34.86709280000002309),35775,45045,Monagham Park,Park and Recreation Area,9362,13
Point (-82.70640950000000657 34.86758129999998346),35778,45077,Sweet Dreams Scare House,Amusement Park,9902,24
Point (-82.33664390000001276 34.86899599999998145),35784,45045,Butler Springs Park,Amusement Park,9902,19
Point (-82.2646101999999928 34.86932309999997415),35785,45045,Thornblade Club,Golf Course,9911,15
Point (-82.10340519999999742 34.87169940000001134),35792,45083,Tyger River Park,Park and Recreation Area,9362,16
Point (-82.42020719999999301 34.87322679999999764),35797,45045,Verner Springs Rd,Park and Recreation Area,9362,17
Point (-81.07989500000002181 34.87439399999999523),35800,45091,Southtown Wake Park,Amusement Park,9902,19
Point (-82.37208600000002434 34.87479400000000851),35803,45045,University Park,Park and Recreation Area,9362,15
Point (-82.36784990000001017 34.88014600000002474),35819,45045,Holmes Park,Park and Recreation Area,9362,11
Point (-81.91076190000001134 34.88050559999999223),35820,45083,The Carolina Country Club,Golf Course,9911,25
Point (-82.39552750000001424 34.8816009999999892),35826,45045,Washington Heights Athletic Field,Park and Recreation Area,9362,33
Point (-82.08180390000001125 34.88501930000001039),35833,45083,River Falls,Golf Course,9911,11
Point (-81.04507560000001831 34.88524990000001935),35835,45091,Rock Hill Country Club,Golf Course,9911,22
Point (-82.07613620000000765 34.88566129999998111),35838,45083,River Falls Plantation Golf Course,Golf Course,9911,34
Point (-82.33084270000000515 34.88638609999998152),35842,45045,Carolina Golf Club At Botany Woods,Golf Course,9911,34
Point (-82.37899759999999105 34.88688600000000406),35844,45045,Croftstone Park,Park and Recreation Area,9362,15
Point (-82.37112630000001445 34.88810419999998658),35847,45045,Croftstone Park,Park and Recreation Area,9362,15
Point (-82.39002199999998766 34.8882239999999797),35848,45045,Piney Mountain Park,Park and Recreation Area,9362,19
Point (-82.33187370000001692 34.88885920000001306),35849,45045,Carolina Golf and Tennis Club,Golf Course,9911,29
Point (-81.97445690000000695 34.88961440000002767),35850,45083,Roebuck Family Skate Center,Amusement Park,9902,27
Point (-82.9256614999999897 34.89477319999997462),35860,45073,The Cliffs at Keowee Falls,Golf Course,9911,26
Point (-82.86575940000000173 34.89600660000002108),35862,45077,The Reserve at Lake Keowee,Golf Course,9911,26
Point (-81.02650690000001532 34.89733999999998559),35864,45091,Southland Park,Park and Recreation Area,9362,14
Point (-82.37332400000002508 34.89760999999998603),35865,45045,Herdklotz Park,Amusement Park,9902,14
Point (-82.37322740000001886 34.89769439999997758),35866,45045,Herdklotz Park Playground,Amusement Park,9902,25
Point (-81.06019700000001649 34.90003600000000006),35874,45091,College Downs Park,Park and Recreation Area,9362,18
Point (-82.25980190000001357 34.90631300000001147),35883,45045,East Riverside Park,Amusement Park,9902,19
Point (-81.03697199999999157 34.90926100000001497),35889,45091,Lige Street Park,Park and Recreation Area,9362,16
Point (-81.86467490000001135 34.91149460000002591),35894,45083,Creek Golf Club,Golf Course,9911,15
Point (-81.03971899999999096 34.91339099999999007),35898,45091,Carroll Park,Park and Recreation Area,9362,12
Point (-81.80687299999999595 34.91435899999999037),35899,45083,Heddles Hideaway Country Club,Golf Course,9911,29
Point (-81.96581120000001874 34.91489799999999377),35900,45083,Pump It Up,Amusement Park,9902,10
Point (-81.92679240000001073 34.91542060000000447),35903,45083,Solvay Usa,Amusement Park,9902,10
Point (-81.96797400000002654 34.91615999999999076),35904,45083,By-Pass Golf Shop And Driving Range,Golf Course,9911,35
Point (-81.02627499999999827 34.916308000000015),35905,45091,Armory Park,Park and Recreation Area,9362,11
Point (-81.03748300000000881 34.91712499999999864),35908,45091,Emmett Scott,Park and Recreation Area,9362,12
Point (-82.5845252999999957 34.91774190000000999),35911,45077,Rolling Green Golf Club,Golf Course,9911,23
Point (-81.03050400000000764 34.91957500000000891),35915,45091,E Moore Street Park,Park and Recreation Area,9362,19
Point (-81.02757600000001048 34.92074999999999818),35916,45091,Marion Street Park,Park and Recreation Area,9362,18
Point (-81.04035290000001623 34.92115699999999379),35918,45091,Friedhiem Park,Park and Recreation Area,9362,14
Point (-81.0131539999999859 34.9223299999999881),35919,45091,Grove Park,Park and Recreation Area,9362,10
Point (-81.0056329999999889 34.92276199999997743),35920,45091,Spencer Park,Park and Recreation Area,9362,12
Point (-81.01043550000002824 34.92304799999999432),35922,45091,Spencer Park,Park and Recreation Area,9362,12
Point (-81.02470110000001569 34.92355579999997417),35924,45091,Rock Hill Fountain Park,Park and Recreation Area,9362,23
Point (-81.0387749999999869 34.92495400000001382),35926,45091,Arcade Victoria Park,Park and Recreation Area,9362,20
Point (-81.03068999999999278 34.92566900000002761),35929,45091,Huckle Grove Park,Park and Recreation Area,9362,17
Point (-82.36790750000000116 34.92662639999997509),35931,45045,Paris Mountain State Park,Park and Recreation Area,9362,25
Point (-81.04515600000001996 34.92669699999999011),35932,45091,Arcade Park,Park and Recreation Area,9362,11
