﻿wkt_geom,OBJECTID,STCTYFIPS,NAME,FEATTYPE,MNFC,TEXTLENGTH
Point (-80.87076319999999896 32.08702790000000959),17304,45013,Bloody Point Beach,Beach,9357,18
Point (-80.87191280000001825 32.08772129999999834),17305,45013,Bloody Point Golf Course,Golf Course,9911,24
Point (-80.81905790000001844 32.1081115000000068),17330,45013,Beach Marker 15,Beach,9357,15
Point (-80.81584060000000136 32.1085868999999775),17331,45013,On The Beach # 17,Beach,9357,17
Point (-80.82210220000001755 32.10929529999998522),17333,45013,Tower Beach,Beach,9357,11
Point (-80.81229849999999715 32.10978460000001178),17334,45013,On The Beach,Beach,9357,12
Point (-80.84940100000000029 32.11052200000000312),17337,45013,Melrose Golf Course,Golf Course,9911,19
Point (-80.80943769999998949 32.11166800000000876),17339,45013,Beach Marker 21,Beach,9357,15
Point (-80.81214710000000423 32.11199510000000146),17340,45013,Marker 20 Sea Pines,Beach,9357,19
Point (-80.82762819999999238 32.11202850000000808),17341,45013,South Beach,Beach,9357,11
Point (-80.82437590000000682 32.11329399999999623),17342,45013,South Beach Playground,Amusement Park,9902,22
Point (-80.82781210000001693 32.11383200000000215),17343,45013,Beachside Tennis Beach,Beach,9357,22
Point (-80.8275092000000086 32.11490670000000591),17345,45013,South Beach Marker 7,Beach,9357,20
Point (-80.80440270000002556 32.11491780000000063),17346,45013,Beach At Marker 24,Beach,9357,18
Point (-80.82619540000001734 32.11540910000002214),17349,45013,Beach Marker 9,Beach,9357,14
Point (-80.82772690000001603 32.11798029999999926),17352,45013,South Beach Marker No. 4,Beach,9357,24
Point (-80.79878339999999071 32.11862509999997428),17353,45013,Beach Lagoon,Beach,9357,12
Point (-80.8251402000000212 32.1211711000000264),17354,45013,Lands End Way,Beach,9357,13
Point (-80.78768370000000232 32.12467209999999795),17359,45013,Monarch Beach,Beach,9357,13
Point (-80.81391000000002123 32.12545369999998002),17362,45013,Baynard Point,Park and Recreation Area,9362,13
Point (-80.81456100000002607 32.1260052000000087),17366,45013,14Th Green At Harbortown,Golf Course,9911,24
Point (-80.78999140000001944 32.12793599999997696),17369,45013,The Sea Pines Resort,Golf Course,9911,20
Point (-80.78954440000001114 32.1279835999999932),17370,45013,Heron Point At Sea Pines,Golf Course,9911,24
Point (-80.77739960000002384 32.12877420000000939),17371,45013,"Sea Pines Beach, 43A",Beach,9357,20
Point (-80.77787030000001778 32.12884869999999182),17372,45013,Beach At Marker 42A,Beach,9357,19
Point (-80.77416429999999536 32.1307788999999957),17374,45013,Beach Mile Marker 46,Beach,9357,20
Point (-80.84279190000000881 32.13173430000000508),17376,45013,Haig Point Golf Course,Golf Course,9911,22
Point (-80.76288279999999986 32.13499120000000175),17381,45013,Alder Lane Beach,Beach,9357,16
Point (-80.80968649999999798 32.13567749999998568),17382,45013,Harbor Town Putting Green,Golf Course,9911,25
Point (-80.80857869999999821 32.1361615999999799),17384,45013,The Sea Pines Resort-Harbour Town Golf Links,Golf Course,9911,44
Point (-80.78497800000002371 32.13736499999998841),17385,45013,Lawton Woods,Park and Recreation Area,9362,12
Point (-80.76010139999999637 32.13746939999998631),17386,45013,Beach At Mile Marker 54,Beach,9357,23
Point (-80.7553459000000089 32.13834500000001526),17388,45013,On The Beach,Beach,9357,12
Point (-80.8129210000000171 32.13871199999999817),17389,45013,Harbour Town Adventures,Beach,9357,23
Point (-80.81140080000000125 32.13878080000000637),17390,45013,Harbour Town,Golf Course,9911,12
Point (-80.81047929999999724 32.13934619999997722),17392,45013,Harbour Town Playground,Amusement Park,9902,23
Point (-80.75170259999998734 32.14009950000001936),17393,45013,Hilton Head With Toes In The Water,Beach,9357,34
Point (-80.75466280000000552 32.1403475000000185),17394,45013,The Beach @ Shorewood,Beach,9357,21
Point (-80.75121280000001889 32.14174960000002557),17396,45013,Coligny Beach Park,Park and Recreation Area,9362,18
Point (-80.751973200000009 32.14180649999997286),17397,45013,Coligny Beach Park,Beach,9357,18
Point (-80.75448970000002191 32.14271070000000918),17399,45013,South Beach Villas Beachside,Beach,9357,28
Point (-80.75032110000000785 32.1434722999999849),17402,45013,Coligny Beach Rest Area & Restrooms,Beach,9357,35
Point (-80.75032110000000785 32.1434722999999849),17403,45013,Spot The Metal Detector Guy At The Beach,Beach,9357,40
Point (-80.7574606000000017 32.14408759999997756),17405,45013,Hiton Head Island,Beach,9357,17
Point (-80.75453429999998889 32.14434019999998782),17406,45013,Legendary Golf,Golf Course,9911,14
Point (-80.74032360000001063 32.1464343000000099),17416,45013,Hhi Beach Marker 65A,Beach,9357,20
Point (-80.73840990000002193 32.14755760000002738),17420,45013,Hilton Head N Forest Beach,Beach,9357,26
Point (-80.78799520000001166 32.1481871999999953),17421,45013,Sea Pines Forest Preserve,Park and Recreation Area,9362,25
Point (-80.78804919999998901 32.14821239999997715),17422,45013,Hilton Head Beach Club,Beach,9357,22
Point (-80.78804700000000594 32.14821580000000267),17423,45013,Tower Beach - Mile Marker 17,Beach,9357,28
Point (-80.75705260000000862 32.1496066000000269),17426,45013,Escape Room,Amusement Park,9902,11
Point (-80.73456670000001623 32.15125899999998182),17428,45013,North Forest Beach,Beach,9357,18
Point (-80.73136210000001256 32.15264719999998988),17430,45013,The Ocean,Beach,9357,9
Point (-80.73015500000002476 32.15319369999997434),17431,45013,Shipyard Beach,Beach,9357,14
Point (-80.76021980000001577 32.15333329999998568),17432,45013,Compass Rose Park,Park and Recreation Area,9362,17
Point (-80.727957100000026 32.15536530000002813),17436,45013,Leamington Beach,Beach,9357,16
Point (-80.77614579999999478 32.15579999999999927),17437,45013,Sea Pines Country Club,Golf Course,9911,22
Point (-80.73396040000000085 32.15592639999999847),17438,45013,Beachwalk @ Shipyard,Beach,9357,20
Point (-80.74937160000001768 32.15690840000002026),17442,45013,Shipyard - Clipper Course,Golf Course,9911,25
Point (-80.74559290000001965 32.15691600000002381),17443,45013,Shipyard Golf Club,Golf Course,9911,18
Point (-80.72484420000000682 32.15776749999997719),17444,45013,Beach At Windsor Place,Beach,9357,22
Point (-80.75171069999998963 32.15937380000002577),17445,45013,Shipyard Beach Club,Beach,9357,19
Point (-80.78751479999999674 32.15964480000002368),17446,45013,Point Comfort Pavillion,Park and Recreation Area,9362,23
Point (-80.72957700000000614 32.16048200000000179),17450,45013,Palmetto Dunes Oceanfront Resort-Arthur Hills Course,Golf Course,9911,52
Point (-80.75161680000002207 32.16203789999997298),17455,45013,Betsy Jukofsky Xeriscape Garden,Park and Recreation Area,9362,31
Point (-80.74087800000000925 32.16255649999999378),17456,45013,Carolina Club At Shipyard Hotel Hilton Head Island,Golf Course,9911,50
Point (-80.71794740000001411 32.16340669999999591),17458,45013,Bass Head Beach,Beach,9357,15
Point (-80.7218667999999866 32.16674269999998614),17462,45013,Palmetto Dunes Oceanfront Resort-George Fazio Course,Golf Course,9911,52
Point (-80.74953529999999091 32.16677470000001904),17463,45013,Long Cove Club,Golf Course,9911,14
Point (-80.76096710000001622 32.16681169999998247),17464,45013,Wexford Plantation,Golf Course,9911,18
Point (-80.71776970000001938 32.16706299999998464),17466,45013,Marriott Beachfront,Beach,9357,19
Point (-80.72051790000000437 32.16714760000002116),17467,45013,George Fazio Golf Course,Golf Course,9911,24
Point (-80.72325260000002345 32.16729959999997845),17468,45013,Palmetto Dunes,Beach,9357,14
Point (-80.74121880000001283 32.16777769999998782),17469,45013,Legendary Golf,Golf Course,9911,14
Point (-80.7732120000000009 32.16821220000002768),17472,45013,Hiliton Head Beach,Beach,9357,18
Point (-80.71875110000001996 32.17080600000002732),17478,45013,Palmetto Dunes Oceanfront Resort-Robert Trent Jones Course,Golf Course,9911,58
Point (-80.79065880000001698 32.17127659999999878),17480,45013,"82 Brams Point Cir, Hilton Head Island, Sc 29926",Beach,9357,48
Point (-80.7706929999999943 32.17235299999998688),17482,45013,Meadow Park,Park and Recreation Area,9362,11
Point (-80.76864480000000412 32.17257200000000239),17484,45013,Crossings Park,Park and Recreation Area,9362,14
Point (-80.76169770000001336 32.17327740000001768),17488,45013,Wexford Harbour Center,Golf Course,9911,22
Point (-80.76175990000001548 32.17390560000001187),17490,45013,Wexford Golf Club,Golf Course,9911,17
Point (-80.73027830000000904 32.17694069999998874),17498,45013,Pirates Island,Amusement Park,9902,14
Point (-80.73027830000000904 32.17694069999998874),17499,45013,Pirate's Island Adventure Golf,Golf Course,9911,30
Point (-80.70692000000002508 32.17873300000002246),17500,45013,Bowden Beach,Beach,9357,12
Point (-80.72779100000002472 32.18277499999999236),17509,45013,Playground At Disney Vacation Club,Amusement Park,9902,34
Point (-80.71721600000000763 32.18871799999999439),17519,45013,Hilton Head Island Veterans Memorial,Park and Recreation Area,9362,36
Point (-80.71706119999998919 32.18873380000002271),17520,45013,Shelter Cove Community Park,Park and Recreation Area,9362,27
Point (-80.700362900000016 32.18915199999997867),17522,45013,Singleton Beach,Beach,9357,15
Point (-80.69881110000000035 32.19050709999999071),17525,45013,Heron Inlet,Beach,9357,11
Point (-80.78101830000002792 32.19227300000000014),17529,45013,Spanish Wells Club,Golf Course,9911,18
Point (-80.69649889999999459 32.1930121999999983),17534,45013,Burkes Beach,Beach,9357,12
Point (-80.69902230000002419 32.19467009999999618),17537,45013,Chaplin Park,Park and Recreation Area,9362,12
Point (-80.69769550000000891 32.19522410000001855),17539,45013,Burkes Beach,Beach,9357,12
Point (-80.69266970000001038 32.19719789999999193),17546,45013,Driessen Beach,Beach,9357,14
Point (-80.69891710000001694 32.19765260000002627),17549,45013,Marriott SurfWatch Beach,Beach,9357,24
Point (-80.69174900000001571 32.19849620000002233),17554,45013,The Beach At Admirals Row,Beach,9357,25
Point (-80.69175000000001319 32.19866000000001804),17555,45013,Bradley Beach,Beach,9357,13
Point (-80.69470610000001898 32.19867629999998826),17556,45013,"Bradley Beach, Hilton Head Sc",Beach,9357,29
Point (-80.69070920000001479 32.19887610000000677),17557,45013,The Sandy Shores Of Hhi,Beach,9357,23
Point (-80.74482080000001361 32.20084850000000642),17561,45013,Golf Club at Indigo Run,Golf Course,9911,23
Point (-80.69803000000001703 32.20140320000001566),17563,45013,Adventure Cove MINI Golf & Arcade,Golf Course,9911,33
Point (-80.68965309999998681 32.20168150000000651),17566,45013,Folly Field Beach,Beach,9357,17
Point (-80.69712140000001455 32.20265549999999166),17568,45013,Adventure Cove Family Fun Center,Amusement Park,9902,32
Point (-80.68749700000000757 32.20301699999998846),17570,45013,Folly Field Beach,Beach,9357,17
Point (-80.68189150000000609 32.2068199000000277),17577,45013,Islanders Beach Park,Beach,9357,20
Point (-80.68088000000000193 32.20768700000002127),17580,45013,Marriott Barony Beach,Beach,9357,21
Point (-80.68375550000001795 32.20822529999998096),17582,45013,Islanders Beach Park,Park and Recreation Area,9362,20
Point (-80.88557789999998704 32.21098180000001321),17589,45013,May River Golf Club at Palmetto Bluff,Golf Course,9911,37
Point (-80.71941060000000334 32.2115448999999785),17591,45013,Golden Bear Golf Club,Golf Course,9911,21
Point (-80.7349563999999873 32.21282550000000811),17596,45013,Jarvis Creek Park,Park and Recreation Area,9362,17
Point (-80.84784150000001546 32.2143805000000043),17605,45013,Brighton Beach,Beach,9357,14
Point (-80.68780720000000883 32.21511529999997947),17610,45013,Port Royal Golf Club,Golf Course,9911,20
Point (-80.68748659999999973 32.21515169999997852),17611,45013,Robbers Row At Port Royal,Golf Course,9911,25
Point (-81.07721390000000383 32.21814610000001267),17623,45053,Pintail Creek Golf Course,Golf Course,9911,25
Point (-80.67176729999999907 32.21993329999997968),17628,45013,Port Royal Plantation Beach,Beach,9357,27
Point (-80.72700120000001789 32.2241174999999771),17644,45013,Bear Creek Golf Club,Golf Course,9911,20
Point (-80.72650190000001658 32.22850399999998672),17654,45013,18Th Hole @ Bear Creek,Golf Course,9911,22
Point (-80.7258115999999859 32.22968090000000529),17659,45013,Bear Creek Golf Club,Golf Course,9911,20
Point (-80.70774000000000115 32.22996389999997291),17660,45013,Palmetto Hall Plantation,Golf Course,9911,24
Point (-80.81439490000002479 32.23330959999998413),17672,45013,Old South Golf Links,Golf Course,9911,20
Point (-80.77918490000001839 32.23372019999999338),17678,45013,Pinckney Island National Wildlife Refuge,Park and Recreation Area,9362,40
Point (-80.86153000000001612 32.23430700000000115),17681,45013,DuBois Park,Amusement Park,9902,11
Point (-80.82638650000001235 32.23502489999998488),17682,45013,Hilton Head National Golf Club,Golf Course,9911,30
Point (-80.74738150000001724 32.23644430000001648),17686,45013,Sunset Landing,Park and Recreation Area,9362,14
Point (-80.80981050000002597 32.23696350000000166),17688,45013,Edwin Watts Golf,Golf Course,9911,16
Point (-80.68432410000002619 32.23990880000002335),17700,45013,Fish Haul Creek Park,Beach,9357,20
Point (-80.6864304000000061 32.24214660000001231),17705,45013,Mitchelville Beach,Beach,9357,18
Point (-80.71430500000002439 32.24376350000000002),17709,45013,Oyster Reef Golf Course,Golf Course,9911,23
Point (-80.71445460000001049 32.24378630000001067),17710,45013,Oyster Reef Golf Couse,Golf Course,9911,22
Point (-80.92035490000000664 32.24430599999999458),17711,45013,Hampton Hall Club,Golf Course,9911,17
Point (-80.8623438000000192 32.24522580000001426),17713,45013,Oscar Frasier Park,Amusement Park,9902,18
Point (-80.86588710000000901 32.24547300000000405),17714,45013,Oscar Frazier Park,Park and Recreation Area,9362,18
Point (-80.74304549999999381 32.2457349000000022),17715,45013,Country Club of Hilton Head,Golf Course,9911,27
Point (-80.7036143999999922 32.25067159999997557),17731,45013,Hickory Forest Beach,Beach,9357,20
Point (-80.81429270000000997 32.25156440000000657),17733,45013,Moss Creek Golf Club,Golf Course,9911,20
Point (-80.89406189999999697 32.25594330000001264),17742,45013,Pinecrest Golf Course,Golf Course,9911,21
Point (-80.71644989999998643 32.25690179999998008),17743,45013,Dolphin Head Golf Course,Golf Course,9911,24
Point (-80.71781750000002376 32.26600230000002512),17764,45013,Dolphin Head Park,Park and Recreation Area,9362,17
Point (-80.84719200000000683 32.26727199999999129),17769,45013,Crescent Pointe Golf Club,Golf Course,9911,25
Point (-80.87040080000002717 32.26804609999999229),17771,45013,Regent Park,Park and Recreation Area,9362,11
Point (-80.88091570000000274 32.27155040000002373),17778,45013,Old Carolina Golf Club,Golf Course,9911,22
Point (-80.97886610000000474 32.27781019999997625),17791,45013,Hidden Cypress Golf Club at Sun City,Golf Course,9911,36
Point (-80.88384100000001808 32.27970199999998613),17797,45013,Rose Hill Golf Club,Golf Course,9911,19
Point (-80.91898700000001554 32.28003780000000233),17798,45013,Island West Golf Club,Golf Course,9911,21
Point (-80.92037720000001855 32.28491089999999986),17814,45013,Island West Golf Club,Golf Course,9911,21
Point (-80.8552834000000189 32.28743420000000697),17818,45013,Belfair Golf Club,Golf Course,9911,17
Point (-80.95201100000002725 32.28943299999997407),17821,45013,Okatie Creek Golf Club at Sun City,Golf Course,9911,34
Point (-80.79893670000001293 32.29031600000001845),17826,45013,Colleton River Plantation Club Nicklaus Course,Golf Course,9911,46
Point (-80.90885520000000497 32.29097209999997631),17827,45013,Berkeley Hall,Golf Course,9911,13
Point (-80.89761190000001534 32.29649050000000443),17836,45013,Eagles Pointe Golf Club,Golf Course,9911,23
Point (-80.78307430000000977 32.29954309999999396),17841,45013,Colleton River Plantation Club Pete Dye Course,Golf Course,9911,46
Point (-80.9073319999999967 32.30280690000000732),17849,45013,Berkeley Hall Golf Club,Golf Course,9911,23
Point (-80.49955810000000156 32.306197300000008),17860,45013,Fripp Island,Beach,9357,12
Point (-80.67832900000001928 32.30666000000002214),17862,45013,The Legends at Parris Island,Golf Course,9911,28
Point (-80.49841670000000704 32.30713439999999537),17863,45013,Skull Inlet,Beach,9357,11
Point (-80.49308020000000852 32.31248890000000529),17879,45013,Davis Love Park Of Fripp Island,Amusement Park,9902,31
Point (-80.49237390000001824 32.31353100000001177),17883,45013,Ocean Creek Golf Course,Golf Course,9911,23
Point (-80.70367809999999054 32.31919829999998228),17904,45013,Elliots Beach,Beach,9357,13
Point (-80.45484240000001819 32.32374010000000908),17922,45013,Ocean Point Golf Links,Golf Course,9911,22
Point (-81.01390240000000631 32.32614419999998745),17927,45053,Hilton Head Lakes Golf Club,Golf Course,9911,27
Point (-80.85247900000001664 32.32758000000001175),17930,45013,Callawassie Golf Club,Golf Course,9911,21
Point (-80.85197099999999182 32.32766299999997273),17931,45013,Callawassie Island Club,Golf Course,9911,23
Point (-80.81502080000001342 32.3307123999999817),17941,45013,Old Tabby Links on Spring Island,Golf Course,9911,32
Point (-80.91062640000001238 32.3330642000000239),17949,45013,Oldfield Golf Club,Golf Course,9911,18
Point (-80.91148700000002236 32.33311869999999999),17950,45013,Oldfield Golf Club,Golf Course,9911,18
Point (-80.85570940000002338 32.35241930000000821),18009,45013,Chechessee Creek Club,Golf Course,9911,21
Point (-80.44378599999998869 32.35928599999999733),18024,45013,Hunting Island Beach,Beach,9357,20
Point (-80.65133200000002489 32.36704700000001367),18045,45013,Sanctuary Golf Club at Cat Island,Golf Course,9911,33
Point (-80.4440462000000025 32.36913540000000467),18050,45013,Hunting Island State Park,Park and Recreation Area,9362,25
Point (-80.69210650000002261 32.37854260000000295),18073,45013,Port Royal Playground,Amusement Park,9902,21
Point (-80.43049580000001697 32.3905358000000092),18109,45013,Hunting Island,Beach,9357,14
Point (-80.65107249999999794 32.39535439999997379),18117,45013,Secession Golf Club,Golf Course,9911,19
Point (-80.69569710000001805 32.39628260000000637),18120,45013,Southside Park,Park and Recreation Area,9362,14
Point (-80.74218760000002248 32.4000128999999788),18129,45013,Gifford Golf,Golf Course,9911,12
Point (-80.66833450000001449 32.40221639999998615),18138,45013,Burkmeyer Beach,Beach,9357,15
Point (-80.43513219999999819 32.40566669999998339),18147,45013,"Harbor Island, Sc Beach",Beach,9357,23
Point (-80.43157350000001315 32.40635809999997718),18151,45013,Harbor Island,Beach,9357,13
Point (-80.96558570000001964 32.42495589999998629),18205,45053,Sergeant Jasper Country Club,Golf Course,9911,28
Point (-80.67036419999999453 32.42978410000000622),18221,45013,Bay Street Playground,Amusement Park,9902,21
Point (-80.67204900000001544 32.42998610000000781),18224,45013,The Swings On Coligny Beach Boardwalk.,Beach,9357,38
Point (-80.67038400000001275 32.43083400000000438),18226,45013,Joli Home & Events,Amusement Park,9902,18
Point (-80.58196500000002516 32.4320577999999955),18227,45013,Dataw Island Club,Golf Course,9911,17
Point (-80.6789410000000089 32.43356629999999541),18230,45013,Santa Elena Foundation,Park and Recreation Area,9362,22
Point (-80.67223630000000867 32.44350250000002234),18258,45013,Pigeon Point Park,Amusement Park,9902,17
Point (-80.78944649999999683 32.45737950000000183),18310,45013,Laurel Bay,Beach,9357,10
Point (-80.79909900000001244 32.46352230000002237),18326,45013,Tot Lot,Amusement Park,9902,7
Point (-80.63946340000001101 32.46925149999998439),18342,45013,Lady's Island County Club,Golf Course,9911,25
Point (-80.67896830000000818 32.47329130000002806),18355,45013,Country Club of Beaufort at Pleasant Point,Golf Course,9911,42
Point (-80.33185040000000754 32.48143470000002253),18378,45029,Edisto Beach 2700 Block,Beach,9357,23
Point (-80.34013970000000882 32.48216089999999667),18382,45029,Beach Access 32,Beach,9357,15
Point (-80.32507240000001048 32.48302080000001979),18384,45029,Ocean Ridge Cabana,Beach,9357,18
Point (-80.32364710000001651 32.48427959999997938),18389,45029,Edist Beach #19,Beach,9357,15
Point (-80.34129269999999678 32.48467399999998406),18392,45029,South Beach Edisto,Beach,9357,18
Point (-80.33615420000000995 32.4861639000000082),18397,45029,The Plantation Course at Edisto,Golf Course,9911,31
Point (-80.31993499999998676 32.48716799999999694),18400,45029,Edisto Beach,Beach,9357,12
Point (-80.33398990000000595 32.48794900000001462),18403,45029,The Playground At Wyndham,Amusement Park,9902,25
Point (-80.33380859999999757 32.48812529999997878),18404,45029,MINI Golf,Golf Course,9911,9
Point (-80.34217940000002045 32.48840280000001712),18407,45029,Edisto Beach Access 35,Beach,9357,22
Point (-80.3157423000000108 32.4898680000000013),18412,45029,Beach Access 10,Beach,9357,15
Point (-80.31681950000000825 32.49212290000002668),18416,45029,Edisto Beach,Beach,9357,12
Point (-80.34515440000001263 32.49536299999999756),18425,45029,Beach Access #37,Beach,9357,16
Point (-80.30817960000001676 32.49540930000000571),18426,45029,Beach Access 5,Beach,9357,14
Point (-80.30564950000001545 32.49708409999999503),18436,45029,Edisto Beach #4,Beach,9357,15
Point (-80.30129640000001245 32.49985010000000329),18440,45029,Beach Access 2,Beach,9357,14
Point (-80.29912699999999859 32.50132999999999583),18445,45029,Edisto Beach #1A,Beach,9357,16
Point (-80.29831450000000359 32.50261189999997669),18448,45029,Edisto Park,Park and Recreation Area,9362,11
Point (-80.29680400000000873 32.50382700000000114),18454,45029,Edisto Beach,Beach,9357,12
Point (-80.29003870000002507 32.50824579999999742),18469,45029,Edisto Island,Beach,9357,13
Point (-80.30197420000001785 32.51127040000000079),18476,45029,Edisto Beach State Park,Park and Recreation Area,9362,23
Point (-80.17598490000000311 32.56018549999998868),18620,45019,The Seabrook Island Club,Golf Course,9911,24
Point (-80.16147810000001073 32.56236460000002353),18628,45019,Seabrook Beach,Beach,9357,14
Point (-80.17956450000002633 32.56347649999997884),18631,45019,Pelican Beach,Beach,9357,13
Point (-80.15937800000000379 32.56866439999998875),18649,45019,North Beach,Beach,9357,11
Point (-80.8121853000000101 32.57757570000001124),18674,45013,Brays Island Plantation Golf Course,Golf Course,9911,35
Point (-80.12414369999999053 32.59219400000000633),18731,45019,Cougar Point Golf Course,Golf Course,9911,24
Point (-80.12057989999999563 32.5926124999999729),18736,45019,Kiawah Golf Rentals,Golf Course,9911,19
Point (-80.114693299999999 32.59403209999999262),18742,45019,Kiawah Island Beach Spot Mm 1.10,Beach,9357,32
Point (-80.12822499999998627 32.59511770000000297),18745,45019,Kiawah Island Beachwalker Park,Beach,9357,30
Point (-80.12689449999999169 32.59550430000001597),18747,45019,Kiawah Island Beachwalker Beach,Beach,9357,31
Point (-80.14826920000001564 32.59592700000001742),18750,45019,Kiawah Island Club-Cassique Golf Course,Golf Course,9911,39
Point (-80.10075319999998555 32.5981386999999927),18759,45019,Atlantic Ocean @Kiawah Island,Beach,9357,29
Point (-80.09872960000001285 32.5989255000000071),18763,45019,Windswept Villa @ Kiawah Island,Beach,9357,31
Point (-80.09859330000000455 32.5990807000000018),18765,45019,"The Beach On Kiawah, Mm 2.8",Beach,9357,27
Point (-80.79705430000001343 32.60035010000001421),18769,45013,Beaufort County Parks and Leisure Services,Amusement Park,9902,42
Point (-80.10030549999999039 32.60051479999998492),18770,45019,Nature Center,Park and Recreation Area,9362,13
Point (-80.10061680000001161 32.60125659999999925),18775,45019,Night Heron Park,Amusement Park,9902,16
Point (-80.09396229999998695 32.60164309999998977),18777,45019,The Heron Ballroom,Beach,9357,18
Point (-80.11962299999999004 32.601854000000003),18779,45019,Marsh View Tower,Park and Recreation Area,9362,16
Point (-80.08663030000002436 32.60193400000002839),18780,45019,Turtle Beach,Beach,9357,12
Point (-80.09078759999999875 32.60357609999999795),18791,45019,Kiawah Island,Beach,9357,13
Point (-80.08571699999998827 32.60744599999998172),18807,45019,Turtle Point Golf Club,Golf Course,9911,22
Point (-80.06505090000001701 32.60929240000001528),18815,45019,The Beach At Access 38,Beach,9357,22
Point (-80.09827300000000605 32.60946000000001277),18816,45019,River Golf Course Kiawah Island Resort,Golf Course,9911,38
Point (-80.01844479999999749 32.61067759999997406),18820,45019,Kiawah Island,Beach,9357,13
Point (-80.02322060000000192 32.61181069999997817),18823,45019,The Ocean Course,Golf Course,9911,16
Point (-80.09933419999998705 32.61186370000001489),18824,45019,Kiawah Island Club-River Course,Golf Course,9911,31
Point (-80.09945190000001958 32.61190770000001748),18827,45019,The River Course,Golf Course,9911,16
Point (-80.01833740000000716 32.61297630000001391),18831,45019,Pga Championship Champions Club,Golf Course,9911,31
Point (-80.05222240000000511 32.61307679999998754),18832,45019,Osprey Point Golf Course,Golf Course,9911,24
Point (-80.05360940000002756 32.61374779999999873),18835,45019,Osprey Point Golf Course,Golf Course,9911,24
Point (-80.14019430000001876 32.6158884000000171),18845,45019,Kiawah Island Oak Point Course,Golf Course,9911,30
Point (-80.08422330000001921 32.63619010000002163),18931,45019,The Golf Club at Briar's Creek,Golf Course,9911,30
Point (-79.96306420000001935 32.64395050000001675),18967,45019,Folly Beach County Park,Beach,9357,23
Point (-79.96604100000001836 32.64426900000000842),18970,45019,Folly Beach County Park,Park and Recreation Area,9362,23
Point (-79.95554140000001553 32.64744480000001658),18983,45019,8Th Street West Folly Beach,Beach,9357,27
Point (-79.9500122000000033 32.65062210000002096),19002,45019,In The Ocean,Beach,9357,12
Point (-79.95046020000000908 32.65104430000002367),19004,45019,"5Th Street West, Folly Beach",Beach,9357,28
Point (-79.93963400000001229 32.65496200000001181),19031,45019,Folly Beach Pier,Beach,9357,16
Point (-79.93794730000001891 32.65531870000000936),19034,45019,2Nd Street Folly Beach,Beach,9357,22
Point (-79.94141719999998941 32.65613309999997682),19039,45019,Taste Of Folly,Beach,9357,14
Point (-79.94116089999999986 32.6573399999999765),19054,45019,Folly Beach Rentals Follyvacation.Com,Beach,9357,37
Point (-79.93356460000001107 32.65734850000001188),19055,45019,4Th St Folly Beach,Beach,9357,18
Point (-79.94212759999999207 32.65831859999997278),19060,45019,Folly River Park,Park and Recreation Area,9362,16
Point (-79.92900680000002467 32.65914209999999684),19065,45019,"6Th Block, Folly Beach",Beach,9357,22
Point (-79.93205929999999171 32.66074450000002116),19074,45019,Pirate Cove Playground Park,Amusement Park,9902,27
Point (-79.92603919999999107 32.66092329999997901),19076,45019,"7Th Block, Folly Beach",Beach,9357,22
Point (-79.92258720000000949 32.66201539999997294),19085,45019,Folly Beach,Beach,9357,11
Point (-79.92263969999999063 32.66204729999998335),19086,45019,9Th Street Folly Beach,Beach,9357,22
Point (-79.92005990000001248 32.66338760000002139),19093,45019,10Th Street Folly Beach,Beach,9357,23
Point (-79.9182672000000025 32.66424439999997276),19097,45019,"11Th Block, Folly Beach",Beach,9357,23
Point (-79.9140257000000247 32.66665330000000722),19114,45019,13Th Street Folly Beach,Beach,9357,23
Point (-79.90219089999999369 32.67323509999999942),19148,45019,"16Th Street, Folly Beach",Beach,9357,24
Point (-79.94994650000001002 32.67432270000000472),19154,45019,Costal Expeditions Folly Beach,Beach,9357,30
Point (-79.89692619999999579 32.67740659999998343),19176,45019,East Ashley Beach Access,Beach,9357,24
Point (-81.16691780000002154 32.68816900000001624),19251,45049,Penny Branch Club,Golf Course,9911,17
Point (-80.76521089999999958 32.69265769999998383),19279,45029,Cherokee Plantation Golf Course,Golf Course,9911,31
Point (-80.0805876000000012 32.71717569999998432),19463,45019,Angel Oak Park,Park and Recreation Area,9362,14
Point (-80.08268120000002455 32.7241842000000247),19518,45019,Johns Island Park,Park and Recreation Area,9362,17
Point (-79.92804740000002539 32.7286593000000039),19559,45019,Bayview Soccer Complex,Park and Recreation Area,9362,22
Point (-79.98979100000002518 32.73241999999999052),19591,45019,James Island County Park,Park and Recreation Area,9362,24
Point (-79.98607229999998935 32.73661959999998317),19627,45019,Splash Zone Waterpark,Amusement Park,9902,21
Point (-79.93889250000000857 32.73945329999997966),19661,45019,James Island Recreation Center,Amusement Park,9902,30
Point (-79.91673680000002378 32.74148939999997765),19681,45019,Harbor View Tennis Courts,Park and Recreation Area,9362,25
Point (-80.06556940000001532 32.7424254000000019),19687,45019,Summertrees Park,Park and Recreation Area,9362,16
Point (-79.96086810000002743 32.74405139999998937),19706,45019,Dock Street Park,Park and Recreation Area,9362,16
Point (-79.93745000000001255 32.74958629999997584),19762,45019,Harborview/Ft. Johnson Park,Amusement Park,9902,27
Point (-79.87465800000001082 32.75235900000001266),19793,45019,Fort Sumter National Monument,Park and Recreation Area,9362,29
