StateFIPS,State,CensusTract,Census Tract,Year,Value,Data Comment
45,South Carolina,45035010809,"Dorchester County, SC - 45035010809",2016,16.60%,
45,South Carolina,45035010813,"Dorchester County, SC - 45035010813",2016,20.10%,
45,South Carolina,45035010814,"Dorchester County, SC - 45035010814",2016,16.40%,
45,South Carolina,45035010815,"Dorchester County, SC - 45035010815",2016,23.20%,
45,South Carolina,45035010816,"Dorchester County, SC - 45035010816",2016,16.50%,
45,South Carolina,45035010817,"Dorchester County, SC - 45035010817",2016,15.30%,
45,South Carolina,45035010818,"Dorchester County, SC - 45035010818",2016,24.50%,
45,South Carolina,45035010819,"Dorchester County, SC - 45035010819",2016,9.00%,
45,South Carolina,45035010820,"Dorchester County, SC - 45035010820",2016,18.60%,
45,South Carolina,45037970201,"Edgefield County, SC - 45037970201",2016,0.30%,
45,South Carolina,45037970202,"Edgefield County, SC - 45037970202",2016,0.80%,
45,South Carolina,45037970300,"Edgefield County, SC - 45037970300",2016,1.40%,
45,South Carolina,45037970400,"Edgefield County, SC - 45037970400",2016,1.70%,
45,South Carolina,45037970501,"Edgefield County, SC - 45037970501",2016,2.60%,
45,South Carolina,45037970502,"Edgefield County, SC - 45037970502",2016,0.60%,
45,South Carolina,45039960100,"Fairfield County, SC - 45039960100",2016,0.90%,
45,South Carolina,45039960200,"Fairfield County, SC - 45039960200",2016,0.40%,
45,South Carolina,45039960300,"Fairfield County, SC - 45039960300",2016,0.60%,
45,South Carolina,45039960400,"Fairfield County, SC - 45039960400",2016,2.60%,
45,South Carolina,45039960500,"Fairfield County, SC - 45039960500",2016,0.60%,
45,South Carolina,45041000101,"Florence County, SC - 45041000101",2016,9.00%,
45,South Carolina,45041000102,"Florence County, SC - 45041000102",2016,9.70%,
45,South Carolina,45041000201,"Florence County, SC - 45041000201",2016,21.20%,
45,South Carolina,45041000202,"Florence County, SC - 45041000202",2016,21.80%,
45,South Carolina,45041000300,"Florence County, SC - 45041000300",2016,6.30%,
45,South Carolina,45041000400,"Florence County, SC - 45041000400",2016,2.00%,
45,South Carolina,45041000500,"Florence County, SC - 45041000500",2016,3.10%,
45,South Carolina,45041000600,"Florence County, SC - 45041000600",2016,21.30%,
45,South Carolina,45041000700,"Florence County, SC - 45041000700",2016,25.30%,
45,South Carolina,45041000800,"Florence County, SC - 45041000800",2016,21.60%,
45,South Carolina,45041000900,"Florence County, SC - 45041000900",2016,30.70%,
45,South Carolina,45041001000,"Florence County, SC - 45041001000",2016,52.30%,
45,South Carolina,45041001100,"Florence County, SC - 45041001100",2016,37.70%,
45,South Carolina,45041001200,"Florence County, SC - 45041001200",2016,14.90%,
45,South Carolina,45041001300,"Florence County, SC - 45041001300",2016,24.10%,
45,South Carolina,45041001400,"Florence County, SC - 45041001400",2016,22.40%,
45,South Carolina,45041001503,"Florence County, SC - 45041001503",2016,3.50%,
45,South Carolina,45041001504,"Florence County, SC - 45041001504",2016,2.20%,
45,South Carolina,45041001505,"Florence County, SC - 45041001505",2016,2.70%,
45,South Carolina,45041001506,"Florence County, SC - 45041001506",2016,0.60%,
45,South Carolina,45041001601,"Florence County, SC - 45041001601",2016,3.80%,
45,South Carolina,45041001602,"Florence County, SC - 45041001602",2016,0.60%,
45,South Carolina,45041001700,"Florence County, SC - 45041001700",2016,0.80%,
45,South Carolina,45041001800,"Florence County, SC - 45041001800",2016,0.60%,
45,South Carolina,45041001900,"Florence County, SC - 45041001900",2016,1.00%,
45,South Carolina,45041002000,"Florence County, SC - 45041002000",2016,1.10%,
45,South Carolina,45041002201,"Florence County, SC - 45041002201",2016,6.40%,
45,South Carolina,45041002202,"Florence County, SC - 45041002202",2016,3.50%,
45,South Carolina,45041002300,"Florence County, SC - 45041002300",2016,0.90%,
45,South Carolina,45041002400,"Florence County, SC - 45041002400",2016,0.80%,
45,South Carolina,45041002500,"Florence County, SC - 45041002500",2016,0.70%,
45,South Carolina,45041002600,"Florence County, SC - 45041002600",2016,2.10%,
45,South Carolina,45041980100,"Florence County, SC - 45041980100",2016,14.30%,
45,South Carolina,45043920100,"Georgetown County, SC - 45043920100",2016,0.40%,
45,South Carolina,45043920201,"Georgetown County, SC - 45043920201",2016,1.90%,
45,South Carolina,45043920202,"Georgetown County, SC - 45043920202",2016,0.60%,
45,South Carolina,45043920301,"Georgetown County, SC - 45043920301",2016,0.50%,
45,South Carolina,45043920302,"Georgetown County, SC - 45043920302",2016,6.20%,
45,South Carolina,45043920400,"Georgetown County, SC - 45043920400",2016,0.20%,
45,South Carolina,45043920501,"Georgetown County, SC - 45043920501",2016,14.90%,
45,South Carolina,45043920502,"Georgetown County, SC - 45043920502",2016,2.60%,
45,South Carolina,45043920503,"Georgetown County, SC - 45043920503",2016,8.20%,
45,South Carolina,45043920504,"Georgetown County, SC - 45043920504",2016,3.80%,
45,South Carolina,45043920505,"Georgetown County, SC - 45043920505",2016,1.50%,
45,South Carolina,45043920600,"Georgetown County, SC - 45043920600",2016,5.80%,
45,South Carolina,45043920700,"Georgetown County, SC - 45043920700",2016,3.10%,
45,South Carolina,45043920800,"Georgetown County, SC - 45043920800",2016,0.30%,
45,South Carolina,45043990100,"Georgetown County, SC - 45043990100",2016,3.20%,
45,South Carolina,45045000100,"Greenville County, SC - 45045000100",2016,39.60%,
45,South Carolina,45045000200,"Greenville County, SC - 45045000200",2016,67.70%,
45,South Carolina,45045000400,"Greenville County, SC - 45045000400",2016,36.80%,
45,South Carolina,45045000500,"Greenville County, SC - 45045000500",2016,45.00%,
45,South Carolina,45045000700,"Greenville County, SC - 45045000700",2016,47.60%,
45,South Carolina,45045000800,"Greenville County, SC - 45045000800",2016,40.30%,
45,South Carolina,45045000900,"Greenville County, SC - 45045000900",2016,48.70%,
45,South Carolina,45045001000,"Greenville County, SC - 45045001000",2016,42.00%,
45,South Carolina,45045001101,"Greenville County, SC - 45045001101",2016,21.20%,
45,South Carolina,45045001102,"Greenville County, SC - 45045001102",2016,14.30%,
45,South Carolina,45045001203,"Greenville County, SC - 45045001203",2016,43.30%,
45,South Carolina,45045001204,"Greenville County, SC - 45045001204",2016,23.60%,
45,South Carolina,45045001205,"Greenville County, SC - 45045001205",2016,25.40%,
45,South Carolina,45045001302,"Greenville County, SC - 45045001302",2016,40.30%,
45,South Carolina,45045001400,"Greenville County, SC - 45045001400",2016,21.40%,
45,South Carolina,45045001501,"Greenville County, SC - 45045001501",2016,19.00%,
45,South Carolina,45045001502,"Greenville County, SC - 45045001502",2016,30.90%,
45,South Carolina,45045001600,"Greenville County, SC - 45045001600",2016,20.00%,
45,South Carolina,45045001700,"Greenville County, SC - 45045001700",2016,39.20%,
45,South Carolina,45045001803,"Greenville County, SC - 45045001803",2016,25.40%,
45,South Carolina,45045001804,"Greenville County, SC - 45045001804",2016,21.70%,
45,South Carolina,45045001805,"Greenville County, SC - 45045001805",2016,20.50%,
45,South Carolina,45045001807,"Greenville County, SC - 45045001807",2016,19.30%,
45,South Carolina,45045001808,"Greenville County, SC - 45045001808",2016,51.90%,
45,South Carolina,45045001809,"Greenville County, SC - 45045001809",2016,32.20%,
45,South Carolina,45045001810,"Greenville County, SC - 45045001810",2016,37.70%,
45,South Carolina,45045001900,"Greenville County, SC - 45045001900",2016,24.30%,
45,South Carolina,45045002001,"Greenville County, SC - 45045002001",2016,29.40%,
45,South Carolina,45045002003,"Greenville County, SC - 45045002003",2016,19.60%,
45,South Carolina,45045002005,"Greenville County, SC - 45045002005",2016,19.70%,
45,South Carolina,45045002103,"Greenville County, SC - 45045002103",2016,22.80%,
45,South Carolina,45045002104,"Greenville County, SC - 45045002104",2016,37.70%,
45,South Carolina,45045002105,"Greenville County, SC - 45045002105",2016,38.50%,
45,South Carolina,45045002106,"Greenville County, SC - 45045002106",2016,37.60%,
45,South Carolina,45045002107,"Greenville County, SC - 45045002107",2016,48.20%,
45,South Carolina,45045002108,"Greenville County, SC - 45045002108",2016,38.70%,
45,South Carolina,45045002201,"Greenville County, SC - 45045002201",2016,29.60%,
45,South Carolina,45045002202,"Greenville County, SC - 45045002202",2016,26.40%,
45,South Carolina,45045002301,"Greenville County, SC - 45045002301",2016,20.30%,
45,South Carolina,45045002302,"Greenville County, SC - 45045002302",2016,29.40%,
45,South Carolina,45045002303,"Greenville County, SC - 45045002303",2016,48.10%,
45,South Carolina,45045002304,"Greenville County, SC - 45045002304",2016,32.30%,
45,South Carolina,45045002402,"Greenville County, SC - 45045002402",2016,3.20%,
45,South Carolina,45045002403,"Greenville County, SC - 45045002403",2016,1.10%,
45,South Carolina,45045002404,"Greenville County, SC - 45045002404",2016,0.60%,
45,South Carolina,45045002503,"Greenville County, SC - 45045002503",2016,22.00%,
45,South Carolina,45045002504,"Greenville County, SC - 45045002504",2016,43.20%,
45,South Carolina,45045002505,"Greenville County, SC - 45045002505",2016,35.10%,
45,South Carolina,45045002506,"Greenville County, SC - 45045002506",2016,12.00%,
45,South Carolina,45045002507,"Greenville County, SC - 45045002507",2016,12.90%,
45,South Carolina,45045002602,"Greenville County, SC - 45045002602",2016,20.90%,
45,South Carolina,45045002604,"Greenville County, SC - 45045002604",2016,15.70%,
45,South Carolina,45045002606,"Greenville County, SC - 45045002606",2016,4.40%,
45,South Carolina,45045002608,"Greenville County, SC - 45045002608",2016,20.20%,
45,South Carolina,45045002609,"Greenville County, SC - 45045002609",2016,24.30%,
45,South Carolina,45045002610,"Greenville County, SC - 45045002610",2016,9.50%,
45,South Carolina,45045002611,"Greenville County, SC - 45045002611",2016,7.60%,
45,South Carolina,45045002701,"Greenville County, SC - 45045002701",2016,3.10%,
45,South Carolina,45045002702,"Greenville County, SC - 45045002702",2016,8.40%,
45,South Carolina,45045002803,"Greenville County, SC - 45045002803",2016,22.30%,
45,South Carolina,45045002804,"Greenville County, SC - 45045002804",2016,17.10%,
45,South Carolina,45045002805,"Greenville County, SC - 45045002805",2016,22.90%,
45,South Carolina,45045002808,"Greenville County, SC - 45045002808",2016,30.30%,
45,South Carolina,45045002811,"Greenville County, SC - 45045002811",2016,32.40%,
45,South Carolina,45045002812,"Greenville County, SC - 45045002812",2016,29.40%,
45,South Carolina,45045002813,"Greenville County, SC - 45045002813",2016,15.00%,
45,South Carolina,45045002814,"Greenville County, SC - 45045002814",2016,11.40%,
45,South Carolina,45045002815,"Greenville County, SC - 45045002815",2016,20.00%,
45,South Carolina,45045002816,"Greenville County, SC - 45045002816",2016,10.80%,
45,South Carolina,45045002901,"Greenville County, SC - 45045002901",2016,19.90%,
45,South Carolina,45045002903,"Greenville County, SC - 45045002903",2016,33.40%,
45,South Carolina,45045002904,"Greenville County, SC - 45045002904",2016,14.60%,
45,South Carolina,45045002905,"Greenville County, SC - 45045002905",2016,14.50%,
45,South Carolina,45045003005,"Greenville County, SC - 45045003005",2016,37.30%,
45,South Carolina,45045003008,"Greenville County, SC - 45045003008",2016,10.80%,
45,South Carolina,45045003009,"Greenville County, SC - 45045003009",2016,3.90%,
45,South Carolina,45045003010,"Greenville County, SC - 45045003010",2016,11.90%,
45,South Carolina,45045003011,"Greenville County, SC - 45045003011",2016,14.80%,
45,South Carolina,45045003012,"Greenville County, SC - 45045003012",2016,20.70%,
45,South Carolina,45045003013,"Greenville County, SC - 45045003013",2016,19.10%,
45,South Carolina,45045003014,"Greenville County, SC - 45045003014",2016,13.20%,
45,South Carolina,45045003015,"Greenville County, SC - 45045003015",2016,7.40%,
45,South Carolina,45045003101,"Greenville County, SC - 45045003101",2016,15.50%,
45,South Carolina,45045003103,"Greenville County, SC - 45045003103",2016,5.20%,
45,South Carolina,45045003104,"Greenville County, SC - 45045003104",2016,0.80%,
45,South Carolina,45045003201,"Greenville County, SC - 45045003201",2016,1.70%,
45,South Carolina,45045003202,"Greenville County, SC - 45045003202",2016,0.90%,
45,South Carolina,45045003301,"Greenville County, SC - 45045003301",2016,3.80%,
45,South Carolina,45045003303,"Greenville County, SC - 45045003303",2016,6.40%,
45,South Carolina,45045003304,"Greenville County, SC - 45045003304",2016,4.40%,
45,South Carolina,45045003401,"Greenville County, SC - 45045003401",2016,33.80%,
45,South Carolina,45045003500,"Greenville County, SC - 45045003500",2016,10.10%,
45,South Carolina,45045003601,"Greenville County, SC - 45045003601",2016,13.30%,
45,South Carolina,45045003602,"Greenville County, SC - 45045003602",2016,20.40%,
45,South Carolina,45045003701,"Greenville County, SC - 45045003701",2016,4.00%,
45,South Carolina,45045003704,"Greenville County, SC - 45045003704",2016,24.50%,
45,South Carolina,45045003705,"Greenville County, SC - 45045003705",2016,11.90%,
45,South Carolina,45045003706,"Greenville County, SC - 45045003706",2016,20.80%,
45,South Carolina,45045003707,"Greenville County, SC - 45045003707",2016,19.90%,
45,South Carolina,45045003801,"Greenville County, SC - 45045003801",2016,11.40%,
45,South Carolina,45045003802,"Greenville County, SC - 45045003802",2016,7.10%,
45,South Carolina,45045003902,"Greenville County, SC - 45045003902",2016,3.00%,
45,South Carolina,45045003903,"Greenville County, SC - 45045003903",2016,1.90%,
45,South Carolina,45045003904,"Greenville County, SC - 45045003904",2016,7.50%,
45,South Carolina,45045004001,"Greenville County, SC - 45045004001",2016,1.50%,
45,South Carolina,45045004002,"Greenville County, SC - 45045004002",2016,0.80%,
45,South Carolina,45045004101,"Greenville County, SC - 45045004101",2016,1.90%,
45,South Carolina,45045004102,"Greenville County, SC - 45045004102",2016,0.20%,
45,South Carolina,45045004200,"Greenville County, SC - 45045004200",2016,17.20%,
45,South Carolina,45045004300,"Greenville County, SC - 45045004300",2016,28.70%,
45,South Carolina,45045004400,"Greenville County, SC - 45045004400",2016,54.70%,
45,South Carolina,45047970101,"Greenwood County, SC - 45047970101",2016,1.80%,
45,South Carolina,45047970102,"Greenwood County, SC - 45047970102",2016,1.50%,
45,South Carolina,45047970201,"Greenwood County, SC - 45047970201",2016,2.90%,
45,South Carolina,45047970202,"Greenwood County, SC - 45047970202",2016,14.80%,
45,South Carolina,45047970301,"Greenwood County, SC - 45047970301",2016,15.40%,
45,South Carolina,45047970302,"Greenwood County, SC - 45047970302",2016,11.10%,
45,South Carolina,45047970400,"Greenwood County, SC - 45047970400",2016,6.20%,
45,South Carolina,45047970500,"Greenwood County, SC - 45047970500",2016,25.60%,
45,South Carolina,45047970600,"Greenwood County, SC - 45047970600",2016,4.50%,
45,South Carolina,45047970701,"Greenwood County, SC - 45047970701",2016,1.00%,
45,South Carolina,45047970702,"Greenwood County, SC - 45047970702",2016,1.50%,
45,South Carolina,45047970800,"Greenwood County, SC - 45047970800",2016,3.40%,
45,South Carolina,45047970900,"Greenwood County, SC - 45047970900",2016,0.30%,
45,South Carolina,45047971000,"Greenwood County, SC - 45047971000",2016,0.40%,
45,South Carolina,45049920100,"Hampton County, SC - 45049920100",2016,0.80%,
45,South Carolina,45049920200,"Hampton County, SC - 45049920200",2016,1.30%,
45,South Carolina,45049920300,"Hampton County, SC - 45049920300",2016,0.70%,
45,South Carolina,45049920400,"Hampton County, SC - 45049920400",2016,0.80%,
45,South Carolina,45049920500,"Hampton County, SC - 45049920500",2016,0.40%,
45,South Carolina,45051010100,"Horry County, SC - 45051010100",2016,0.60%,
45,South Carolina,45051020100,"Horry County, SC - 45051020100",2016,1.00%,
45,South Carolina,45051020200,"Horry County, SC - 45051020200",2016,2.70%,
45,South Carolina,45051020300,"Horry County, SC - 45051020300",2016,0.90%,
45,South Carolina,45051030101,"Horry County, SC - 45051030101",2016,1.20%,
45,South Carolina,45051030102,"Horry County, SC - 45051030102",2016,1.00%,
45,South Carolina,45051030103,"Horry County, SC - 45051030103",2016,1.60%,
45,South Carolina,45051040101,"Horry County, SC - 45051040101",2016,5.20%,
45,South Carolina,45051040102,"Horry County, SC - 45051040102",2016,12.00%,
45,South Carolina,45051040103,"Horry County, SC - 45051040103",2016,11.80%,
45,South Carolina,45051040104,"Horry County, SC - 45051040104",2016,4.60%,
45,South Carolina,45051040105,"Horry County, SC - 45051040105",2016,20.50%,
45,South Carolina,45051040200,"Horry County, SC - 45051040200",2016,6.70%,
45,South Carolina,45051040300,"Horry County, SC - 45051040300",2016,34.80%,
45,South Carolina,45051040400,"Horry County, SC - 45051040400",2016,26.10%,
45,South Carolina,45051040500,"Horry County, SC - 45051040500",2016,23.50%,
45,South Carolina,45051050102,"Horry County, SC - 45051050102",2016,19.70%,
45,South Carolina,45051050200,"Horry County, SC - 45051050200",2016,29.50%,
45,South Carolina,45051050303,"Horry County, SC - 45051050303",2016,27.70%,
45,South Carolina,45051050401,"Horry County, SC - 45051050401",2016,26.80%,
45,South Carolina,45051050402,"Horry County, SC - 45051050402",2016,20.40%,
45,South Carolina,45051050500,"Horry County, SC - 45051050500",2016,39.80%,
45,South Carolina,45051050600,"Horry County, SC - 45051050600",2016,47.30%,
45,South Carolina,45051050700,"Horry County, SC - 45051050700",2016,51.00%,
45,South Carolina,45051050900,"Horry County, SC - 45051050900",2016,30.00%,
45,South Carolina,45051051000,"Horry County, SC - 45051051000",2016,29.40%,
45,South Carolina,45051051201,"Horry County, SC - 45051051201",2016,27.00%,
45,South Carolina,45051051202,"Horry County, SC - 45051051202",2016,31.40%,
45,South Carolina,45051051301,"Horry County, SC - 45051051301",2016,41.70%,
45,South Carolina,45051051302,"Horry County, SC - 45051051302",2016,23.60%,
45,South Carolina,45051051403,"Horry County, SC - 45051051403",2016,17.40%,
45,South Carolina,45051051404,"Horry County, SC - 45051051404",2016,30.10%,
45,South Carolina,45051051405,"Horry County, SC - 45051051405",2016,21.00%,
45,South Carolina,45051051406,"Horry County, SC - 45051051406",2016,35.40%,
45,South Carolina,45051051501,"Horry County, SC - 45051051501",2016,19.20%,
45,South Carolina,45051051502,"Horry County, SC - 45051051502",2016,21.50%,
45,South Carolina,45051051503,"Horry County, SC - 45051051503",2016,21.00%,
45,South Carolina,45051051601,"Horry County, SC - 45051051601",2016,9.30%,
45,South Carolina,45051051603,"Horry County, SC - 45051051603",2016,4.80%,
45,South Carolina,45051051604,"Horry County, SC - 45051051604",2016,10.60%,
45,South Carolina,45051051605,"Horry County, SC - 45051051605",2016,14.50%,
45,South Carolina,45051051700,"Horry County, SC - 45051051700",2016,37.60%,
45,South Carolina,45051060101,"Horry County, SC - 45051060101",2016,2.90%,
45,South Carolina,45051060102,"Horry County, SC - 45051060102",2016,3.20%,
45,South Carolina,45051060203,"Horry County, SC - 45051060203",2016,10.30%,
45,South Carolina,45051060204,"Horry County, SC - 45051060204",2016,22.40%,
45,South Carolina,45051060206,"Horry County, SC - 45051060206",2016,19.80%,
45,South Carolina,45051060207,"Horry County, SC - 45051060207",2016,12.10%,
45,South Carolina,45051060208,"Horry County, SC - 45051060208",2016,14.20%,
45,South Carolina,45051060209,"Horry County, SC - 45051060209",2016,13.40%,
45,South Carolina,45051060301,"Horry County, SC - 45051060301",2016,0.90%,
45,South Carolina,45051060303,"Horry County, SC - 45051060303",2016,8.20%,
45,South Carolina,45051060308,"Horry County, SC - 45051060308",2016,2.80%,
45,South Carolina,45051060403,"Horry County, SC - 45051060403",2016,9.40%,
45,South Carolina,45051060404,"Horry County, SC - 45051060404",2016,13.60%,
45,South Carolina,45051060405,"Horry County, SC - 45051060405",2016,23.70%,
45,South Carolina,45051060406,"Horry County, SC - 45051060406",2016,9.80%,
45,South Carolina,45051070101,"Horry County, SC - 45051070101",2016,1.40%,
45,South Carolina,45051070102,"Horry County, SC - 45051070102",2016,0.90%,
45,South Carolina,45051070200,"Horry County, SC - 45051070200",2016,14.70%,
45,South Carolina,45051070300,"Horry County, SC - 45051070300",2016,16.80%,
45,South Carolina,45051070400,"Horry County, SC - 45051070400",2016,9.10%,
45,South Carolina,45051070500,"Horry County, SC - 45051070500",2016,5.60%,
45,South Carolina,45051070601,"Horry County, SC - 45051070601",2016,0.70%,
45,South Carolina,45051070602,"Horry County, SC - 45051070602",2016,0.60%,
45,South Carolina,45051070701,"Horry County, SC - 45051070701",2016,2.30%,
45,South Carolina,45051070702,"Horry County, SC - 45051070702",2016,1.90%,
45,South Carolina,45051080101,"Horry County, SC - 45051080101",2016,0.70%,
45,South Carolina,45051080102,"Horry County, SC - 45051080102",2016,2.30%,
45,South Carolina,45051080200,"Horry County, SC - 45051080200",2016,0.60%,
45,South Carolina,45051980100,"Horry County, SC - 45051980100",2016,24.20%,
45,South Carolina,45051990100,"Horry County, SC - 45051990100",2016,5.20%,
45,South Carolina,45053950100,"Jasper County, SC - 45053950100",2016,0.30%,
45,South Carolina,45053950201,"Jasper County, SC - 45053950201",2016,1.70%,
45,South Carolina,45053950202,"Jasper County, SC - 45053950202",2016,1.00%,
45,South Carolina,45053950300,"Jasper County, SC - 45053950300",2016,0.70%,
45,South Carolina,45053990100,"Jasper County, SC - 45053990100",2016,0.00%,
45,South Carolina,45055970100,"Kershaw County, SC - 45055970100",2016,0.80%,
45,South Carolina,45055970200,"Kershaw County, SC - 45055970200",2016,0.80%,
45,South Carolina,45055970300,"Kershaw County, SC - 45055970300",2016,0.40%,
45,South Carolina,45055970401,"Kershaw County, SC - 45055970401",2016,0.60%,
45,South Carolina,45055970402,"Kershaw County, SC - 45055970402",2016,8.00%,
45,South Carolina,45055970403,"Kershaw County, SC - 45055970403",2016,12.30%,
45,South Carolina,45055970500,"Kershaw County, SC - 45055970500",2016,2.90%,
45,South Carolina,45055970601,"Kershaw County, SC - 45055970601",2016,5.10%,
45,South Carolina,45055970602,"Kershaw County, SC - 45055970602",2016,0.70%,
45,South Carolina,45055970700,"Kershaw County, SC - 45055970700",2016,0.90%,
45,South Carolina,45055970800,"Kershaw County, SC - 45055970800",2016,7.30%,
45,South Carolina,45055970902,"Kershaw County, SC - 45055970902",2016,1.50%,
45,South Carolina,45055970903,"Kershaw County, SC - 45055970903",2016,3.60%,
45,South Carolina,45055970904,"Kershaw County, SC - 45055970904",2016,6.00%,
45,South Carolina,45055970905,"Kershaw County, SC - 45055970905",2016,7.80%,
45,South Carolina,45057010100,"Lancaster County, SC - 45057010100",2016,0.50%,
45,South Carolina,45057010200,"Lancaster County, SC - 45057010200",2016,1.10%,
45,South Carolina,45057010300,"Lancaster County, SC - 45057010300",2016,0.50%,
45,South Carolina,45057010400,"Lancaster County, SC - 45057010400",2016,0.70%,
45,South Carolina,45057010500,"Lancaster County, SC - 45057010500",2016,9.20%,
45,South Carolina,45057010600,"Lancaster County, SC - 45057010600",2016,5.00%,
45,South Carolina,45057010700,"Lancaster County, SC - 45057010700",2016,23.30%,
45,South Carolina,45057010800,"Lancaster County, SC - 45057010800",2016,28.80%,
45,South Carolina,45057010900,"Lancaster County, SC - 45057010900",2016,11.80%,
45,South Carolina,45057011001,"Lancaster County, SC - 45057011001",2016,1.80%,
45,South Carolina,45057011002,"Lancaster County, SC - 45057011002",2016,1.30%,
45,South Carolina,45057011100,"Lancaster County, SC - 45057011100",2016,1.60%,
45,South Carolina,45057011201,"Lancaster County, SC - 45057011201",2016,7.90%,
45,South Carolina,45057011202,"Lancaster County, SC - 45057011202",2016,3.20%,
45,South Carolina,45059920101,"Laurens County, SC - 45059920101",2016,2.00%,
45,South Carolina,45059920102,"Laurens County, SC - 45059920102",2016,1.10%,
45,South Carolina,45059920103,"Laurens County, SC - 45059920103",2016,1.80%,
45,South Carolina,45059920104,"Laurens County, SC - 45059920104",2016,2.50%,
45,South Carolina,45059920201,"Laurens County, SC - 45059920201",2016,0.80%,
45,South Carolina,45059920202,"Laurens County, SC - 45059920202",2016,0.70%,
45,South Carolina,45059920301,"Laurens County, SC - 45059920301",2016,1.00%,
45,South Carolina,45059920302,"Laurens County, SC - 45059920302",2016,2.10%,
45,South Carolina,45059920400,"Laurens County, SC - 45059920400",2016,11.20%,
45,South Carolina,45059920501,"Laurens County, SC - 45059920501",2016,1.00%,
45,South Carolina,45059920502,"Laurens County, SC - 45059920502",2016,4.00%,
45,South Carolina,45059920600,"Laurens County, SC - 45059920600",2016,1.00%,
45,South Carolina,45059920700,"Laurens County, SC - 45059920700",2016,7.10%,
45,South Carolina,45059920800,"Laurens County, SC - 45059920800",2016,4.90%,
45,South Carolina,45059920900,"Laurens County, SC - 45059920900",2016,0.90%,
45,South Carolina,45059921001,"Laurens County, SC - 45059921001",2016,1.10%,
45,South Carolina,45059921002,"Laurens County, SC - 45059921002",2016,0.80%,
45,South Carolina,45061920100,"Lee County, SC - 45061920100",2016,0.60%,
45,South Carolina,45061920200,"Lee County, SC - 45061920200",2016,0.80%,
45,South Carolina,45061920301,"Lee County, SC - 45061920301",2016,28.50%,
45,South Carolina,45061920302,"Lee County, SC - 45061920302",2016,1.90%,
45,South Carolina,45061920400,"Lee County, SC - 45061920400",2016,0.60%,
45,South Carolina,45061920500,"Lee County, SC - 45061920500",2016,0.50%,
45,South Carolina,45061920600,"Lee County, SC - 45061920600",2016,0.50%,
45,South Carolina,45063020100,"Lexington County, SC - 45063020100",2016,20.20%,
45,South Carolina,45063020201,"Lexington County, SC - 45063020201",2016,38.20%,
45,South Carolina,45063020202,"Lexington County, SC - 45063020202",2016,36.50%,
45,South Carolina,45063020300,"Lexington County, SC - 45063020300",2016,49.30%,
45,South Carolina,45063020505,"Lexington County, SC - 45063020505",2016,40.70%,
45,South Carolina,45063020506,"Lexington County, SC - 45063020506",2016,19.50%,
45,South Carolina,45063020507,"Lexington County, SC - 45063020507",2016,19.30%,
45,South Carolina,45063020508,"Lexington County, SC - 45063020508",2016,22.40%,
45,South Carolina,45063020509,"Lexington County, SC - 45063020509",2016,21.10%,
45,South Carolina,45063020510,"Lexington County, SC - 45063020510",2016,27.30%,
45,South Carolina,45063020511,"Lexington County, SC - 45063020511",2016,35.60%,
45,South Carolina,45063020601,"Lexington County, SC - 45063020601",2016,39.60%,
45,South Carolina,45063020602,"Lexington County, SC - 45063020602",2016,26.90%,
45,South Carolina,45063020604,"Lexington County, SC - 45063020604",2016,21.70%,
45,South Carolina,45063020605,"Lexington County, SC - 45063020605",2016,17.70%,
45,South Carolina,45063020703,"Lexington County, SC - 45063020703",2016,12.80%,
45,South Carolina,45063020705,"Lexington County, SC - 45063020705",2016,4.90%,
45,South Carolina,45063020706,"Lexington County, SC - 45063020706",2016,11.70%,
45,South Carolina,45063020707,"Lexington County, SC - 45063020707",2016,8.50%,
45,South Carolina,45063020708,"Lexington County, SC - 45063020708",2016,7.40%,
45,South Carolina,45063020801,"Lexington County, SC - 45063020801",2016,0.90%,
45,South Carolina,45063020802,"Lexington County, SC - 45063020802",2016,2.00%,
45,South Carolina,45063020803,"Lexington County, SC - 45063020803",2016,1.80%,
45,South Carolina,45063020804,"Lexington County, SC - 45063020804",2016,2.50%,
45,South Carolina,45063020805,"Lexington County, SC - 45063020805",2016,6.50%,
45,South Carolina,45063020903,"Lexington County, SC - 45063020903",2016,1.30%,
45,South Carolina,45063020904,"Lexington County, SC - 45063020904",2016,0.80%,
45,South Carolina,45063020905,"Lexington County, SC - 45063020905",2016,2.50%,
45,South Carolina,45063020906,"Lexington County, SC - 45063020906",2016,2.80%,
45,South Carolina,45063020907,"Lexington County, SC - 45063020907",2016,8.80%,
45,South Carolina,45063020908,"Lexington County, SC - 45063020908",2016,6.30%,
45,South Carolina,45063021009,"Lexington County, SC - 45063021009",2016,8.70%,
45,South Carolina,45063021014,"Lexington County, SC - 45063021014",2016,10.30%,
45,South Carolina,45063021017,"Lexington County, SC - 45063021017",2016,15.40%,
45,South Carolina,45063021018,"Lexington County, SC - 45063021018",2016,11.80%,
45,South Carolina,45063021019,"Lexington County, SC - 45063021019",2016,15.00%,
45,South Carolina,45063021020,"Lexington County, SC - 45063021020",2016,21.70%,
45,South Carolina,45063021021,"Lexington County, SC - 45063021021",2016,1.00%,
45,South Carolina,45063021022,"Lexington County, SC - 45063021022",2016,9.20%,
45,South Carolina,45063021023,"Lexington County, SC - 45063021023",2016,13.90%,
