state_fips,state,geoid,census_tract_2,year,value,data_comment,tract_latitude,tract_longitude
45,South Carolina,45045003902,"Greenville County, SC - 45045003902",2016,3.00%,,+34.9896106,-082.3867099
45,South Carolina,45045003903,"Greenville County, SC - 45045003903",2016,1.90%,,+34.9881191,-082.4811278
45,South Carolina,45045003904,"Greenville County, SC - 45045003904",2016,7.50%,,+34.9863586,-082.4422353
45,South Carolina,45045004001,"Greenville County, SC - 45045004001",2016,1.50%,,+35.0354270,-082.3769893
45,South Carolina,45045004002,"Greenville County, SC - 45045004002",2016,0.80%,,+35.1209018,-082.4370760
45,South Carolina,45045004101,"Greenville County, SC - 45045004101",2016,1.90%,,+35.0374840,-082.5065924
45,South Carolina,45045004102,"Greenville County, SC - 45045004102",2016,0.20%,,+35.0942506,-082.6016505
45,South Carolina,45045004200,"Greenville County, SC - 45045004200",2016,17.20%,,+34.8345704,-082.3904774
45,South Carolina,45045004300,"Greenville County, SC - 45045004300",2016,28.70%,,+34.8417160,-082.3753525
45,South Carolina,45045004400,"Greenville County, SC - 45045004400",2016,54.70%,,+34.8479697,-082.3501653
45,South Carolina,45047970101,"Greenwood County, SC - 45047970101",2016,1.80%,,+34.3088563,-082.1849097
45,South Carolina,45047970102,"Greenwood County, SC - 45047970102",2016,1.50%,,+34.3181322,-082.2696150
45,South Carolina,45047970201,"Greenwood County, SC - 45047970201",2016,2.90%,,+34.2624686,-082.1268673
45,South Carolina,45047970202,"Greenwood County, SC - 45047970202",2016,14.80%,,+34.2259006,-082.1588209
45,South Carolina,45047970301,"Greenwood County, SC - 45047970301",2016,15.40%,,+34.2232322,-082.1807949
45,South Carolina,45047970302,"Greenwood County, SC - 45047970302",2016,11.10%,,+34.2103000,-082.2139248
45,South Carolina,45047970400,"Greenwood County, SC - 45047970400",2016,6.20%,,+34.1698568,-082.2054546
45,South Carolina,45047970500,"Greenwood County, SC - 45047970500",2016,25.60%,,+34.1960292,-082.1475885
45,South Carolina,45047970600,"Greenwood County, SC - 45047970600",2016,4.50%,,+34.1890147,-082.0906631
45,South Carolina,45047970701,"Greenwood County, SC - 45047970701",2016,1.00%,,+34.1717850,-081.9423252
45,South Carolina,45047970702,"Greenwood County, SC - 45047970702",2016,1.50%,,+34.1649441,-082.0235799
45,South Carolina,45047970800,"Greenwood County, SC - 45047970800",2016,3.40%,,+34.1118770,-082.1861034
45,South Carolina,45047970900,"Greenwood County, SC - 45047970900",2016,0.30%,,+34.0389170,-082.2095765
45,South Carolina,45047971000,"Greenwood County, SC - 45047971000",2016,0.40%,,+34.0460636,-082.0457402
45,South Carolina,45049920100,"Hampton County, SC - 45049920100",2016,0.80%,,+32.9411602,-081.1416812
45,South Carolina,45049920200,"Hampton County, SC - 45049920200",2016,1.30%,,+32.8590563,-081.0106074
45,South Carolina,45049920300,"Hampton County, SC - 45049920300",2016,0.70%,,+32.7268667,-080.9155997
45,South Carolina,45049920400,"Hampton County, SC - 45049920400",2016,0.80%,,+32.7786383,-081.2056929
45,South Carolina,45049920500,"Hampton County, SC - 45049920500",2016,0.40%,,+32.6522300,-081.2720655
45,South Carolina,45051010100,"Horry County, SC - 45051010100",2016,0.60%,,+34.1740918,-079.0834546
45,South Carolina,45051020100,"Horry County, SC - 45051020100",2016,1.00%,,+34.1212643,-078.9380975
45,South Carolina,45051020200,"Horry County, SC - 45051020200",2016,2.70%,,+34.0490659,-078.8433664
45,South Carolina,45051020300,"Horry County, SC - 45051020300",2016,0.90%,,+34.0146550,-078.9590241
45,South Carolina,45051030101,"Horry County, SC - 45051030101",2016,1.20%,,+33.9968965,-078.7814877
45,South Carolina,45051030102,"Horry County, SC - 45051030102",2016,1.00%,,+33.9266369,-078.8090990
45,South Carolina,45051030103,"Horry County, SC - 45051030103",2016,1.60%,,+33.9640860,-078.7323431
45,South Carolina,45051040101,"Horry County, SC - 45051040101",2016,5.20%,,+33.8980755,-078.6953749
45,South Carolina,45051040102,"Horry County, SC - 45051040102",2016,12.00%,,+33.8606822,-078.6881471
45,South Carolina,45051040103,"Horry County, SC - 45051040103",2016,11.80%,,+33.8802992,-078.6541160
45,South Carolina,45051040104,"Horry County, SC - 45051040104",2016,4.60%,,+33.8868648,-078.6108585
45,South Carolina,45051040105,"Horry County, SC - 45051040105",2016,20.50%,,+33.8685828,-078.6258172
45,South Carolina,45051040200,"Horry County, SC - 45051040200",2016,6.70%,,+33.8517082,-078.6005410
45,South Carolina,45051040300,"Horry County, SC - 45051040300",2016,34.80%,,+33.8340470,-078.6677196
45,South Carolina,45051040400,"Horry County, SC - 45051040400",2016,26.10%,,+33.8134721,-078.7040302
45,South Carolina,45051040500,"Horry County, SC - 45051040500",2016,23.50%,,+33.7932933,-078.7441369
45,South Carolina,45051050102,"Horry County, SC - 45051050102",2016,19.70%,,+33.7357637,-078.8699522
45,South Carolina,45051050200,"Horry County, SC - 45051050200",2016,29.50%,,+33.7725679,-078.7856627
45,South Carolina,45051050303,"Horry County, SC - 45051050303",2016,27.70%,,+33.7568838,-078.8111818
45,South Carolina,45051050401,"Horry County, SC - 45051050401",2016,26.80%,,+33.7438694,-078.8293091
45,South Carolina,45051050402,"Horry County, SC - 45051050402",2016,20.40%,,+33.7346759,-078.8460130
45,South Carolina,45051050500,"Horry County, SC - 45051050500",2016,39.80%,,+33.7168113,-078.8665665
45,South Carolina,45051050600,"Horry County, SC - 45051050600",2016,47.30%,,+33.7041378,-078.8898834
45,South Carolina,45051050700,"Horry County, SC - 45051050700",2016,51.00%,,+33.6888479,-078.8889817
45,South Carolina,45051050900,"Horry County, SC - 45051050900",2016,30.00%,,+33.6942078,-078.9128736
45,South Carolina,45051051000,"Horry County, SC - 45051051000",2016,29.40%,,+33.6667569,-078.9501527
45,South Carolina,45051051201,"Horry County, SC - 45051051201",2016,27.00%,,+33.6145803,-078.9706701
45,South Carolina,45051051202,"Horry County, SC - 45051051202",2016,31.40%,,+33.6025215,-078.9823450
45,South Carolina,45051051301,"Horry County, SC - 45051051301",2016,41.70%,,+33.5915884,-078.9922266
45,South Carolina,45051051302,"Horry County, SC - 45051051302",2016,23.60%,,+33.5809735,-079.0076889
45,South Carolina,45051051403,"Horry County, SC - 45051051403",2016,17.40%,,+33.6517690,-078.9651225
45,South Carolina,45051051404,"Horry County, SC - 45051051404",2016,30.10%,,+33.6242807,-078.9876584
45,South Carolina,45051051405,"Horry County, SC - 45051051405",2016,21.00%,,+33.6097828,-078.9999521
45,South Carolina,45051051406,"Horry County, SC - 45051051406",2016,35.40%,,+33.5912971,-079.0183643
45,South Carolina,45051051501,"Horry County, SC - 45051051501",2016,19.20%,,+33.6916274,-078.9850450
45,South Carolina,45051051502,"Horry County, SC - 45051051502",2016,21.50%,,+33.6708235,-078.9839079
45,South Carolina,45051051503,"Horry County, SC - 45051051503",2016,21.00%,,+33.6898821,-078.9573572
45,South Carolina,45051051601,"Horry County, SC - 45051051601",2016,9.30%,,+33.6597535,-079.0227565
45,South Carolina,45051051603,"Horry County, SC - 45051051603",2016,4.80%,,+33.6386523,-079.0781435
45,South Carolina,45051051604,"Horry County, SC - 45051051604",2016,10.60%,,+33.5900710,-079.0642326
45,South Carolina,45051051605,"Horry County, SC - 45051051605",2016,14.50%,,+33.6150143,-079.0285564
45,South Carolina,45051051700,"Horry County, SC - 45051051700",2016,37.60%,,+33.6506755,-078.9309925
45,South Carolina,45051060101,"Horry County, SC - 45051060101",2016,2.90%,,+33.7554846,-079.0416290
45,South Carolina,45051060102,"Horry County, SC - 45051060102",2016,3.20%,,+33.6995664,-079.0388546
45,South Carolina,45051060203,"Horry County, SC - 45051060203",2016,10.30%,,+33.7255263,-078.9848479
45,South Carolina,45051060204,"Horry County, SC - 45051060204",2016,22.40%,,+33.7068355,-078.9669823
45,South Carolina,45051060206,"Horry County, SC - 45051060206",2016,19.80%,,+33.7481936,-078.9320200
45,South Carolina,45051060207,"Horry County, SC - 45051060207",2016,12.10%,,+33.7649493,-078.8912161
45,South Carolina,45051060208,"Horry County, SC - 45051060208",2016,14.20%,,+33.7328255,-078.9144843
45,South Carolina,45051060209,"Horry County, SC - 45051060209",2016,13.40%,,+33.7718668,-078.9473766
45,South Carolina,45051060301,"Horry County, SC - 45051060301",2016,0.90%,,+33.8542270,-078.8517314
45,South Carolina,45051060303,"Horry County, SC - 45051060303",2016,8.20%,,+33.8244836,-078.7356766
45,South Carolina,45051060308,"Horry County, SC - 45051060308",2016,2.80%,,+33.8055890,-078.8474659
45,South Carolina,45051060403,"Horry County, SC - 45051060403",2016,9.40%,,+33.8209433,-079.0148447
45,South Carolina,45051060404,"Horry County, SC - 45051060404",2016,13.60%,,+33.8009395,-078.9787748
45,South Carolina,45051060405,"Horry County, SC - 45051060405",2016,23.70%,,+33.7922107,-079.0120361
45,South Carolina,45051060406,"Horry County, SC - 45051060406",2016,9.80%,,+33.7513210,-079.0028446
45,South Carolina,45051070101,"Horry County, SC - 45051070101",2016,1.40%,,+33.9111006,-079.0002954
45,South Carolina,45051070102,"Horry County, SC - 45051070102",2016,0.90%,,+33.8850044,-078.9240534
45,South Carolina,45051070200,"Horry County, SC - 45051070200",2016,14.70%,,+33.8580120,-079.0476531
45,South Carolina,45051070300,"Horry County, SC - 45051070300",2016,16.80%,,+33.8534671,-079.0653864
45,South Carolina,45051070400,"Horry County, SC - 45051070400",2016,9.10%,,+33.8403088,-079.0952981
45,South Carolina,45051070500,"Horry County, SC - 45051070500",2016,5.60%,,+33.8115206,-079.0776842
45,South Carolina,45051070601,"Horry County, SC - 45051070601",2016,0.70%,,+33.8031326,-079.1758303
45,South Carolina,45051070602,"Horry County, SC - 45051070602",2016,0.60%,,+33.7107240,-079.1159442
45,South Carolina,45051070701,"Horry County, SC - 45051070701",2016,2.30%,,+33.9301965,-079.0725104
45,South Carolina,45051070702,"Horry County, SC - 45051070702",2016,1.90%,,+33.8582633,-079.1752251
45,South Carolina,45051080101,"Horry County, SC - 45051080101",2016,0.70%,,+34.0360374,-079.1450418
45,South Carolina,45051080102,"Horry County, SC - 45051080102",2016,2.30%,,+34.0039385,-079.2072429
45,South Carolina,45051080200,"Horry County, SC - 45051080200",2016,0.60%,,+33.9415985,-079.2327837
45,South Carolina,45051980100,"Horry County, SC - 45051980100",2016,24.20%,,+33.6782314,-078.9302466
45,South Carolina,45051990100,"Horry County, SC - 45051990100",2016,5.20%,,+33.7262431,-078.7613339
45,South Carolina,45053950100,"Jasper County, SC - 45053950100",2016,0.30%,,+32.5531475,-081.0749103
45,South Carolina,45053950201,"Jasper County, SC - 45053950201",2016,1.70%,,+32.3984799,-080.9415727
45,South Carolina,45053950202,"Jasper County, SC - 45053950202",2016,1.00%,,+32.5364880,-080.8861724
45,South Carolina,45053950300,"Jasper County, SC - 45053950300",2016,0.70%,,+32.2481288,-081.0599775
45,South Carolina,45053990100,"Jasper County, SC - 45053990100",2016,0.00%,,+32.0517966,-080.8125751
45,South Carolina,45055970100,"Kershaw County, SC - 45055970100",2016,0.80%,,+34.4265586,-080.3805615
45,South Carolina,45055970200,"Kershaw County, SC - 45055970200",2016,0.80%,,+34.5100021,-080.4724066
45,South Carolina,45055970300,"Kershaw County, SC - 45055970300",2016,0.40%,,+34.4430660,-080.7244223
45,South Carolina,45055970401,"Kershaw County, SC - 45055970401",2016,0.60%,,+34.2844433,-080.7465529
45,South Carolina,45055970402,"Kershaw County, SC - 45055970402",2016,8.00%,,+34.2346731,-080.6900046
45,South Carolina,45055970403,"Kershaw County, SC - 45055970403",2016,12.30%,,+34.2183873,-080.6619753
45,South Carolina,45055970500,"Kershaw County, SC - 45055970500",2016,2.90%,,+34.2954753,-080.6158639
45,South Carolina,45055970601,"Kershaw County, SC - 45055970601",2016,5.10%,,+34.2838619,-080.5502151
45,South Carolina,45055970602,"Kershaw County, SC - 45055970602",2016,0.70%,,+34.3673741,-080.6043918
45,South Carolina,45055970700,"Kershaw County, SC - 45055970700",2016,0.90%,,+34.1764818,-080.5520579
45,South Carolina,45055970800,"Kershaw County, SC - 45055970800",2016,7.30%,,+34.2226390,-080.5951484
45,South Carolina,45055970902,"Kershaw County, SC - 45055970902",2016,1.50%,,+34.1171926,-080.6538749
45,South Carolina,45055970903,"Kershaw County, SC - 45055970903",2016,3.60%,,+34.1746939,-080.8163615
45,South Carolina,45055970904,"Kershaw County, SC - 45055970904",2016,6.00%,,+34.1845536,-080.7606670
45,South Carolina,45055970905,"Kershaw County, SC - 45055970905",2016,7.80%,,+34.1988492,-080.7092803
45,South Carolina,45057010100,"Lancaster County, SC - 45057010100",2016,0.50%,,+34.7289023,-080.5604968
45,South Carolina,45057010200,"Lancaster County, SC - 45057010200",2016,1.10%,,+34.5820726,-080.5578749
45,South Carolina,45057010300,"Lancaster County, SC - 45057010300",2016,0.50%,,+34.5705217,-080.7384781
45,South Carolina,45057010400,"Lancaster County, SC - 45057010400",2016,0.70%,,+34.6481753,-080.8538741
45,South Carolina,45057010500,"Lancaster County, SC - 45057010500",2016,9.20%,,+34.6924242,-080.8004274
45,South Carolina,45057010600,"Lancaster County, SC - 45057010600",2016,5.00%,,+34.6743516,-080.7400025
45,South Carolina,45057010700,"Lancaster County, SC - 45057010700",2016,23.30%,,+34.7180813,-080.7600821
45,South Carolina,45057010800,"Lancaster County, SC - 45057010800",2016,28.80%,,+34.7162854,-080.7786524
45,South Carolina,45057010900,"Lancaster County, SC - 45057010900",2016,11.80%,,+34.7385541,-080.7834700
45,South Carolina,45057011001,"Lancaster County, SC - 45057011001",2016,1.80%,,+34.7034846,-080.6749230
45,South Carolina,45057011002,"Lancaster County, SC - 45057011002",2016,1.30%,,+34.7643953,-080.6816257
45,South Carolina,45057011100,"Lancaster County, SC - 45057011100",2016,1.60%,,+34.7749209,-080.8068098
45,South Carolina,45057011201,"Lancaster County, SC - 45057011201",2016,7.90%,,+35.0020502,-080.8717949
45,South Carolina,45057011202,"Lancaster County, SC - 45057011202",2016,3.20%,,+34.8889877,-080.8262996
45,South Carolina,45059920101,"Laurens County, SC - 45059920101",2016,2.00%,,+34.6996110,-082.1321446
45,South Carolina,45059920102,"Laurens County, SC - 45059920102",2016,1.10%,,+34.6390059,-082.0572767
45,South Carolina,45059920103,"Laurens County, SC - 45059920103",2016,1.80%,,+34.5727590,-082.1349400
45,South Carolina,45059920104,"Laurens County, SC - 45059920104",2016,2.50%,,+34.6162760,-082.1879444
45,South Carolina,45059920201,"Laurens County, SC - 45059920201",2016,0.80%,,+34.4881878,-082.2236946
45,South Carolina,45059920202,"Laurens County, SC - 45059920202",2016,0.70%,,+34.3871887,-082.1544992
45,South Carolina,45059920301,"Laurens County, SC - 45059920301",2016,1.00%,,+34.4806809,-082.0822038
45,South Carolina,45059920302,"Laurens County, SC - 45059920302",2016,2.10%,,+34.4434477,-081.9881019
45,South Carolina,45059920400,"Laurens County, SC - 45059920400",2016,11.20%,,+34.4928213,-082.0269534
45,South Carolina,45059920501,"Laurens County, SC - 45059920501",2016,1.00%,,+34.5996461,-081.9632935
45,South Carolina,45059920502,"Laurens County, SC - 45059920502",2016,4.00%,,+34.5452035,-082.0223328
45,South Carolina,45059920600,"Laurens County, SC - 45059920600",2016,1.00%,,+34.5100227,-081.7986227
45,South Carolina,45059920700,"Laurens County, SC - 45059920700",2016,7.10%,,+34.4682270,-081.9191816
45,South Carolina,45059920800,"Laurens County, SC - 45059920800",2016,4.90%,,+34.4227328,-081.8992407
45,South Carolina,45059920900,"Laurens County, SC - 45059920900",2016,0.90%,,+34.3961678,-081.8367798
45,South Carolina,45059921001,"Laurens County, SC - 45059921001",2016,1.10%,,+34.3629151,-082.0389254
45,South Carolina,45059921002,"Laurens County, SC - 45059921002",2016,0.80%,,+34.2923122,-081.9568343
45,South Carolina,45061920100,"Lee County, SC - 45061920100",2016,0.60%,,+34.2555206,-080.1752007
45,South Carolina,45061920200,"Lee County, SC - 45061920200",2016,0.80%,,+34.2712347,-080.3181752
45,South Carolina,45061920301,"Lee County, SC - 45061920301",2016,28.50%,,+34.1970770,-080.2264333
45,South Carolina,45061920302,"Lee County, SC - 45061920302",2016,1.90%,,+34.1505544,-080.2166106
45,South Carolina,45061920400,"Lee County, SC - 45061920400",2016,0.60%,,+34.1333089,-080.4047875
45,South Carolina,45061920500,"Lee County, SC - 45061920500",2016,0.50%,,+34.0739559,-080.2414677
45,South Carolina,45061920600,"Lee County, SC - 45061920600",2016,0.50%,,+34.0347695,-080.1011033
45,South Carolina,45063020100,"Lexington County, SC - 45063020100",2016,20.20%,,+33.9504976,-081.0398065
45,South Carolina,45063020201,"Lexington County, SC - 45063020201",2016,38.20%,,+33.9783035,-081.0571089
45,South Carolina,45063020202,"Lexington County, SC - 45063020202",2016,36.50%,,+33.9592231,-081.0781384
45,South Carolina,45063020300,"Lexington County, SC - 45063020300",2016,49.30%,,+33.9896272,-081.0628508
45,South Carolina,45063020505,"Lexington County, SC - 45063020505",2016,40.70%,,+33.9923387,-081.0921352
45,South Carolina,45063020506,"Lexington County, SC - 45063020506",2016,19.50%,,+34.0140354,-081.1321082
45,South Carolina,45063020507,"Lexington County, SC - 45063020507",2016,19.30%,,+33.9911980,-081.1355788
45,South Carolina,45063020508,"Lexington County, SC - 45063020508",2016,22.40%,,+34.0049325,-081.0988191
45,South Carolina,45063020509,"Lexington County, SC - 45063020509",2016,21.10%,,+34.0041109,-081.0744651
45,South Carolina,45063020510,"Lexington County, SC - 45063020510",2016,27.30%,,+34.0357070,-081.1257529
45,South Carolina,45063020511,"Lexington County, SC - 45063020511",2016,35.60%,,+34.0486881,-081.1314404
45,South Carolina,45063020601,"Lexington County, SC - 45063020601",2016,39.60%,,+33.9745750,-081.0894477
45,South Carolina,45063020602,"Lexington County, SC - 45063020602",2016,26.90%,,+33.9636284,-081.1190800
45,South Carolina,45063020604,"Lexington County, SC - 45063020604",2016,21.70%,,+33.9431736,-081.0661216
45,South Carolina,45063020605,"Lexington County, SC - 45063020605",2016,17.70%,,+33.9250885,-081.0694330
45,South Carolina,45063020703,"Lexington County, SC - 45063020703",2016,12.80%,,+33.9136144,-081.1464299
45,South Carolina,45063020705,"Lexington County, SC - 45063020705",2016,4.90%,,+33.8397325,-081.0661851
45,South Carolina,45063020706,"Lexington County, SC - 45063020706",2016,11.70%,,+33.8938995,-081.0488163
45,South Carolina,45063020707,"Lexington County, SC - 45063020707",2016,8.50%,,+33.8857313,-081.0979076
45,South Carolina,45063020708,"Lexington County, SC - 45063020708",2016,7.40%,,+33.8952586,-081.1260597
45,South Carolina,45063020801,"Lexington County, SC - 45063020801",2016,0.90%,,+33.7459878,-080.9949528
45,South Carolina,45063020802,"Lexington County, SC - 45063020802",2016,2.00%,,+33.7720562,-081.0791953
45,South Carolina,45063020803,"Lexington County, SC - 45063020803",2016,1.80%,,+33.7271318,-081.1454574
45,South Carolina,45063020804,"Lexington County, SC - 45063020804",2016,2.50%,,+33.7958715,-081.1449322
45,South Carolina,45063020805,"Lexington County, SC - 45063020805",2016,6.50%,,+33.8404468,-081.1211844
45,South Carolina,45063020903,"Lexington County, SC - 45063020903",2016,1.30%,,+33.7695612,-081.3006091
45,South Carolina,45063020904,"Lexington County, SC - 45063020904",2016,0.80%,,+33.7310064,-081.2106588
45,South Carolina,45063020905,"Lexington County, SC - 45063020905",2016,2.50%,,+33.8336017,-081.1918645
45,South Carolina,45063020906,"Lexington County, SC - 45063020906",2016,2.80%,,+33.8384587,-081.2633019
45,South Carolina,45063020907,"Lexington County, SC - 45063020907",2016,8.80%,,+33.8799291,-081.2415534
45,South Carolina,45063020908,"Lexington County, SC - 45063020908",2016,6.30%,,+33.8863124,-081.1832129
45,South Carolina,45063021009,"Lexington County, SC - 45063021009",2016,8.70%,,+33.9061845,-081.2781687
45,South Carolina,45063021014,"Lexington County, SC - 45063021014",2016,10.30%,,+34.0271617,-081.1847195
45,South Carolina,45063021017,"Lexington County, SC - 45063021017",2016,15.40%,,+33.9403109,-081.1950024
45,South Carolina,45063021018,"Lexington County, SC - 45063021018",2016,11.80%,,+33.9181314,-081.1929471
45,South Carolina,45063021019,"Lexington County, SC - 45063021019",2016,15.00%,,+33.9932967,-081.1707118
45,South Carolina,45063021020,"Lexington County, SC - 45063021020",2016,21.70%,,+33.9828414,-081.1597337
45,South Carolina,45063021021,"Lexington County, SC - 45063021021",2016,1.00%,,+34.0362023,-081.3298592
45,South Carolina,45063021022,"Lexington County, SC - 45063021022",2016,9.20%,,+34.0017338,-081.3138256
45,South Carolina,45063021023,"Lexington County, SC - 45063021023",2016,13.90%,,+33.9674472,-081.3124924
45,South Carolina,45063021024,"Lexington County, SC - 45063021024",2016,14.20%,,+33.9423513,-081.3050478
45,South Carolina,45063021025,"Lexington County, SC - 45063021025",2016,2.40%,,+34.0423288,-081.2645246
45,South Carolina,45063021026,"Lexington County, SC - 45063021026",2016,8.40%,,+34.0088334,-081.2774501
45,South Carolina,45063021027,"Lexington County, SC - 45063021027",2016,13.50%,,+34.0047041,-081.2447678
45,South Carolina,45063021028,"Lexington County, SC - 45063021028",2016,20.90%,,+33.9760750,-081.2676397
45,South Carolina,45063021029,"Lexington County, SC - 45063021029",2016,23.30%,,+33.9709573,-081.2466290
45,South Carolina,45063021030,"Lexington County, SC - 45063021030",2016,23.00%,,+33.9818300,-081.2111492
45,South Carolina,45063021031,"Lexington County, SC - 45063021031",2016,23.10%,,+33.9906391,-081.2175275
45,South Carolina,45063021032,"Lexington County, SC - 45063021032",2016,24.30%,,+34.0104257,-081.2150799
45,South Carolina,45063021033,"Lexington County, SC - 45063021033",2016,24.60%,,+33.9616044,-081.1853977
45,South Carolina,45063021034,"Lexington County, SC - 45063021034",2016,17.10%,,+33.9579627,-081.1546493
45,South Carolina,45063021106,"Lexington County, SC - 45063021106",2016,25.10%,,+34.0583895,-081.1417975
45,South Carolina,45063021109,"Lexington County, SC - 45063021109",2016,17.30%,,+34.0512270,-081.1754666
45,South Carolina,45063021110,"Lexington County, SC - 45063021110",2016,22.80%,,+34.0726567,-081.1829461
45,South Carolina,45063021111,"Lexington County, SC - 45063021111",2016,42.00%,,+34.0661938,-081.1554643
45,South Carolina,45063021112,"Lexington County, SC - 45063021112",2016,32.40%,,+34.0793287,-081.1703013
45,South Carolina,45063021113,"Lexington County, SC - 45063021113",2016,18.10%,,+34.0905147,-081.2005491
45,South Carolina,45063021114,"Lexington County, SC - 45063021114",2016,2.90%,,+34.0799739,-081.2685797
45,South Carolina,45063021115,"Lexington County, SC - 45063021115",2016,6.40%,,+34.0602196,-081.2449009
45,South Carolina,45063021116,"Lexington County, SC - 45063021116",2016,13.50%,,+34.0656746,-081.1988770
45,South Carolina,45063021203,"Lexington County, SC - 45063021203",2016,1.70%,,+34.1053981,-081.3209793
45,South Carolina,45063021204,"Lexington County, SC - 45063021204",2016,4.30%,,+34.1597134,-081.3343000
45,South Carolina,45063021205,"Lexington County, SC - 45063021205",2016,2.50%,,+34.0926665,-081.3702870
45,South Carolina,45063021206,"Lexington County, SC - 45063021206",2016,1.10%,,+34.1410009,-081.3964953
45,South Carolina,45063021303,"Lexington County, SC - 45063021303",2016,0.90%,,+34.0520035,-081.3930774
45,South Carolina,45063021304,"Lexington County, SC - 45063021304",2016,1.60%,,+33.9897850,-081.4128924
45,South Carolina,45063021305,"Lexington County, SC - 45063021305",2016,2.50%,,+33.9090644,-081.4354958
45,South Carolina,45063021306,"Lexington County, SC - 45063021306",2016,3.30%,,+33.9408267,-081.3600200
45,South Carolina,45063021307,"Lexington County, SC - 45063021307",2016,2.60%,,+33.8642692,-081.4266675
45,South Carolina,45063021308,"Lexington County, SC - 45063021308",2016,1.20%,,+33.8064039,-081.3775683
45,South Carolina,45063021402,"Lexington County, SC - 45063021402",2016,9.90%,,+33.9067406,-081.5379320
45,South Carolina,45063021403,"Lexington County, SC - 45063021403",2016,1.10%,,+33.8468602,-081.5057017
45,South Carolina,45063021404,"Lexington County, SC - 45063021404",2016,1.70%,,+33.9454764,-081.4891188
45,South Carolina,45063980100,"Lexington County, SC - 45063980100",2016,33.50%,,+33.9404138,-081.1222612
45,South Carolina,45067950100,"Marion County, SC - 45067950100",2016,0.70%,,+34.1486832,-079.5130376
45,South Carolina,45067950200,"Marion County, SC - 45067950200",2016,2.40%,,+34.2489777,-079.3850692
45,South Carolina,45067950300,"Marion County, SC - 45067950300",2016,1.90%,,+34.2326200,-079.2976317
45,South Carolina,45067950400,"Marion County, SC - 45067950400",2016,1.90%,,+34.2456525,-079.2054743
45,South Carolina,45067950500,"Marion County, SC - 45067950500",2016,1.60%,,+34.1533161,-079.2355042
45,South Carolina,45067950600,"Marion County, SC - 45067950600",2016,2.70%,,+34.1309919,-079.3264614
45,South Carolina,45067950700,"Marion County, SC - 45067950700",2016,0.30%,,+34.0125717,-079.3953178
45,South Carolina,45067950800,"Marion County, SC - 45067950800",2016,0.30%,,+33.8452217,-079.2984840
45,South Carolina,45069960100,"Marlboro County, SC - 45069960100",2016,0.70%,,+34.7356419,-079.8138182
45,South Carolina,45069960200,"Marlboro County, SC - 45069960200",2016,2.20%,,+34.5638971,-079.7572819
45,South Carolina,45069960301,"Marlboro County, SC - 45069960301",2016,4.60%,,+34.6238660,-079.6508936
45,South Carolina,45069960302,"Marlboro County, SC - 45069960302",2016,1.20%,,+34.7082995,-079.6969649
45,South Carolina,45069960400,"Marlboro County, SC - 45069960400",2016,1.00%,,+34.6853318,-079.5843029
45,South Carolina,45069960500,"Marlboro County, SC - 45069960500",2016,0.70%,,+34.5616817,-079.5527531
45,South Carolina,45069960600,"Marlboro County, SC - 45069960600",2016,0.50%,,+34.4523897,-079.6514364
45,South Carolina,45065920100,"McCormick County, SC - 45065920100",2016,0.40%,,+33.9810856,-082.4457193
45,South Carolina,45065920200,"McCormick County, SC - 45065920200",2016,0.80%,,+33.9241259,-082.2468990
45,South Carolina,45065920300,"McCormick County, SC - 45065920300",2016,0.40%,,+33.7542930,-082.1999073
45,South Carolina,45071950100,"Newberry County, SC - 45071950100",2016,0.50%,,+34.3277733,-081.4594005
45,South Carolina,45071950201,"Newberry County, SC - 45071950201",2016,1.40%,,+34.3616604,-081.5619696
45,South Carolina,45071950202,"Newberry County, SC - 45071950202",2016,8.80%,,+34.2795093,-081.5635938
45,South Carolina,45071950300,"Newberry County, SC - 45071950300",2016,0.50%,,+34.4418336,-081.6326682
45,South Carolina,45071950502,"Newberry County, SC - 45071950502",2016,6.10%,,+34.3098563,-081.6453407
45,South Carolina,45071950601,"Newberry County, SC - 45071950601",2016,1.30%,,+34.1917033,-081.5448551
45,South Carolina,45071950602,"Newberry County, SC - 45071950602",2016,0.90%,,+34.1483660,-081.4434453
45,South Carolina,45071950700,"Newberry County, SC - 45071950700",2016,0.50%,,+34.2387054,-081.7797569
45,South Carolina,45073030100,"Oconee County, SC - 45073030100",2016,0.30%,,+34.8169487,-083.1735571
45,South Carolina,45073030200,"Oconee County, SC - 45073030200",2016,1.10%,,+34.9536664,-082.9849556
45,South Carolina,45073030300,"Oconee County, SC - 45073030300",2016,2.00%,,+34.8081844,-082.9854921
45,South Carolina,45073030401,"Oconee County, SC - 45073030401",2016,7.40%,,+34.7713029,-083.0642802
45,South Carolina,45073030402,"Oconee County, SC - 45073030402",2016,3.50%,,+34.7635571,-083.0200613
45,South Carolina,45073030500,"Oconee County, SC - 45073030500",2016,3.40%,,+34.7202582,-083.0545195
45,South Carolina,45073030601,"Oconee County, SC - 45073030601",2016,8.40%,,+34.7033834,-082.9775697
45,South Carolina,45073030602,"Oconee County, SC - 45073030602",2016,4.40%,,+34.7786328,-082.9168907
45,South Carolina,45073030701,"Oconee County, SC - 45073030701",2016,16.30%,,+34.6770968,-082.9344373
45,South Carolina,45073030702,"Oconee County, SC - 45073030702",2016,3.90%,,+34.6541582,-082.8855542
