state_fips,state,geoid,census_tract_2,year,value,data_comment,tract_latitude,tract_longitude
45,South Carolina,45019005600,"Charleston County, SC - 45019005600",2016,8.30%,,+32.8010357,-080.0830664
45,South Carolina,45019005700,"Charleston County, SC - 45019005700",2016,3.80%,,+32.8683707,-080.1081651
45,South Carolina,45019005800,"Charleston County, SC - 45019005800",2016,1.10%,,+32.8077688,-080.1815928
45,South Carolina,45019990100,"Charleston County, SC - 45019990100",2016,1.60%,,+32.7817250,-079.7321399
45,South Carolina,45021970100,"Cherokee County, SC - 45021970100",2016,1.60%,,+35.1031978,-081.7809925
45,South Carolina,45021970201,"Cherokee County, SC - 45021970201",2016,8.80%,,+35.0819573,-081.7015857
45,South Carolina,45021970202,"Cherokee County, SC - 45021970202",2016,2.50%,,+35.1437371,-081.6698882
45,South Carolina,45021970301,"Cherokee County, SC - 45021970301",2016,22.80%,,+35.0852653,-081.6728558
45,South Carolina,45021970302,"Cherokee County, SC - 45021970302",2016,11.30%,,+35.0992561,-081.6011090
45,South Carolina,45021970401,"Cherokee County, SC - 45021970401",2016,3.20%,,+35.1411998,-081.5456614
45,South Carolina,45021970402,"Cherokee County, SC - 45021970402",2016,1.90%,,+35.0931953,-081.4721855
45,South Carolina,45021970501,"Cherokee County, SC - 45021970501",2016,2.30%,,+35.0289578,-081.6208610
45,South Carolina,45021970502,"Cherokee County, SC - 45021970502",2016,13.30%,,+35.0611810,-081.6288145
45,South Carolina,45021970503,"Cherokee County, SC - 45021970503",2016,1.40%,,+35.0483928,-081.5605540
45,South Carolina,45021970601,"Cherokee County, SC - 45021970601",2016,3.40%,,+35.0111132,-081.6599835
45,South Carolina,45021970602,"Cherokee County, SC - 45021970602",2016,0.40%,,+34.9811165,-081.5634886
45,South Carolina,45021970700,"Cherokee County, SC - 45021970700",2016,0.50%,,+34.9391090,-081.6473053
45,South Carolina,45023020100,"Chester County, SC - 45023020100",2016,24.30%,,+34.7072992,-081.1976304
45,South Carolina,45023020200,"Chester County, SC - 45023020200",2016,19.70%,,+34.7003242,-081.2195686
45,South Carolina,45023020300,"Chester County, SC - 45023020300",2016,9.00%,,+34.7207553,-081.2148403
45,South Carolina,45023020400,"Chester County, SC - 45023020400",2016,1.40%,,+34.7811483,-081.2137768
45,South Carolina,45023020500,"Chester County, SC - 45023020500",2016,0.40%,,+34.7361525,-081.3682284
45,South Carolina,45023020601,"Chester County, SC - 45023020601",2016,0.50%,,+34.6196182,-081.2596425
45,South Carolina,45023020602,"Chester County, SC - 45023020602",2016,1.60%,,+34.7136872,-081.1207622
45,South Carolina,45023020700,"Chester County, SC - 45023020700",2016,2.20%,,+34.7364624,-081.0291076
45,South Carolina,45023020800,"Chester County, SC - 45023020800",2016,1.00%,,+34.7511502,-080.9358989
45,South Carolina,45023020900,"Chester County, SC - 45023020900",2016,0.60%,,+34.6182565,-081.0032560
45,South Carolina,45023021000,"Chester County, SC - 45023021000",2016,3.70%,,+34.5721311,-080.9053042
45,South Carolina,45025950101,"Chesterfield County, SC - 45025950101",2016,1.80%,,+34.7587822,-080.4600952
45,South Carolina,45025950102,"Chesterfield County, SC - 45025950102",2016,2.90%,,+34.7764444,-080.3532142
45,South Carolina,45025950200,"Chesterfield County, SC - 45025950200",2016,1.00%,,+34.6454671,-080.3337693
45,South Carolina,45025950300,"Chesterfield County, SC - 45025950300",2016,0.70%,,+34.7507742,-080.2423477
45,South Carolina,45025950400,"Chesterfield County, SC - 45025950400",2016,1.00%,,+34.7255811,-080.1008750
45,South Carolina,45025950501,"Chesterfield County, SC - 45025950501",2016,0.90%,,+34.7620024,-079.9701003
45,South Carolina,45025950502,"Chesterfield County, SC - 45025950502",2016,4.50%,,+34.7080062,-079.9249608
45,South Carolina,45025950600,"Chesterfield County, SC - 45025950600",2016,1.00%,,+34.5951251,-079.8967144
45,South Carolina,45025950700,"Chesterfield County, SC - 45025950700",2016,0.80%,,+34.5637524,-080.0730840
45,South Carolina,45025950800,"Chesterfield County, SC - 45025950800",2016,1.00%,,+34.4978789,-080.2561591
45,South Carolina,45027960100,"Clarendon County, SC - 45027960100",2016,0.90%,,+33.8770296,-079.9705469
45,South Carolina,45027960201,"Clarendon County, SC - 45027960201",2016,0.50%,,+33.7982242,-080.0401952
45,South Carolina,45027960202,"Clarendon County, SC - 45027960202",2016,28.30%,,+33.8866241,-080.0817786
45,South Carolina,45027960300,"Clarendon County, SC - 45027960300",2016,0.80%,,+33.7733141,-080.1612095
45,South Carolina,45027960400,"Clarendon County, SC - 45027960400",2016,0.50%,,+33.7237211,-080.3778775
45,South Carolina,45027960500,"Clarendon County, SC - 45027960500",2016,2.10%,,+33.7032431,-080.2749535
45,South Carolina,45027960600,"Clarendon County, SC - 45027960600",2016,0.50%,,+33.6405605,-080.0946747
45,South Carolina,45027960701,"Clarendon County, SC - 45027960701",2016,2.10%,,+33.6390856,-080.2315868
45,South Carolina,45027960702,"Clarendon County, SC - 45027960702",2016,0.50%,,+33.5462791,-080.1548144
45,South Carolina,45027960703,"Clarendon County, SC - 45027960703",2016,1.10%,,+33.5259083,-080.2211000
45,South Carolina,45027960801,"Clarendon County, SC - 45027960801",2016,0.70%,,+33.6166680,-080.4129605
45,South Carolina,45027960802,"Clarendon County, SC - 45027960802",2016,0.60%,,+33.5022910,-080.3523575
45,South Carolina,45029970100,"Colleton County, SC - 45029970100",2016,0.30%,,+33.0964204,-080.8101778
45,South Carolina,45029970200,"Colleton County, SC - 45029970200",2016,0.30%,,+32.9765716,-080.9462173
45,South Carolina,45029970300,"Colleton County, SC - 45029970300",2016,0.50%,,+32.7969954,-080.7531345
45,South Carolina,45029970401,"Colleton County, SC - 45029970401",2016,0.50%,,+33.0054202,-080.7171243
45,South Carolina,45029970402,"Colleton County, SC - 45029970402",2016,4.60%,,+32.9671267,-080.6527418
45,South Carolina,45029970500,"Colleton County, SC - 45029970500",2016,10.60%,,+32.9053462,-080.6718142
45,South Carolina,45029970600,"Colleton County, SC - 45029970600",2016,1.00%,,+32.8621886,-080.5963164
45,South Carolina,45029970700,"Colleton County, SC - 45029970700",2016,0.30%,,+32.9441939,-080.4785182
45,South Carolina,45029970800,"Colleton County, SC - 45029970800",2016,0.20%,,+32.6282954,-080.5036583
45,South Carolina,45029990100,"Colleton County, SC - 45029990100",2016,0.00%,,+32.4613649,-080.2950090
45,South Carolina,45031010100,"Darlington County, SC - 45031010100",2016,0.60%,,+34.4505586,-079.8239245
45,South Carolina,45031010200,"Darlington County, SC - 45031010200",2016,1.70%,,+34.4152865,-080.1901914
45,South Carolina,45031010300,"Darlington County, SC - 45031010300",2016,4.90%,,+34.4025818,-080.0722686
45,South Carolina,45031010400,"Darlington County, SC - 45031010400",2016,1.60%,,+34.3642401,-080.2761274
45,South Carolina,45031010500,"Darlington County, SC - 45031010500",2016,19.90%,,+34.3693401,-080.0874346
45,South Carolina,45031010600,"Darlington County, SC - 45031010600",2016,5.50%,,+34.3700380,-080.0231357
45,South Carolina,45031010700,"Darlington County, SC - 45031010700",2016,22.20%,,+34.3541929,-080.0756425
45,South Carolina,45031010800,"Darlington County, SC - 45031010800",2016,1.30%,,+34.3024008,-080.0484845
45,South Carolina,45031010900,"Darlington County, SC - 45031010900",2016,1.90%,,+34.4067730,-079.9649109
45,South Carolina,45031011000,"Darlington County, SC - 45031011000",2016,3.60%,,+34.3448080,-079.8819695
45,South Carolina,45031011100,"Darlington County, SC - 45031011100",2016,25.60%,,+34.3032610,-079.8702831
45,South Carolina,45031011200,"Darlington County, SC - 45031011200",2016,11.30%,,+34.2982794,-079.8984230
45,South Carolina,45031011300,"Darlington County, SC - 45031011300",2016,0.90%,,+34.3273952,-079.7774948
45,South Carolina,45031011400,"Darlington County, SC - 45031011400",2016,7.80%,,+34.2667090,-079.8343225
45,South Carolina,45031011500,"Darlington County, SC - 45031011500",2016,1.20%,,+34.2146847,-080.0037918
45,South Carolina,45031011600,"Darlington County, SC - 45031011600",2016,0.90%,,+34.1546333,-080.0807553
45,South Carolina,45033970100,"Dillon County, SC - 45033970100",2016,0.60%,,+34.5280750,-079.4228841
45,South Carolina,45033970200,"Dillon County, SC - 45033970200",2016,1.40%,,+34.4306966,-079.3074445
45,South Carolina,45033970300,"Dillon County, SC - 45033970300",2016,2.80%,,+34.4536751,-079.4414521
45,South Carolina,45033970400,"Dillon County, SC - 45033970400",2016,5.60%,,+34.3943810,-079.3862993
45,South Carolina,45033970500,"Dillon County, SC - 45033970500",2016,0.70%,,+34.3339068,-079.2077718
45,South Carolina,45033970600,"Dillon County, SC - 45033970600",2016,0.90%,,+34.3374526,-079.4823899
45,South Carolina,45035010100,"Dorchester County, SC - 45035010100",2016,0.50%,,+33.1480702,-080.6398107
45,South Carolina,45035010200,"Dorchester County, SC - 45035010200",2016,1.20%,,+33.1882779,-080.5663258
45,South Carolina,45035010300,"Dorchester County, SC - 45035010300",2016,0.80%,,+33.1819144,-080.4332330
45,South Carolina,45035010400,"Dorchester County, SC - 45035010400",2016,0.70%,,+33.0372476,-080.3509226
45,South Carolina,45035010501,"Dorchester County, SC - 45035010501",2016,2.40%,,+33.0517155,-080.2629243
45,South Carolina,45035010503,"Dorchester County, SC - 45035010503",2016,2.40%,,+32.9937687,-080.2777418
45,South Carolina,45035010504,"Dorchester County, SC - 45035010504",2016,7.10%,,+32.9855747,-080.2374595
45,South Carolina,45035010505,"Dorchester County, SC - 45035010505",2016,14.10%,,+32.9883521,-080.2059747
45,South Carolina,45035010603,"Dorchester County, SC - 45035010603",2016,14.80%,,+33.0468783,-080.2171274
45,South Carolina,45035010604,"Dorchester County, SC - 45035010604",2016,11.50%,,+33.0251456,-080.2112637
45,South Carolina,45035010605,"Dorchester County, SC - 45035010605",2016,18.50%,,+33.0070153,-080.2180399
45,South Carolina,45035010606,"Dorchester County, SC - 45035010606",2016,11.80%,,+33.0100855,-080.1895729
45,South Carolina,45035010700,"Dorchester County, SC - 45035010700",2016,22.90%,,+33.0271006,-080.1731660
45,South Carolina,45035010801,"Dorchester County, SC - 45035010801",2016,0.50%,,+32.8955573,-080.2650986
45,South Carolina,45035010807,"Dorchester County, SC - 45035010807",2016,10.90%,,+32.9669501,-080.1860258
45,South Carolina,45035010808,"Dorchester County, SC - 45035010808",2016,20.90%,,+32.9763518,-080.1774487
45,South Carolina,45035010809,"Dorchester County, SC - 45035010809",2016,16.60%,,+32.9987250,-080.1662810
45,South Carolina,45035010813,"Dorchester County, SC - 45035010813",2016,20.10%,,+32.9767187,-080.1609388
45,South Carolina,45035010814,"Dorchester County, SC - 45035010814",2016,16.40%,,+32.9832119,-080.1343344
45,South Carolina,45035010815,"Dorchester County, SC - 45035010815",2016,23.20%,,+32.9645311,-080.1462027
45,South Carolina,45035010816,"Dorchester County, SC - 45035010816",2016,16.50%,,+32.9515227,-080.1346558
45,South Carolina,45035010817,"Dorchester County, SC - 45035010817",2016,15.30%,,+32.9342310,-080.1169023
45,South Carolina,45035010818,"Dorchester County, SC - 45035010818",2016,24.50%,,+32.9256789,-080.1018839
45,South Carolina,45035010819,"Dorchester County, SC - 45035010819",2016,9.00%,,+32.9226885,-080.1359248
45,South Carolina,45035010820,"Dorchester County, SC - 45035010820",2016,18.60%,,+32.9028200,-080.1072650
45,South Carolina,45037970201,"Edgefield County, SC - 45037970201",2016,0.30%,,+33.7991298,-082.0815403
45,South Carolina,45037970202,"Edgefield County, SC - 45037970202",2016,0.80%,,+33.8472526,-081.9454445
45,South Carolina,45037970300,"Edgefield County, SC - 45037970300",2016,1.40%,,+33.7963576,-081.7706297
45,South Carolina,45037970400,"Edgefield County, SC - 45037970400",2016,1.70%,,+33.7032284,-081.8705262
45,South Carolina,45037970501,"Edgefield County, SC - 45037970501",2016,2.60%,,+33.6607869,-081.9467352
45,South Carolina,45037970502,"Edgefield County, SC - 45037970502",2016,0.60%,,+33.6202063,-082.0215744
45,South Carolina,45039960100,"Fairfield County, SC - 45039960100",2016,0.90%,,+34.4273558,-081.3174179
45,South Carolina,45039960200,"Fairfield County, SC - 45039960200",2016,0.40%,,+34.4781194,-081.0698563
45,South Carolina,45039960300,"Fairfield County, SC - 45039960300",2016,0.60%,,+34.3424663,-080.9219134
45,South Carolina,45039960400,"Fairfield County, SC - 45039960400",2016,2.60%,,+34.3646209,-081.0494245
45,South Carolina,45039960500,"Fairfield County, SC - 45039960500",2016,0.60%,,+34.2860838,-081.1792971
45,South Carolina,45041000101,"Florence County, SC - 45041000101",2016,9.00%,,+34.2251954,-079.8268928
45,South Carolina,45041000102,"Florence County, SC - 45041000102",2016,9.70%,,+34.1908107,-079.8738414
45,South Carolina,45041000201,"Florence County, SC - 45041000201",2016,21.20%,,+34.1991944,-079.8244682
45,South Carolina,45041000202,"Florence County, SC - 45041000202",2016,21.80%,,+34.1653321,-079.8327347
45,South Carolina,45041000300,"Florence County, SC - 45041000300",2016,6.30%,,+34.2297143,-079.7387975
45,South Carolina,45041000400,"Florence County, SC - 45041000400",2016,2.00%,,+34.2553928,-079.6320181
45,South Carolina,45041000500,"Florence County, SC - 45041000500",2016,3.10%,,+34.1727846,-079.6571958
45,South Carolina,45041000600,"Florence County, SC - 45041000600",2016,21.30%,,+34.1546745,-079.7528863
45,South Carolina,45041000700,"Florence County, SC - 45041000700",2016,25.30%,,+34.1875889,-079.7527189
45,South Carolina,45041000800,"Florence County, SC - 45041000800",2016,21.60%,,+34.2077391,-079.7472420
45,South Carolina,45041000900,"Florence County, SC - 45041000900",2016,30.70%,,+34.2077622,-079.7859632
45,South Carolina,45041001000,"Florence County, SC - 45041001000",2016,52.30%,,+34.1911403,-079.7695503
45,South Carolina,45041001100,"Florence County, SC - 45041001100",2016,37.70%,,+34.1907523,-079.7961389
45,South Carolina,45041001200,"Florence County, SC - 45041001200",2016,14.90%,,+34.1797450,-079.7905221
45,South Carolina,45041001300,"Florence County, SC - 45041001300",2016,24.10%,,+34.1682753,-079.8015603
45,South Carolina,45041001400,"Florence County, SC - 45041001400",2016,22.40%,,+34.1570461,-079.7798661
45,South Carolina,45041001503,"Florence County, SC - 45041001503",2016,3.50%,,+34.1615375,-079.9043121
45,South Carolina,45041001504,"Florence County, SC - 45041001504",2016,2.20%,,+34.1361499,-079.8361998
45,South Carolina,45041001505,"Florence County, SC - 45041001505",2016,2.70%,,+34.0897395,-079.7823755
45,South Carolina,45041001506,"Florence County, SC - 45041001506",2016,0.60%,,+34.0645955,-079.8366064
45,South Carolina,45041001601,"Florence County, SC - 45041001601",2016,3.80%,,+34.1223969,-079.7280746
45,South Carolina,45041001602,"Florence County, SC - 45041001602",2016,0.60%,,+34.0531476,-079.6846430
45,South Carolina,45041001700,"Florence County, SC - 45041001700",2016,0.80%,,+34.0940878,-079.5922582
45,South Carolina,45041001800,"Florence County, SC - 45041001800",2016,0.60%,,+33.9396465,-079.5799293
45,South Carolina,45041001900,"Florence County, SC - 45041001900",2016,1.00%,,+33.8455832,-079.4838564
45,South Carolina,45041002000,"Florence County, SC - 45041002000",2016,1.10%,,+33.8753636,-079.6769366
45,South Carolina,45041002201,"Florence County, SC - 45041002201",2016,6.40%,,+33.8669969,-079.7884800
45,South Carolina,45041002202,"Florence County, SC - 45041002202",2016,3.50%,,+33.8389294,-079.7194929
45,South Carolina,45041002300,"Florence County, SC - 45041002300",2016,0.90%,,+33.9761578,-079.7380335
45,South Carolina,45041002400,"Florence County, SC - 45041002400",2016,0.80%,,+33.9317418,-079.8698900
45,South Carolina,45041002500,"Florence County, SC - 45041002500",2016,0.70%,,+34.0623061,-079.9431534
45,South Carolina,45041002600,"Florence County, SC - 45041002600",2016,2.10%,,+34.0956922,-079.9204399
45,South Carolina,45041980100,"Florence County, SC - 45041980100",2016,14.30%,,+34.1865644,-079.7259342
45,South Carolina,45043920100,"Georgetown County, SC - 45043920100",2016,0.40%,,+33.6723859,-079.3384778
45,South Carolina,45043920201,"Georgetown County, SC - 45043920201",2016,1.90%,,+33.4085413,-079.4854138
45,South Carolina,45043920202,"Georgetown County, SC - 45043920202",2016,0.60%,,+33.5087031,-079.4737419
45,South Carolina,45043920301,"Georgetown County, SC - 45043920301",2016,0.50%,,+33.4732875,-079.3922874
45,South Carolina,45043920302,"Georgetown County, SC - 45043920302",2016,6.20%,,+33.3895567,-079.2722447
45,South Carolina,45043920400,"Georgetown County, SC - 45043920400",2016,0.20%,,+33.5532527,-079.2329199
45,South Carolina,45043920501,"Georgetown County, SC - 45043920501",2016,14.90%,,+33.5608845,-079.0419987
45,South Carolina,45043920502,"Georgetown County, SC - 45043920502",2016,2.60%,,+33.5181934,-079.0806567
45,South Carolina,45043920503,"Georgetown County, SC - 45043920503",2016,8.20%,,+33.4766920,-079.1281755
45,South Carolina,45043920504,"Georgetown County, SC - 45043920504",2016,3.80%,,+33.4176484,-079.1864379
45,South Carolina,45043920505,"Georgetown County, SC - 45043920505",2016,1.50%,,+33.3344415,-079.2103675
45,South Carolina,45043920600,"Georgetown County, SC - 45043920600",2016,5.80%,,+33.3933217,-079.3306841
45,South Carolina,45043920700,"Georgetown County, SC - 45043920700",2016,3.10%,,+33.3167605,-079.3360395
45,South Carolina,45043920800,"Georgetown County, SC - 45043920800",2016,0.30%,,+33.2899077,-079.4344696
45,South Carolina,45043990100,"Georgetown County, SC - 45043990100",2016,3.20%,,+33.2987328,-079.1215662
45,South Carolina,45045000100,"Greenville County, SC - 45045000100",2016,39.60%,,+34.8566121,-082.3891798
45,South Carolina,45045000200,"Greenville County, SC - 45045000200",2016,67.70%,,+34.8478319,-082.3974862
45,South Carolina,45045000400,"Greenville County, SC - 45045000400",2016,36.80%,,+34.8381271,-082.3983635
45,South Carolina,45045000500,"Greenville County, SC - 45045000500",2016,45.00%,,+34.8376715,-082.4115284
45,South Carolina,45045000700,"Greenville County, SC - 45045000700",2016,47.60%,,+34.8504139,-082.4126907
45,South Carolina,45045000800,"Greenville County, SC - 45045000800",2016,40.30%,,+34.8493143,-082.4271138
45,South Carolina,45045000900,"Greenville County, SC - 45045000900",2016,48.70%,,+34.8607575,-082.4098233
45,South Carolina,45045001000,"Greenville County, SC - 45045001000",2016,42.00%,,+34.8606403,-082.4002483
45,South Carolina,45045001101,"Greenville County, SC - 45045001101",2016,21.20%,,+34.8804194,-082.3786068
45,South Carolina,45045001102,"Greenville County, SC - 45045001102",2016,14.30%,,+34.8696886,-082.3929531
45,South Carolina,45045001203,"Greenville County, SC - 45045001203",2016,43.30%,,+34.8709485,-082.3647461
45,South Carolina,45045001204,"Greenville County, SC - 45045001204",2016,23.60%,,+34.8590533,-082.3681784
45,South Carolina,45045001205,"Greenville County, SC - 45045001205",2016,25.40%,,+34.8631405,-082.3765112
45,South Carolina,45045001302,"Greenville County, SC - 45045001302",2016,40.30%,,+34.8343593,-082.3606077
45,South Carolina,45045001400,"Greenville County, SC - 45045001400",2016,21.40%,,+34.8159886,-082.3754469
45,South Carolina,45045001501,"Greenville County, SC - 45045001501",2016,19.00%,,+34.8195180,-082.3970924
45,South Carolina,45045001502,"Greenville County, SC - 45045001502",2016,30.90%,,+34.8028510,-082.3837910
45,South Carolina,45045001600,"Greenville County, SC - 45045001600",2016,20.00%,,+34.9145133,-082.3559783
45,South Carolina,45045001700,"Greenville County, SC - 45045001700",2016,39.20%,,+34.8964300,-082.3498565
45,South Carolina,45045001803,"Greenville County, SC - 45045001803",2016,25.40%,,+34.9002092,-082.3255295
45,South Carolina,45045001804,"Greenville County, SC - 45045001804",2016,21.70%,,+34.8892079,-082.3156235
45,South Carolina,45045001805,"Greenville County, SC - 45045001805",2016,20.50%,,+34.8801813,-082.3417582
45,South Carolina,45045001807,"Greenville County, SC - 45045001807",2016,19.30%,,+34.8768401,-082.3137671
45,South Carolina,45045001808,"Greenville County, SC - 45045001808",2016,51.90%,,+34.8451301,-082.3292341
45,South Carolina,45045001809,"Greenville County, SC - 45045001809",2016,32.20%,,+34.8671767,-082.3392350
45,South Carolina,45045001810,"Greenville County, SC - 45045001810",2016,37.70%,,+34.8617386,-082.3481127
45,South Carolina,45045001900,"Greenville County, SC - 45045001900",2016,24.30%,,+34.8200676,-082.3474849
45,South Carolina,45045002001,"Greenville County, SC - 45045002001",2016,29.40%,,+34.7877058,-082.3953293
45,South Carolina,45045002003,"Greenville County, SC - 45045002003",2016,19.60%,,+34.7652142,-082.4041162
45,South Carolina,45045002005,"Greenville County, SC - 45045002005",2016,19.70%,,+34.7833550,-082.3709610
45,South Carolina,45045002103,"Greenville County, SC - 45045002103",2016,22.80%,,+34.8059127,-082.4073509
45,South Carolina,45045002104,"Greenville County, SC - 45045002104",2016,37.70%,,+34.8410440,-082.4413723
45,South Carolina,45045002105,"Greenville County, SC - 45045002105",2016,38.50%,,+34.8386720,-082.4266332
45,South Carolina,45045002106,"Greenville County, SC - 45045002106",2016,37.60%,,+34.8274027,-082.4379801
45,South Carolina,45045002107,"Greenville County, SC - 45045002107",2016,48.20%,,+34.8167433,-082.4266676
45,South Carolina,45045002108,"Greenville County, SC - 45045002108",2016,38.70%,,+34.8289154,-082.4158114
45,South Carolina,45045002201,"Greenville County, SC - 45045002201",2016,29.60%,,+34.8682367,-082.4358816
45,South Carolina,45045002202,"Greenville County, SC - 45045002202",2016,26.40%,,+34.8547583,-082.4401273
45,South Carolina,45045002301,"Greenville County, SC - 45045002301",2016,20.30%,,+34.8974078,-082.4242706
45,South Carolina,45045002302,"Greenville County, SC - 45045002302",2016,29.40%,,+34.8811322,-082.4173125
45,South Carolina,45045002303,"Greenville County, SC - 45045002303",2016,48.10%,,+34.8728159,-082.4105209
45,South Carolina,45045002304,"Greenville County, SC - 45045002304",2016,32.30%,,+34.8877798,-082.3940491
45,South Carolina,45045002402,"Greenville County, SC - 45045002402",2016,3.20%,,+35.0071671,-082.2654592
45,South Carolina,45045002403,"Greenville County, SC - 45045002403",2016,1.10%,,+35.0631886,-082.2691979
45,South Carolina,45045002404,"Greenville County, SC - 45045002404",2016,0.60%,,+35.1367626,-082.2948170
45,South Carolina,45045002503,"Greenville County, SC - 45045002503",2016,22.00%,,+34.9060735,-082.2434794
45,South Carolina,45045002504,"Greenville County, SC - 45045002504",2016,43.20%,,+34.9441768,-082.2341056
45,South Carolina,45045002505,"Greenville County, SC - 45045002505",2016,35.10%,,+34.9340064,-082.2349844
45,South Carolina,45045002506,"Greenville County, SC - 45045002506",2016,12.00%,,+34.9556129,-082.2709367
45,South Carolina,45045002507,"Greenville County, SC - 45045002507",2016,12.90%,,+34.9637370,-082.2399111
45,South Carolina,45045002602,"Greenville County, SC - 45045002602",2016,20.90%,,+34.9063398,-082.3042731
45,South Carolina,45045002604,"Greenville County, SC - 45045002604",2016,15.70%,,+34.9153567,-082.2848315
45,South Carolina,45045002606,"Greenville County, SC - 45045002606",2016,4.40%,,+34.9851725,-082.3138910
45,South Carolina,45045002608,"Greenville County, SC - 45045002608",2016,20.20%,,+34.8937479,-082.2644685
45,South Carolina,45045002609,"Greenville County, SC - 45045002609",2016,24.30%,,+34.8807179,-082.2731127
45,South Carolina,45045002610,"Greenville County, SC - 45045002610",2016,9.50%,,+34.9339545,-082.3196670
45,South Carolina,45045002611,"Greenville County, SC - 45045002611",2016,7.60%,,+34.9509757,-082.3161049
45,South Carolina,45045002701,"Greenville County, SC - 45045002701",2016,3.10%,,+34.9392993,-082.3924602
45,South Carolina,45045002702,"Greenville County, SC - 45045002702",2016,8.40%,,+34.9430412,-082.3485717
45,South Carolina,45045002803,"Greenville County, SC - 45045002803",2016,22.30%,,+34.8679018,-082.2744454
45,South Carolina,45045002804,"Greenville County, SC - 45045002804",2016,17.10%,,+34.8613955,-082.3097313
45,South Carolina,45045002805,"Greenville County, SC - 45045002805",2016,22.90%,,+34.8495102,-082.2900591
45,South Carolina,45045002808,"Greenville County, SC - 45045002808",2016,30.30%,,+34.8429987,-082.2609847
45,South Carolina,45045002811,"Greenville County, SC - 45045002811",2016,32.40%,,+34.8066326,-082.3037438
45,South Carolina,45045002812,"Greenville County, SC - 45045002812",2016,29.40%,,+34.8035511,-082.2698565
45,South Carolina,45045002813,"Greenville County, SC - 45045002813",2016,15.00%,,+34.8349676,-082.2413415
45,South Carolina,45045002814,"Greenville County, SC - 45045002814",2016,11.40%,,+34.8299663,-082.2121214
45,South Carolina,45045002815,"Greenville County, SC - 45045002815",2016,20.00%,,+34.8057857,-082.2423259
45,South Carolina,45045002816,"Greenville County, SC - 45045002816",2016,10.80%,,+34.8025393,-082.1900960
45,South Carolina,45045002901,"Greenville County, SC - 45045002901",2016,19.90%,,+34.7895220,-082.3456019
45,South Carolina,45045002903,"Greenville County, SC - 45045002903",2016,33.40%,,+34.7787267,-082.2934095
45,South Carolina,45045002904,"Greenville County, SC - 45045002904",2016,14.60%,,+34.7790647,-082.3298211
45,South Carolina,45045002905,"Greenville County, SC - 45045002905",2016,14.50%,,+34.7564671,-082.3154601
45,South Carolina,45045003005,"Greenville County, SC - 45045003005",2016,37.30%,,+34.7373354,-082.2632243
45,South Carolina,45045003008,"Greenville County, SC - 45045003008",2016,10.80%,,+34.7797036,-082.2452659
45,South Carolina,45045003009,"Greenville County, SC - 45045003009",2016,3.90%,,+34.7585255,-082.1864755
45,South Carolina,45045003010,"Greenville County, SC - 45045003010",2016,11.90%,,+34.7569276,-082.2476429
45,South Carolina,45045003011,"Greenville County, SC - 45045003011",2016,14.80%,,+34.7317039,-082.2349019
45,South Carolina,45045003012,"Greenville County, SC - 45045003012",2016,20.70%,,+34.7249692,-082.2736227
45,South Carolina,45045003013,"Greenville County, SC - 45045003013",2016,19.10%,,+34.6976980,-082.2623275
45,South Carolina,45045003014,"Greenville County, SC - 45045003014",2016,13.20%,,+34.7342749,-082.3008749
45,South Carolina,45045003015,"Greenville County, SC - 45045003015",2016,7.40%,,+34.6851224,-082.2888109
45,South Carolina,45045003101,"Greenville County, SC - 45045003101",2016,15.50%,,+34.7043385,-082.2045941
45,South Carolina,45045003103,"Greenville County, SC - 45045003103",2016,5.20%,,+34.6681953,-082.2357458
45,South Carolina,45045003104,"Greenville County, SC - 45045003104",2016,0.80%,,+34.6113988,-082.2588515
45,South Carolina,45045003201,"Greenville County, SC - 45045003201",2016,1.70%,,+34.6268187,-082.3335881
45,South Carolina,45045003202,"Greenville County, SC - 45045003202",2016,0.90%,,+34.5463658,-082.3300569
45,South Carolina,45045003301,"Greenville County, SC - 45045003301",2016,3.80%,,+34.6906109,-082.4349967
45,South Carolina,45045003303,"Greenville County, SC - 45045003303",2016,6.40%,,+34.6918423,-082.3925094
45,South Carolina,45045003304,"Greenville County, SC - 45045003304",2016,4.40%,,+34.7063155,-082.3397434
45,South Carolina,45045003401,"Greenville County, SC - 45045003401",2016,33.80%,,+34.7531594,-082.3718916
45,South Carolina,45045003500,"Greenville County, SC - 45045003500",2016,10.10%,,+34.7653667,-082.4346934
45,South Carolina,45045003601,"Greenville County, SC - 45045003601",2016,13.30%,,+34.8233220,-082.4625102
45,South Carolina,45045003602,"Greenville County, SC - 45045003602",2016,20.40%,,+34.7976173,-082.4444363
45,South Carolina,45045003701,"Greenville County, SC - 45045003701",2016,4.00%,,+34.9089437,-082.4780232
45,South Carolina,45045003704,"Greenville County, SC - 45045003704",2016,24.50%,,+34.8676034,-082.4514725
45,South Carolina,45045003705,"Greenville County, SC - 45045003705",2016,11.90%,,+34.8515148,-082.4672029
45,South Carolina,45045003706,"Greenville County, SC - 45045003706",2016,20.80%,,+34.8818804,-082.4571566
45,South Carolina,45045003707,"Greenville County, SC - 45045003707",2016,19.90%,,+34.8969327,-082.4542915
45,South Carolina,45045003801,"Greenville County, SC - 45045003801",2016,11.40%,,+34.9286296,-082.4471966
45,South Carolina,45045003802,"Greenville County, SC - 45045003802",2016,7.10%,,+34.9136194,-082.4167711
