contaminant_name,media,site_name,epa_id,GEOID,tract_latitude,tract_longitude,lat,lon
CADMIUM,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
CHLOROETHENE (VINYL CHLORIDE),Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
CHROMIUM,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
COPPER,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
DIBUTYL PHTHALATE,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
DICHLOROMETHANE (METHYLENE CHLORIDE),Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
DICHLOROMETHANE (METHYLENE CHLORIDE),Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
LEAD,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
LEAD,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
MANGANESE,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
MERCURY,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
TETRACHLOROETHENE,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
TETRACHLOROETHENE,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
TOLUENE,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
TOLUENE,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
TRICHLOROETHENE,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
TRICHLOROETHENE,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
VANADIUM,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
ZINC,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,45091060501,+34.9325443,-081.0382008,34.9248667,-81.0250784
"1,1-DICHLOROETHENE",Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
"1,2-DICHLOROETHANE",Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
"1,4-DICHLOROBENZENE",Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
ARSENIC,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
BARIUM,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
BENZENE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
BERYLLIUM,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
BIS(2-ETHYLHEXYL)PHTHALATE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
BROMODICHLOROMETHANE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
CADMIUM,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
CHLOROETHENE (VINYL CHLORIDE),Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
CHROMIUM,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
DICHLOROMETHANE (METHYLENE CHLORIDE),Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
LEAD,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
MANGANESE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
NICKEL,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
TETRACHLOROETHENE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
TRICHLOROETHENE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
VANADIUM,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
ZINC,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,45063020202,+33.9592231,-081.0781384,33.9657091,-81.0739827
ARSENIC,Soil,LYMAN DYEING AND FINISHING,SCD987584653,45083023102,+34.9459973,-082.1019723,34.9481741,-82.1273312
BENZO(B)FLUORANTHENE,Soil,LYMAN DYEING AND FINISHING,SCD987584653,45083023102,+34.9459973,-082.1019723,34.9481741,-82.1273312
BENZO(K)FLUORANTHENE,Soil,LYMAN DYEING AND FINISHING,SCD987584653,45083023102,+34.9459973,-082.1019723,34.9481741,-82.1273312
BENZO[A]ANTHRACENE,Soil,LYMAN DYEING AND FINISHING,SCD987584653,45083023102,+34.9459973,-082.1019723,34.9481741,-82.1273312
BENZO[A]PYRENE,Soil,LYMAN DYEING AND FINISHING,SCD987584653,45083023102,+34.9459973,-082.1019723,34.9481741,-82.1273312
CHRYSENE,Soil,LYMAN DYEING AND FINISHING,SCD987584653,45083023102,+34.9459973,-082.1019723,34.9481741,-82.1273312
"DIBENZO(A,H)ANTHRACENE",Soil,LYMAN DYEING AND FINISHING,SCD987584653,45083023102,+34.9459973,-082.1019723,34.9481741,-82.1273312
"INDENO(1,2,3-CD)PYRENE",Soil,LYMAN DYEING AND FINISHING,SCD987584653,45083023102,+34.9459973,-082.1019723,34.9481741,-82.1273312
IRON,Soil,LYMAN DYEING AND FINISHING,SCD987584653,45083023102,+34.9459973,-082.1019723,34.9481741,-82.1273312
ANTIMONY,Groundwater,MACALLOY CORPORATION,SCD003360476,45019003108,+32.9160676,-080.0723760,32.9131295,-80.0629982
ARSENIC,Groundwater,MACALLOY CORPORATION,SCD003360476,45019003108,+32.9160676,-080.0723760,32.9131295,-80.0629982
ARSENIC,Soil,MACALLOY CORPORATION,SCD003360476,45019003108,+32.9160676,-080.0723760,32.9131295,-80.0629982
CHROMIUM,Sediment,MACALLOY CORPORATION,SCD003360476,45019003108,+32.9160676,-080.0723760,32.9131295,-80.0629982
CHROMIUM(VI),Groundwater,MACALLOY CORPORATION,SCD003360476,45019003108,+32.9160676,-080.0723760,32.9131295,-80.0629982
CHROMIUM(VI),Soil,MACALLOY CORPORATION,SCD003360476,45019003108,+32.9160676,-080.0723760,32.9131295,-80.0629982
IRON,Groundwater,MACALLOY CORPORATION,SCD003360476,45019003108,+32.9160676,-080.0723760,32.9131295,-80.0629982
MANGANESE,Groundwater,MACALLOY CORPORATION,SCD003360476,45019003108,+32.9160676,-080.0723760,32.9131295,-80.0629982
NICKEL,Sediment,MACALLOY CORPORATION,SCD003360476,45019003108,+32.9160676,-080.0723760,32.9131295,-80.0629982
ZINC,Sediment,MACALLOY CORPORATION,SCD003360476,45019003108,+32.9160676,-080.0723760,32.9131295,-80.0629982
"1,1,1-TRICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,1,2-TRICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,1-DICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,1-DICHLOROETHENE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,2-DICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
2-BUTANONE (METHYL ETHYL KETONE),Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
ACETONE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
BENZENE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
CHLOROFORM,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
CHLOROMETHANE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"CIS-1,2-DICHLOROETHENE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
DICHLOROMETHANE (METHYLENE CHLORIDE),Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
TETRACHLOROETHENE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"TRANS-1,2-DICHLOROETHENE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
TRICHLOROETHENE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,1,1-TRICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,1,2,2-TETRACHLOROETHANE",Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,1,2-TRICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,1,2-TRICHLOROETHANE",Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,1-DICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,1-DICHLOROETHENE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,2,4-TRICHLOROBENZENE",Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,2-DICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)",Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
"1,2-DICHLOROPROPANE",Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
2-BUTANONE (METHYL ETHYL KETONE),Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
ACETONE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
AROCLOR 1254,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
BENZENE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
BIS(2-ETHYLHEXYL)PHTHALATE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
BUTYL BENZYL PHTHALATE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
CHLOROETHENE (VINYL CHLORIDE),Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
CHLOROMETHANE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
DI-N-OCTYL PHTHALATE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
DIBUTYL PHTHALATE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
DICHLOROMETHANE (METHYLENE CHLORIDE),Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
DICHLOROMETHANE (METHYLENE CHLORIDE),Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
ETHYLBENZENE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
STYRENE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
TETRACHLOROETHENE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
TETRACHLOROETHENE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
TOXAPHENE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
TRICHLOROETHENE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
TRICHLOROETHENE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,45021970201,+35.0819573,-081.7015857,35.0717945,-81.6498195
LEAD,Soil,"PALMETTO RECYCLING, INC.",SCD037398120,45079003100,+34.0078902,-081.0307786,34.0007493,-81.0343313
ARSENIC,Groundwater,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
CHROMIUM,Groundwater,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
COPPER,Groundwater,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
"2,4-DINITROPHENOL",Groundwater,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
"2,4-DINITROPHENOL",Soil,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
ARSENIC,Groundwater,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
ARSENIC,Soil,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
CHROMIUM,Groundwater,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
CHROMIUM,Soil,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
COPPER,Groundwater,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
COPPER,Soil,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
PENTACHLOROPHENOL,Groundwater,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
PENTACHLOROPHENOL,Soil,PALMETTO WOOD PRESERVING,SCD003362217,45063020605,+33.9250885,-081.0694330,33.9193206,-81.0592601
"1,1,1-TRICHLOROETHANE",Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1-DICHLOROETHENE",Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
2-BUTANONE (METHYL ETHYL KETONE),Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
BIS(2-ETHYLHEXYL)PHTHALATE,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
CYCLOHEXANONE,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
TETRACHLOROETHENE,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
TOLUENE,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
TRICHLOROETHANE (MIXED ISOMERS),Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1,1-TRICHLOROETHANE",Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1,1-TRICHLOROETHANE",Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1,1-TRICHLOROETHANE",Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1,1-TRICHLOROETHANE",Surface Water,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1,2-TRICHLOROETHANE",Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1,2-TRICHLOROETHANE",Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1-DICHLOROETHANE",Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1-DICHLOROETHANE",Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1-DICHLOROETHANE",Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1-DICHLOROETHANE",Surface Water,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1-DICHLOROETHENE",Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1-DICHLOROETHENE",Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1-DICHLOROETHENE",Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,1-DICHLOROETHENE",Surface Water,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,2-DICHLOROETHANE",Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,2-DICHLOROETHANE",Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
"1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)",Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
2-BUTANONE (METHYL ETHYL KETONE),Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
2-BUTANONE (METHYL ETHYL KETONE),Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
ACETONE,Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
ACETONE,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
ALUMINUM,Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
ALUMINUM,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
ALUMINUM,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
ANTIMONY,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
ARSENIC,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
ARSENIC,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
BARIUM,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
BASE NEUTRAL ACIDS,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
BIS(2-ETHYLHEXYL)PHTHALATE,Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
BROMODICHLOROMETHANE,Surface Water,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
BUTYL BENZYL PHTHALATE,Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
BUTYL BENZYL PHTHALATE,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
BUTYL BENZYL PHTHALATE,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
CADMIUM,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
CHLOROFORM,Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
CHLOROFORM,Surface Water,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
CHROMIUM,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
DICHLOROMETHANE (METHYLENE CHLORIDE),Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
DICHLOROMETHANE (METHYLENE CHLORIDE),Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
DICHLOROMETHANE (METHYLENE CHLORIDE),Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
ETHYL PROP-2-ENOATE,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
MANGANESE,Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
MANGANESE,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
MANGANESE,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
MANGANESE,Surface Water,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
METALS,Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
METALS,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
METALS,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
PENTACHLOROPHENOL,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
PENTACHLOROPHENOL,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
TETRACHLOROETHENE,Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
TETRACHLOROETHENE,Sludge,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
TETRACHLOROETHENE,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
TETRAHYDROFURAN,Groundwater,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
TETRAHYDROFURAN,Soil,"PARA-CHEM SOUTHERN, INC.",SCD002601656,45045003011,+34.7317039,-082.2349019,34.7370639,-82.2542834
